,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
56725,0.6892412,0.8446206,0.66512656,0.8325633,0.6187092,0.8093546,0.6431287,0.8215643,0.69759643,0.8487982,0.7769611,0.88848054,0.73022974,0.86511487,0.7825175,0.8912587,0.74262273,0.87131137,0.7745738,0.8872869
56795,0.6265649,0.8132825,0.6446372,0.8223186,0.54347956,0.7717398,0.56605196,0.783026,0.65887415,0.8294371,0.72344863,0.8617243,0.7464472,0.8732236,0.74370414,0.87185204,0.754365,0.8771825,0.75471264,0.8773563
56796,0.5407996,0.7703998,0.5791037,0.78955185,0.48736823,0.7436841,0.51132125,0.75566065,0.58141273,0.7907064,0.6030529,0.8015264,0.6467993,0.82339966,0.6458936,0.8229468,0.61271584,0.8063579,0.62724644,0.8136232
56797,0.72275585,0.86137795,0.70408654,0.8520433,0.612396,0.806198,0.63287634,0.8164382,0.72525513,0.86262757,0.7435838,0.8717919,0.6945362,0.8472681,0.79007274,0.89503634,0.7407062,0.8703531,0.7411033,0.87055165
56798,0.6753423,0.83767116,0.68419373,0.84209687,0.625057,0.8125285,0.6222038,0.8111019,0.70967585,0.8548379,0.7281698,0.8640849,0.7455366,0.8727683,0.7568547,0.8784274,0.74007964,0.8700398,0.75541526,0.8777076
56799,0.63937426,0.8196871,0.6073191,0.80365956,0.5085696,0.7542848,0.57603943,0.7880197,0.65107787,0.82553893,0.7077516,0.85387576,0.7205281,0.86026406,0.7050394,0.8525197,0.6969849,0.84849244,0.735119,0.8675595
56800,0.6848687,0.84243435,0.6443137,0.82215685,0.58280927,0.7914046,0.6480063,0.82400316,0.6176367,0.80881834,0.649089,0.8245445,0.5947241,0.7973621,0.67948806,0.83974403,0.6671853,0.83359265,0.6397828,0.8198914
56801,0.68746394,0.843732,0.66138387,0.83069193,0.5941473,0.79707366,0.6032382,0.8016191,0.71149355,0.85574675,0.80300367,0.90150183,0.72485626,0.8624281,0.77512544,0.88756275,0.74746287,0.87373143,0.7739588,0.8869794
56802,0.6976887,0.84884435,0.6537627,0.82688135,0.62455314,0.8122766,0.6004987,0.80024934,0.67746544,0.8387327,0.7733511,0.88667554,0.7195331,0.85976654,0.7458411,0.8729205,0.76853806,0.884269,0.73706365,0.8685318
56803,0.73466206,0.867331,0.7317297,0.8658649,0.6325558,0.81627786,0.6445482,0.8222741,0.7298664,0.8649332,0.8218845,0.91094226,0.76456153,0.88228077,0.8181081,0.90905404,0.77417433,0.88708717,0.81715524,0.9085776
56804,0.7533384,0.87666917,0.73007435,0.8650372,0.659703,0.8298515,0.6582392,0.82911956,0.77863145,0.8893157,0.8551347,0.92756736,0.7764722,0.8882361,0.8603766,0.9301883,0.7978252,0.8989126,0.8458662,0.9229331
56805,0.63523763,0.81761885,0.6155307,0.80776536,0.5802009,0.79010046,0.60976374,0.8048819,0.61345345,0.8067267,0.678058,0.839029,0.6134232,0.8067116,0.7056223,0.85281116,0.7161766,0.8580883,0.6953366,0.8476683
56807,0.6750927,0.83754635,0.6344721,0.81723607,0.5527593,0.77637964,0.6024409,0.8012204,0.6546625,0.82733124,0.6957642,0.8478821,0.6869707,0.84348536,0.6880691,0.84403455,0.7225484,0.86127424,0.73245764,0.8662288
56809,0.76453507,0.88226753,0.7250935,0.86254674,0.65738845,0.8286942,0.6562574,0.8281287,0.76267576,0.8813379,0.8439809,0.92199045,0.7725332,0.8862666,0.85638493,0.9281925,0.7783108,0.8891554,0.8214581,0.91072905
56859,0.62754786,0.81377393,0.59647125,0.79823565,0.49839056,0.7491953,0.60721815,0.8036091,0.6343826,0.8171913,0.6845422,0.8422711,0.68151844,0.8407592,0.67475075,0.8373754,0.71282923,0.8564146,0.69063103,0.8453155
56860,0.6704757,0.83523786,0.6620871,0.83104354,0.59029627,0.79514813,0.69689506,0.84844756,0.6916745,0.84583724,0.7860466,0.8930233,0.7135813,0.85679066,0.79979753,0.89989877,0.76906514,0.8845326,0.79982704,0.89991355
56861,0.583436,0.791718,0.5631257,0.78156286,0.4865552,0.7432776,0.6097412,0.8048706,0.5695245,0.78476226,0.5925528,0.7962764,0.62604254,0.8130213,0.6303924,0.81519616,0.6333438,0.8166719,0.63756883,0.8187844
56862,0.7527976,0.8763988,0.7034416,0.8517208,0.6146697,0.80733484,0.6575415,0.82877076,0.7110126,0.8555063,0.77371657,0.8868583,0.7124028,0.8562014,0.77067685,0.8853384,0.76916873,0.88458437,0.76985097,0.8849255
57384,0.77012664,0.8850633,0.7284896,0.8642448,0.6710913,0.83554566,0.6602571,0.83012855,0.77574253,0.88787127,0.87053376,0.93526685,0.77725214,0.8886261,0.8551996,0.9275998,0.7764926,0.8882463,0.84330463,0.9216523
57400,0.77330065,0.8866503,0.70262617,0.8513131,0.6473903,0.8236952,0.6676369,0.83381844,0.755672,0.877836,0.80355763,0.9017788,0.72627187,0.86313593,0.8021904,0.9010952,0.72916436,0.8645822,0.77808917,0.8890446
62042,0.748638,0.87431896,0.7034768,0.8517384,0.64275885,0.8213794,0.66895986,0.8344799,0.71731746,0.85865873,0.732342,0.866171,0.7007296,0.8503648,0.71848166,0.85924083,0.71753436,0.85876715,0.7223764,0.8611882
63086,0.5581665,0.77908325,0.58343196,0.791716,0.5004153,0.75020766,0.51541007,0.75770503,0.60971093,0.80485547,0.66806674,0.83403337,0.6630583,0.83152914,0.6535404,0.8267702,0.6854609,0.84273046,0.6715639,0.83578193
63087,0.7417194,0.87085974,0.7008986,0.8504493,0.6289748,0.8144874,0.6971208,0.8485604,0.7503143,0.8751571,0.7743779,0.8871889,0.7878634,0.8939317,0.7603947,0.88019735,0.7569308,0.8784654,0.7849915,0.89249575
83710,0.66825795,0.834129,0.6757109,0.83785546,0.57829213,0.78914607,0.6351599,0.81758,0.67406416,0.8370321,0.73460156,0.86730075,0.6713827,0.83569133,0.76040864,0.8802043,0.7352992,0.8676496,0.7413837,0.87069184
83711,0.59026253,0.79513127,0.6204494,0.8102247,0.5460115,0.7730057,0.5049372,0.7524686,0.5402814,0.7701407,0.50778764,0.75389385,0.5047901,0.75239503,0.5917628,0.7958814,0.5463078,0.7731539,0.50652635,0.7532632
86666,0.6875207,0.8437604,0.73310864,0.8665543,0.6191619,0.8095809,0.66529715,0.8326486,0.7147205,0.85736024,0.7912916,0.8956458,0.77506816,0.8875341,0.83758867,0.91879433,0.8110231,0.90551156,0.83390486,0.91695243
87779,0.68677473,0.84338737,0.69994575,0.84997284,0.61856925,0.8092846,0.6713913,0.8356956,0.6569555,0.82847774,0.6024289,0.80121446,0.6143079,0.80715394,0.67498183,0.8374909,0.64905095,0.8245255,0.61214864,0.8060743
97622,0.7289286,0.8644643,0.700635,0.8503175,0.65800494,0.8290025,0.6208533,0.81042665,0.7411413,0.87057066,0.8482083,0.92410415,0.7760731,0.88803655,0.83043325,0.9152166,0.798282,0.899141,0.8438312,0.9219156
98134,0.7293543,0.8646772,0.67030185,0.83515096,0.6232419,0.81162095,0.58282137,0.7914107,0.7224753,0.86123765,0.76577663,0.8828883,0.7248641,0.86243206,0.73918724,0.8695936,0.70577353,0.8528868,0.7554342,0.87771714
98135,0.75077105,0.8753855,0.7263812,0.8631906,0.6593242,0.8296621,0.6745655,0.8372828,0.7886472,0.8943236,0.8812512,0.9406256,0.788082,0.894041,0.8605305,0.93026525,0.8085644,0.9042822,0.8739636,0.9369818
98136,0.66728914,0.83364457,0.63502103,0.8175105,0.5775487,0.7887744,0.6288023,0.81440115,0.6528671,0.82643354,0.7283559,0.86417794,0.6489048,0.8244524,0.7404721,0.87023604,0.69358814,0.84679407,0.7235968,0.8617984
98137,0.66198355,0.83099174,0.6788128,0.8394064,0.5672399,0.78361994,0.64447665,0.8222383,0.717303,0.8586515,0.74862605,0.874313,0.73504674,0.8675234,0.7566714,0.8783357,0.7486185,0.87430924,0.7497653,0.87488264
98138,0.63075966,0.81537986,0.58700925,0.7935046,0.54696083,0.7734804,0.58119524,0.7905976,0.6503292,0.82516456,0.7547617,0.87738085,0.6876459,0.84382296,0.7173854,0.8586927,0.7208618,0.8604309,0.74078494,0.87039244
98171,0.6897032,0.8448516,0.6582414,0.8291207,0.594352,0.797176,0.6093552,0.8046776,0.7151421,0.857571,0.75544894,0.87772447,0.7254634,0.8627317,0.7540109,0.87700546,0.7419202,0.8709601,0.77087164,0.8854358
98172,0.5868346,0.79341733,0.6163835,0.8081918,0.5104197,0.75520986,0.55335987,0.77667993,0.69122255,0.8456113,0.7392138,0.8696069,0.73930967,0.86965483,0.7324265,0.86621326,0.6948593,0.84742963,0.73194164,0.86597085
98173,0.71522665,0.8576133,0.6797484,0.8398742,0.59494203,0.79747105,0.6057385,0.80286926,0.75351906,0.8767595,0.83302414,0.9165121,0.78232086,0.8911604,0.7677829,0.88389146,0.79393196,0.896966,0.8296862,0.9148431
98245,0.66130984,0.8306549,0.65496373,0.82748187,0.58723485,0.7936174,0.6201905,0.81009525,0.66520536,0.8326027,0.7445284,0.8722642,0.7131447,0.8565724,0.7523635,0.8761817,0.7320968,0.8660484,0.72895026,0.86447513
98250,0.7027047,0.85135233,0.7230673,0.86153364,0.6565306,0.8282653,0.6690968,0.8345484,0.663647,0.83182347,0.69170564,0.84585285,0.6375288,0.8187644,0.75561094,0.8778055,0.67562413,0.83781207,0.65511584,0.8275579
98251,0.6458769,0.82293844,0.5639602,0.7819801,0.5227055,0.7613528,0.56532943,0.7826647,0.611864,0.805932,0.6421166,0.8210583,0.6238094,0.81190467,0.6252494,0.8126247,0.6510026,0.8255013,0.6171273,0.80856365
98252,0.53581774,0.7679089,0.482464,0.741232,0.43017894,0.71508944,0.6237086,0.8118543,0.509225,0.7546125,0.48620915,0.7431046,0.47497472,0.7374874,0.48671907,0.74335957,0.52280724,0.7614036,0.4748125,0.73740625
98253,0.74062,0.87031,0.6941004,0.8470502,0.61712503,0.8085625,0.6321841,0.816092,0.74548846,0.8727442,0.8007511,0.90037555,0.73950195,0.869751,0.768008,0.884004,0.7562624,0.8781312,0.7754742,0.8877371
98254,0.71451116,0.8572556,0.6591195,0.82955974,0.6199031,0.80995154,0.66025317,0.8301266,0.7137362,0.8568681,0.8114797,0.90573984,0.72879475,0.8643974,0.78720343,0.8936017,0.7761059,0.88805294,0.7867079,0.89335394
98255,0.7227528,0.8613764,0.69200724,0.84600365,0.6467198,0.8233599,0.68414336,0.84207165,0.78070086,0.89035046,0.8335862,0.9167931,0.75912225,0.8795611,0.8356508,0.9178254,0.76126385,0.8806319,0.81396997,0.906985
98256,0.6965177,0.84825885,0.6613528,0.83067644,0.6014018,0.8007009,0.6733742,0.8366871,0.70549774,0.8527489,0.7897937,0.89489686,0.6928505,0.84642524,0.7525718,0.8762859,0.7320105,0.86600524,0.75239766,0.8761988
98257,0.6796801,0.83984005,0.69188905,0.8459445,0.60896236,0.80448115,0.7033431,0.8516716,0.64668834,0.8233442,0.72872436,0.8643622,0.6722357,0.83611786,0.7590233,0.87951165,0.77062094,0.8853105,0.7322912,0.8661456
98258,0.717232,0.858616,0.6499013,0.82495064,0.59652686,0.79826343,0.60749936,0.8037497,0.63755536,0.8187777,0.7298995,0.86494976,0.6738716,0.83693576,0.65849555,0.8292478,0.68247235,0.8412362,0.73155993,0.86578
98259,0.7018484,0.8509242,0.6342211,0.81711054,0.5864177,0.79320884,0.6415578,0.8207789,0.6888463,0.8444232,0.791451,0.8957255,0.7319417,0.86597085,0.7258904,0.8629452,0.7791203,0.88956016,0.797541,0.8987705
98260,0.6956427,0.84782135,0.6937673,0.84688365,0.6443986,0.82219934,0.72675997,0.86337996,0.70490175,0.85245085,0.7474454,0.8737227,0.68255943,0.84127975,0.79468185,0.8973409,0.73393536,0.8669677,0.73688245,0.8684412
98261,0.70566165,0.8528308,0.6646484,0.8323242,0.63482916,0.8174146,0.674593,0.8372965,0.69886184,0.8494309,0.7805052,0.8902526,0.7404746,0.8702373,0.7653893,0.88269466,0.77482253,0.88741124,0.79487634,0.89743817
98262,0.7138879,0.85694396,0.6017636,0.8008818,0.60934174,0.8046709,0.6352414,0.8176207,0.6698787,0.83493936,0.8080964,0.9040482,0.6849119,0.842456,0.74037135,0.8701857,0.7544586,0.87722933,0.792705,0.8963525
98263,0.7019796,0.8509898,0.65931183,0.8296559,0.6242178,0.8121089,0.63747144,0.8187357,0.7445138,0.8722569,0.8246478,0.9123239,0.7246744,0.86233723,0.7690547,0.8845273,0.7338336,0.8669168,0.8060102,0.9030051
98264,0.67467207,0.83733606,0.6542561,0.82712805,0.547163,0.7735815,0.692537,0.84626853,0.64013267,0.82006633,0.6657431,0.83287156,0.62171173,0.81085587,0.7120966,0.8560483,0.6687351,0.8343675,0.67797613,0.83898807
98265,0.76805615,0.8840281,0.7004286,0.8502143,0.6487835,0.8243917,0.6526506,0.8263253,0.7969344,0.8984672,0.89345837,0.9467292,0.7707329,0.88536644,0.8241117,0.91205585,0.75204086,0.87602043,0.8345237,0.91726184
98266,0.77375984,0.8868799,0.67180336,0.8359017,0.6409048,0.8204524,0.67570376,0.8378519,0.72508276,0.8625414,0.8456001,0.92280006,0.7150228,0.8575114,0.784215,0.8921075,0.7765936,0.88829684,0.8150994,0.90754974
98267,0.66297454,0.8314873,0.63226867,0.81613433,0.57613623,0.7880681,0.65697914,0.82848954,0.6498338,0.8249169,0.68637705,0.8431885,0.6257175,0.81285876,0.70410925,0.8520546,0.7421235,0.87106174,0.6929663,0.8464831
98268,0.6671248,0.8335624,0.67844796,0.839224,0.64241874,0.8212094,0.6232891,0.81164455,0.61758876,0.8087944,0.66249573,0.83124787,0.56394696,0.7819735,0.70735407,0.85367703,0.64639556,0.8231978,0.6697562,0.8348781
98269,0.7367172,0.8683586,0.64946955,0.8247348,0.5909344,0.7954672,0.588712,0.794356,0.72123843,0.8606192,0.8168434,0.9084217,0.70130396,0.850652,0.75195146,0.8759757,0.697948,0.848974,0.76231235,0.8811562
98270,0.7266457,0.86332285,0.66663384,0.8333169,0.6036338,0.80181694,0.6448648,0.8224324,0.68680257,0.8434013,0.78511846,0.89255923,0.7286098,0.8643049,0.75037044,0.87518525,0.7631833,0.8815917,0.76074356,0.8803718
98271,0.60962147,0.80481076,0.58353233,0.79176617,0.49706703,0.7485335,0.5376281,0.7688141,0.63281655,0.8164083,0.7768924,0.8884462,0.7380195,0.86900973,0.6951178,0.84755886,0.73768604,0.868843,0.7880764,0.8940382
98272,0.6664375,0.83321875,0.6763969,0.8381984,0.59154105,0.7957705,0.6351274,0.8175637,0.72249013,0.86124504,0.8166885,0.90834427,0.7624434,0.8812217,0.80735654,0.9036783,0.7756055,0.8878027,0.82969797,0.914849
98273,0.69592476,0.8479624,0.72151506,0.8607575,0.5973467,0.7986734,0.6664009,0.83320045,0.67568725,0.83784366,0.7476114,0.8738057,0.7088915,0.85444576,0.7995881,0.89979404,0.7694942,0.8847471,0.7883193,0.8941597
98274,0.6800021,0.84000105,0.676004,0.83800197,0.5867883,0.79339415,0.6241884,0.8120942,0.6788243,0.83941215,0.7987436,0.8993718,0.7060499,0.85302496,0.7403433,0.87017167,0.7330572,0.86652863,0.7616247,0.88081235
98275,0.69567573,0.84783787,0.64810044,0.8240502,0.60734594,0.80367297,0.6469927,0.82349634,0.7154789,0.85773945,0.77275586,0.88637793,0.73249614,0.8662481,0.77040344,0.8852017,0.7400974,0.8700487,0.77586627,0.88793314
98276,0.6808883,0.84044415,0.63543266,0.81771636,0.5584357,0.77921784,0.6188954,0.8094477,0.7266321,0.86331606,0.7772851,0.88864255,0.75124514,0.8756226,0.7425023,0.8712511,0.742544,0.87127197,0.7730405,0.88652027
98277,0.6919663,0.84598315,0.6498095,0.82490474,0.5851357,0.79256785,0.65734386,0.82867193,0.6806915,0.84034574,0.7823602,0.8911801,0.73025393,0.86512697,0.7893506,0.8946753,0.7960198,0.8980099,0.79567546,0.89783776
98278,0.7372377,0.86861885,0.69499564,0.8474978,0.64227366,0.82113683,0.6751268,0.8375634,0.7242687,0.86213434,0.8179693,0.90898466,0.7133236,0.8566618,0.79127586,0.8956379,0.7587186,0.8793593,0.7848586,0.8924293
98279,0.71761006,0.85880506,0.66096854,0.8304843,0.58365107,0.79182553,0.66131616,0.8306581,0.6916302,0.84581506,0.78993356,0.8949668,0.70435685,0.85217845,0.7420304,0.8710152,0.72186345,0.86093175,0.76998353,0.88499177
98280,0.7360764,0.8680382,0.7209729,0.86048645,0.65249646,0.8262482,0.7345567,0.86727834,0.72542083,0.8627104,0.7859128,0.8929564,0.74841607,0.87420803,0.80491763,0.9024588,0.7932722,0.8966361,0.813586,0.906793
98281,0.7450069,0.87250346,0.6930125,0.84650624,0.6058635,0.8029318,0.63422626,0.81711316,0.7638276,0.8819138,0.8320588,0.9160294,0.7814973,0.8907486,0.7867954,0.8933977,0.7985353,0.8992677,0.82406086,0.91203046
98282,0.6198232,0.8099116,0.6439026,0.82195127,0.5659189,0.78295946,0.6427844,0.8213922,0.65222883,0.8261144,0.74263525,0.8713176,0.71048814,0.85524404,0.7541423,0.87707114,0.7425263,0.87126315,0.76403093,0.88201547
98283,0.69636095,0.8481805,0.6548463,0.82742316,0.5757495,0.78787476,0.6499203,0.8249601,0.69095063,0.8454753,0.7653292,0.88266456,0.7221241,0.86106205,0.7305465,0.86527324,0.7377566,0.8688783,0.7839556,0.8919778
98284,0.5620226,0.78101134,0.57692015,0.7884601,0.4849205,0.74246025,0.52354586,0.76177293,0.6057763,0.80288815,0.6593061,0.829653,0.6824331,0.84121656,0.66567075,0.8328354,0.6751172,0.8375586,0.6850062,0.8425031
98285,0.6032156,0.8016078,0.56794107,0.78397053,0.48429406,0.742147,0.5837716,0.7918858,0.60248846,0.80124426,0.6822208,0.8411104,0.63733655,0.81866825,0.6623316,0.8311658,0.7198524,0.8599262,0.6948582,0.8474291
98286,0.6522067,0.8261033,0.6446279,0.82231396,0.57002777,0.7850139,0.5870889,0.7935444,0.68225735,0.8411287,0.7330841,0.86654204,0.7062311,0.85311556,0.7686485,0.88432425,0.74386275,0.8719314,0.759289,0.8796445
98287,0.72573686,0.8628684,0.70107746,0.85053873,0.6131336,0.80656683,0.65075535,0.8253777,0.70196176,0.8509809,0.8042655,0.90213275,0.72870564,0.8643528,0.80836725,0.9041836,0.74862224,0.8743111,0.7864075,0.89320374
98288,0.7357943,0.86789715,0.6673447,0.83367234,0.6004312,0.8002156,0.5909282,0.7954641,0.6995864,0.8497932,0.7084263,0.8542131,0.6213429,0.81067145,0.7155756,0.8577878,0.66065866,0.8303293,0.6843685,0.84218425
98289,0.7452247,0.87261236,0.6880859,0.84404296,0.6426474,0.8213237,0.67871916,0.8393596,0.72412443,0.8620622,0.80623126,0.90311563,0.7023038,0.85115194,0.7964059,0.89820296,0.76107883,0.8805394,0.80652046,0.90326023
98290,0.58421564,0.7921078,0.5757165,0.78785825,0.56281924,0.7814096,0.47843456,0.7392173,0.640108,0.820054,0.7138723,0.85693616,0.7003011,0.8501506,0.62057287,0.8102864,0.69827914,0.8491396,0.73783165,0.8689158
98291,0.7306814,0.8653407,0.7209353,0.8604677,0.65216935,0.8260847,0.6187687,0.80938435,0.73850346,0.8692517,0.85029054,0.92514527,0.77249503,0.8862475,0.7962719,0.89813596,0.7902773,0.8951386,0.83614767,0.91807383
98292,0.58298385,0.7914919,0.62796676,0.8139834,0.53950095,0.7697505,0.5957602,0.7978801,0.64155173,0.82077587,0.67611194,0.83805597,0.6770719,0.83853596,0.71118134,0.8555907,0.67425525,0.8371276,0.6794257,0.83971286
98293,0.62716454,0.8135823,0.6105785,0.80528927,0.5310196,0.76550984,0.5881475,0.79407376,0.6322231,0.81611156,0.7735243,0.88676214,0.70021546,0.8501077,0.7259092,0.8629546,0.74286854,0.8714343,0.77495706,0.88747853
98294,0.69243693,0.84621847,0.63756,0.81878,0.5902051,0.79510254,0.7005989,0.8502995,0.6811762,0.8405881,0.6859064,0.8429532,0.6415241,0.82076204,0.71534973,0.85767484,0.69184995,0.845925,0.65676624,0.8283831
98295,0.6196912,0.80984557,0.6296263,0.81481314,0.5720111,0.78600556,0.6115638,0.8057819,0.6492622,0.8246311,0.7533854,0.8766927,0.70419323,0.8520966,0.75744337,0.8787217,0.74479985,0.8723999,0.7697987,0.8848994
98296,0.6463215,0.82316077,0.6566994,0.8283497,0.57677317,0.7883866,0.63616765,0.8180838,0.6359691,0.8179846,0.697484,0.848742,0.65275156,0.8263758,0.768241,0.88412046,0.68099844,0.8404992,0.68716866,0.8435843
98297,0.71029806,0.85514903,0.68178034,0.84089017,0.6285801,0.81429005,0.6827141,0.84135705,0.66890764,0.8344538,0.72389513,0.86194754,0.6752696,0.8376348,0.77158034,0.88579017,0.7567291,0.87836456,0.76363426,0.8818171
98298,0.6819211,0.84096056,0.6385355,0.81926775,0.5664233,0.78321165,0.66345954,0.83172977,0.6701763,0.83508813,0.7571525,0.8785763,0.71249604,0.856248,0.7410086,0.87050426,0.74426615,0.8721331,0.77053803,0.88526905
98299,0.6470676,0.8235338,0.6470796,0.8235398,0.55416465,0.7770823,0.593336,0.796668,0.708107,0.8540535,0.7779722,0.8889861,0.7240794,0.8620397,0.76422095,0.8821105,0.68212634,0.84106314,0.76031846,0.88015926
98300,0.6652251,0.8326125,0.6746969,0.83734846,0.5876101,0.79380506,0.602689,0.8013445,0.73909706,0.86954856,0.8263508,0.9131754,0.80991614,0.90495807,0.8009712,0.90048563,0.7805544,0.8902772,0.8446127,0.92230636
98301,0.60867566,0.80433786,0.5590635,0.7795317,0.5180323,0.75901616,0.5438359,0.77191794,0.6492915,0.82464576,0.73453,0.867265,0.6994626,0.8497313,0.7054776,0.8527388,0.70650864,0.8532543,0.74701047,0.87350523
98302,0.72918546,0.86459273,0.67047775,0.8352389,0.61154807,0.80577403,0.6593703,0.82968515,0.7712307,0.88561535,0.844425,0.9222125,0.7681866,0.8840933,0.8146059,0.907303,0.73986113,0.86993057,0.84084415,0.9204221
98303,0.6751456,0.8375728,0.62676823,0.8133841,0.5493732,0.7746866,0.58656204,0.793281,0.7177626,0.8588813,0.8235725,0.91178626,0.75753677,0.8787684,0.75251937,0.8762597,0.74976134,0.8748807,0.8207878,0.9103939
98304,0.7848066,0.8924033,0.75724304,0.8786215,0.6807622,0.8403811,0.6665053,0.83325267,0.76092243,0.8804612,0.8367566,0.9183783,0.7616216,0.8808108,0.83802867,0.91901433,0.8042994,0.9021497,0.8332262,0.9166131
