,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_doordash_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_doordash_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_apple_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_apple_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_samsara_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_samsara_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_yelp_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_yelp_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_match_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_match_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_i2c_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_i2c_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_adobe_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_adobe_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_amazon_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_amazon_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_rowan_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_rowan_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_google_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_google_ux_Score
98135,0.67269915,0.8363496,0.6448084,0.8224042,0.59546155,0.7977308,0.6203089,0.81015444,0.69064593,0.84532297,0.80112696,0.9005635,0.75714743,0.8785737,0.7753081,0.88765407,0.75518215,0.8775911,0.81187785,0.9059389
98136,0.70255876,0.8512794,0.64606345,0.8230317,0.5888124,0.7944062,0.62365746,0.81182873,0.69428635,0.8471432,0.81895536,0.9094777,0.7198746,0.8599373,0.774181,0.8870905,0.77145934,0.8857297,0.80901647,0.90450823
98137,0.63710415,0.8185521,0.6512567,0.82562834,0.5873161,0.793658,0.62620115,0.8131006,0.67592007,0.83796,0.76170325,0.8808516,0.7364576,0.8682288,0.7938882,0.8969441,0.78339076,0.8916954,0.8047377,0.90236884
98138,0.5691831,0.78459156,0.55483425,0.7774171,0.4912247,0.7456124,0.5543043,0.7771522,0.5812056,0.7906028,0.71520257,0.8576013,0.6659398,0.8329699,0.6898742,0.8449371,0.71921974,0.85960984,0.76004684,0.8800234
98171,0.7074339,0.85371697,0.6696476,0.8348238,0.6212924,0.8106462,0.6104888,0.8052444,0.7274972,0.8637486,0.78087693,0.89043844,0.7372328,0.8686164,0.7489054,0.8744527,0.7583757,0.8791878,0.7947664,0.8973832
98172,0.5594649,0.77973247,0.6078495,0.80392474,0.51821065,0.7591053,0.5368655,0.76843274,0.6489941,0.82449704,0.688803,0.8444015,0.7072679,0.85363394,0.70447224,0.85223615,0.6750679,0.83753395,0.70663345,0.8533167
98173,0.66035056,0.8301753,0.65374565,0.8268728,0.58822393,0.79411197,0.6228156,0.8114078,0.7066117,0.8533058,0.79842085,0.89921045,0.76300085,0.8815004,0.7742429,0.88712144,0.792489,0.8962445,0.810437,0.9052185
98245,0.614383,0.8071915,0.6120421,0.8060211,0.56974447,0.78487223,0.5940311,0.79701555,0.624864,0.812432,0.7234403,0.86172014,0.7002968,0.85014844,0.7390255,0.86951274,0.75550807,0.87775403,0.7441666,0.8720833
98250,0.7269374,0.8634687,0.7748249,0.8874124,0.7018286,0.8509143,0.69821614,0.8491081,0.6850585,0.84252924,0.6645484,0.8322742,0.6569685,0.82848424,0.74159205,0.870796,0.6836568,0.8418284,0.6671257,0.83356285
98251,0.6871246,0.8435623,0.62585104,0.8129255,0.5751811,0.78759056,0.5837032,0.79185164,0.65723264,0.8286163,0.70358896,0.8517945,0.66762936,0.8338147,0.6512835,0.82564175,0.706017,0.8530085,0.68801165,0.8440058
98252,0.5449872,0.7724936,0.5220772,0.7610386,0.436058,0.718029,0.66651404,0.833257,0.52817357,0.7640868,0.5329083,0.76645416,0.541525,0.7707625,0.51514757,0.7575738,0.5661074,0.7830537,0.53056437,0.76528215
98253,0.7470894,0.8735447,0.68609285,0.8430464,0.6387864,0.81939316,0.6398508,0.8199254,0.7064353,0.85321766,0.77134657,0.8856733,0.6895454,0.8447727,0.7324892,0.8662446,0.7433281,0.87166405,0.7577169,0.87885845
98254,0.6707412,0.8353706,0.65051305,0.8252565,0.58563554,0.7928178,0.6239944,0.8119972,0.7085031,0.85425156,0.804445,0.9022225,0.7420876,0.8710438,0.7540226,0.8770113,0.7692911,0.8846456,0.7951166,0.89755833
98255,0.76033294,0.8801665,0.743591,0.87179554,0.6991868,0.8495934,0.7035341,0.85176706,0.740275,0.8701375,0.8294276,0.9147138,0.7350781,0.86753905,0.83799946,0.91899973,0.80682254,0.90341127,0.814347,0.9071735
98256,0.71891636,0.8594582,0.69085073,0.84542537,0.63548154,0.8177408,0.67751926,0.83875966,0.718884,0.859442,0.81544995,0.907725,0.7316212,0.86581063,0.774728,0.88736403,0.78844136,0.8942207,0.82516205,0.912581
98257,0.74576163,0.8728808,0.6907177,0.84535885,0.63387996,0.81693995,0.6927417,0.8463708,0.68349373,0.84174687,0.7921411,0.89607054,0.6896988,0.8448494,0.7981615,0.89908075,0.7590662,0.8795331,0.76824176,0.8841209
98258,0.709569,0.8547845,0.7197741,0.85988706,0.6288495,0.81442475,0.64427704,0.82213855,0.6613989,0.83069944,0.6859201,0.84296006,0.68652934,0.8432647,0.6868461,0.843423,0.6969502,0.8484751,0.70915115,0.8545756
98259,0.6610429,0.83052146,0.6264427,0.81322134,0.55153143,0.7757657,0.611297,0.8056485,0.63880384,0.8194019,0.7379544,0.8689772,0.7238044,0.86190224,0.69546103,0.8477305,0.7414892,0.8707446,0.77135754,0.88567877
98260,0.7084347,0.85421735,0.70433974,0.8521699,0.6428816,0.8214408,0.7318375,0.86591876,0.70550346,0.85275173,0.7811063,0.8905531,0.73095477,0.8654774,0.79572296,0.8978615,0.7655045,0.88275224,0.78641784,0.8932089
98261,0.7281358,0.8640679,0.7083799,0.85419,0.6448617,0.82243085,0.72538936,0.8626947,0.73466676,0.8673334,0.77151537,0.8857577,0.7759612,0.8879806,0.7611145,0.88055724,0.77087843,0.8854392,0.7704165,0.88520825
98262,0.3912724,0.6956362,0.39825666,0.6991283,0.40991557,0.7049578,0.36511555,0.68255776,0.4022731,0.7011365,0.4787112,0.73935556,0.4488808,0.7244404,0.42207986,0.7110399,0.49109408,0.74554706,0.44700995,0.72350496
98263,0.7115725,0.85578626,0.7053292,0.8526646,0.6676979,0.83384895,0.6913697,0.8456849,0.6875387,0.8437693,0.7462803,0.87314016,0.67369056,0.8368453,0.7703637,0.88518184,0.7367339,0.86836696,0.76161754,0.8808088
98264,0.7213133,0.8606566,0.67028165,0.8351408,0.60666573,0.80333287,0.72086024,0.8604301,0.6533156,0.8266578,0.7273435,0.8636718,0.6513554,0.8256777,0.7686044,0.8843022,0.7270257,0.8635129,0.73773074,0.8688654
98265,0.77144694,0.8857235,0.74063134,0.8703157,0.68992865,0.8449643,0.6743671,0.83718354,0.75199145,0.87599576,0.8472394,0.9236197,0.7513108,0.8756554,0.8064201,0.90321004,0.7932994,0.8966497,0.818455,0.9092275
98266,0.7674318,0.88371587,0.690923,0.8454615,0.63498604,0.817493,0.70386016,0.8519301,0.7022271,0.85111356,0.7824569,0.89122844,0.70201755,0.8510088,0.75944036,0.8797202,0.7697269,0.88486344,0.7767013,0.8883506
98267,0.7339824,0.86699116,0.71320224,0.8566011,0.6610762,0.8305381,0.7263639,0.86318195,0.72058874,0.86029434,0.71546924,0.8577346,0.69546497,0.8477325,0.77152014,0.88576007,0.79669523,0.8983476,0.75169694,0.8758485
98268,0.71350896,0.8567545,0.70135975,0.8506799,0.65188384,0.8259419,0.6526778,0.8263389,0.6869369,0.8434684,0.75565577,0.8778279,0.6470889,0.82354444,0.7621019,0.88105094,0.7038865,0.85194325,0.74448377,0.87224185
98269,0.1894295,0.59471476,0.17964303,0.5898215,0.21182223,0.60591114,0.18835011,0.59417504,0.20113009,0.6005651,0.24670422,0.6233521,0.18512537,0.5925627,0.16859894,0.58429945,0.17280559,0.5864028,0.26842725,0.6342136
98270,0.71253246,0.85626626,0.6747457,0.83737284,0.6048345,0.8024173,0.6272657,0.81363285,0.6915502,0.8457751,0.75381327,0.87690663,0.7219543,0.8609772,0.74916387,0.87458193,0.7776307,0.88881534,0.7570781,0.8785391
98271,0.63117015,0.8155851,0.6194835,0.80974174,0.53474176,0.7673709,0.5916482,0.7958241,0.64675546,0.8233777,0.76621765,0.88310885,0.73735476,0.8686774,0.7345983,0.86729914,0.7762321,0.88811606,0.79170465,0.8958523
98272,0.7183924,0.8591962,0.7048813,0.85244066,0.616423,0.8082115,0.61615276,0.8080764,0.72874224,0.8643711,0.8427637,0.92138183,0.76135325,0.8806766,0.8133661,0.9066831,0.79871005,0.89935505,0.850402,0.925201
98273,0.7572755,0.8786378,0.7506153,0.8753077,0.63870513,0.81935257,0.6641996,0.8320998,0.7139511,0.85697556,0.81035995,0.90518,0.76560426,0.8828021,0.83156675,0.9157834,0.78737485,0.8936874,0.8522049,0.92610246
98274,0.6523516,0.8261758,0.65620625,0.8281031,0.57041067,0.78520536,0.6217209,0.81086046,0.66882145,0.8344107,0.78651685,0.89325845,0.7290993,0.86454964,0.76344675,0.8817234,0.76203525,0.8810176,0.79641294,0.8982065
98275,0.66822237,0.8341112,0.67572,0.83786,0.60938203,0.804691,0.64632004,0.82316005,0.6745852,0.8372926,0.7355403,0.86777014,0.7209691,0.86048454,0.76553434,0.8827672,0.7651713,0.88258564,0.77471304,0.8873565
98276,0.6768514,0.8384257,0.673486,0.836743,0.5871596,0.7935798,0.65362763,0.8268138,0.6948989,0.8474494,0.74457294,0.87228644,0.7353459,0.8676729,0.75181365,0.8759068,0.75799274,0.8789964,0.7642333,0.8821167
98277,0.6917939,0.84589696,0.66954774,0.8347739,0.60178614,0.80089307,0.6192883,0.80964416,0.70267713,0.85133857,0.8168377,0.9084189,0.7546808,0.87734044,0.7793046,0.8896523,0.7985639,0.899282,0.8251347,0.9125674
98278,0.6920631,0.84603155,0.685225,0.8426125,0.6094307,0.80471534,0.6696538,0.8348269,0.6923133,0.84615666,0.78174925,0.8908746,0.7222719,0.86113596,0.7677669,0.8838835,0.7811439,0.89057195,0.79739714,0.89869857
98279,0.7708519,0.8854259,0.7052791,0.85263956,0.6495799,0.82478994,0.651152,0.825576,0.7670311,0.88351554,0.88376796,0.941884,0.76091397,0.880457,0.820461,0.9102305,0.7753241,0.88766205,0.8370831,0.91854155
98280,0.68087214,0.8404361,0.6637995,0.83189976,0.58954823,0.7947741,0.64564335,0.8228217,0.67873776,0.8393689,0.78409415,0.89204705,0.72073436,0.8603672,0.7418361,0.87091804,0.75668585,0.8783429,0.7891842,0.8945921
98281,0.69276273,0.84638137,0.6581465,0.82907325,0.5795498,0.7897749,0.60960925,0.8048046,0.70608795,0.853044,0.81119996,0.90559995,0.7829926,0.8914963,0.76281834,0.88140917,0.76359725,0.8817986,0.8252182,0.9126091
98282,0.702856,0.85142803,0.6874094,0.8437047,0.6332351,0.81661755,0.68777627,0.84388816,0.6649196,0.8324598,0.7913712,0.8956856,0.71817625,0.8590881,0.78677344,0.8933867,0.7725081,0.8862541,0.80066323,0.9003316
98283,0.78369594,0.89184797,0.7406913,0.87034565,0.6788608,0.8394304,0.70092046,0.85046023,0.75694364,0.87847185,0.81410575,0.9070529,0.7742969,0.88714844,0.8202726,0.91013634,0.7816376,0.89081883,0.8218351,0.9109175
98284,0.5890943,0.79454714,0.57453084,0.7872654,0.50953305,0.7547665,0.5369545,0.76847726,0.6400579,0.82002896,0.7733073,0.88665366,0.73508584,0.8675429,0.7269982,0.8634991,0.77380824,0.8869041,0.8046563,0.90232813
98285,0.62543106,0.81271553,0.6134101,0.80670506,0.52869785,0.7643489,0.58443356,0.7922168,0.65855885,0.8292794,0.73498595,0.867493,0.7219013,0.86095065,0.7261579,0.86307895,0.7600443,0.88002217,0.7606923,0.8803462
98286,0.7035789,0.8517895,0.69418967,0.84709483,0.64166474,0.8208324,0.61035764,0.8051788,0.73557484,0.8677874,0.814221,0.9071105,0.76110077,0.8805504,0.82156193,0.91078097,0.80355173,0.90177584,0.83240974,0.91620487
98287,0.7100993,0.8550496,0.72567654,0.86283827,0.6214573,0.81072867,0.6617615,0.83088076,0.72909653,0.86454827,0.79898816,0.89949405,0.7675068,0.8837534,0.82546604,0.912733,0.7752937,0.88764685,0.8071264,0.9035632
98288,0.6988578,0.8494289,0.66344935,0.83172464,0.61087465,0.8054373,0.6039129,0.8019564,0.6551853,0.8275926,0.69520247,0.84760123,0.6225259,0.81126297,0.73949724,0.8697486,0.71824837,0.8591242,0.70370877,0.8518544
98289,0.72204864,0.8610243,0.6710482,0.8355241,0.62818193,0.81409097,0.65460354,0.82730174,0.7200022,0.8600011,0.8205894,0.9102947,0.7447144,0.8723572,0.7645881,0.88229406,0.79507494,0.89753747,0.82142067,0.91071033
98290,0.58479273,0.79239637,0.60611224,0.8030561,0.570076,0.785038,0.51036376,0.7551819,0.6411005,0.82055026,0.70647776,0.8532389,0.7390324,0.8695162,0.65367186,0.82683593,0.7084768,0.8542384,0.74086165,0.8704308
98291,0.7194611,0.85973054,0.69999665,0.84999835,0.66452694,0.83226347,0.6082344,0.8041172,0.7175279,0.85876393,0.8356428,0.9178214,0.7729976,0.8864988,0.78301454,0.89150727,0.80356497,0.9017825,0.8408548,0.92042744
98292,0.63588583,0.8179429,0.62020624,0.8101031,0.5634861,0.78174305,0.6157055,0.80785275,0.646597,0.8232985,0.7156396,0.8578198,0.6824585,0.84122926,0.7289127,0.86445636,0.73149955,0.8657498,0.72815615,0.86407804
98293,0.66995525,0.8349776,0.68396544,0.8419827,0.61054415,0.8052721,0.63491905,0.8174595,0.68247867,0.84123933,0.7673464,0.8836732,0.7290349,0.86451745,0.7769649,0.88848245,0.7744961,0.88724804,0.8175221,0.908761
98294,0.6805059,0.84025294,0.60555404,0.80277705,0.5892997,0.79464984,0.62745285,0.8137264,0.6676737,0.83383685,0.7429279,0.87146395,0.6489639,0.82448196,0.7235117,0.86175585,0.7419549,0.87097746,0.71382517,0.8569126
98295,0.6691989,0.83459944,0.65252614,0.82626307,0.5715109,0.78575546,0.6056788,0.8028394,0.69327337,0.84663665,0.7856647,0.89283234,0.7605611,0.88028055,0.75410867,0.87705433,0.7799393,0.88996965,0.8134157,0.9067079
98296,0.66806346,0.8340317,0.67748654,0.83874327,0.6063718,0.80318594,0.63911617,0.8195581,0.6429336,0.8214668,0.7105373,0.85526866,0.6891321,0.84456605,0.76901793,0.88450897,0.7676194,0.8838097,0.7466345,0.87331724
98297,0.6958663,0.8479332,0.6928737,0.84643686,0.63384646,0.81692326,0.638945,0.8194725,0.66684747,0.83342373,0.7660209,0.88301045,0.7025577,0.85127884,0.7702223,0.88511115,0.7711251,0.88556254,0.8013356,0.9006678
98298,0.7099851,0.8549925,0.70900124,0.85450065,0.62486625,0.8124331,0.6756315,0.83781576,0.69072855,0.8453643,0.7653382,0.8826691,0.7128576,0.8564288,0.79548585,0.8977429,0.7523597,0.8761798,0.76472914,0.8823646
98299,0.662357,0.8311785,0.6432711,0.82163554,0.56526285,0.7826314,0.59449387,0.79724693,0.6767036,0.8383518,0.78781724,0.8939086,0.7152261,0.8576131,0.7583169,0.87915844,0.7425945,0.87129724,0.80558723,0.90279365
98300,0.67003214,0.8350161,0.679912,0.839956,0.6093046,0.80465233,0.63160455,0.8158023,0.68999195,0.844996,0.73734856,0.8686743,0.73319936,0.8665997,0.77399296,0.8869965,0.7354845,0.86774224,0.7674153,0.88370764
98301,0.54708713,0.7735436,0.53364295,0.7668215,0.458287,0.7291435,0.47422022,0.73711014,0.59534913,0.79767454,0.7000623,0.85003114,0.682039,0.8410195,0.6539737,0.82698685,0.69956183,0.8497809,0.74314594,0.871573
98302,0.75918454,0.8795923,0.71019197,0.855096,0.6467668,0.8233834,0.67213136,0.83606565,0.73658925,0.8682946,0.8465953,0.92329764,0.7518898,0.8759449,0.8231406,0.9115703,0.78059685,0.8902984,0.8255209,0.91276044
98303,0.6312102,0.8156051,0.6025085,0.8012543,0.51431024,0.7571551,0.5446701,0.77233505,0.66333085,0.8316654,0.7848402,0.8924201,0.7262868,0.86314344,0.7164191,0.85820955,0.7407276,0.87036383,0.79372776,0.8968639
98304,0.77980685,0.8899034,0.7355267,0.86776334,0.6748589,0.83742946,0.6773312,0.8386656,0.7508775,0.87543875,0.8468332,0.9234166,0.75525343,0.8776267,0.81763154,0.90881574,0.7808449,0.89042246,0.8226782,0.9113391
98305,0.7737115,0.8868557,0.7042365,0.85211825,0.65074384,0.8253719,0.6511042,0.8255521,0.7398317,0.86991584,0.81118715,0.9055936,0.7467016,0.8733508,0.7919879,0.89599395,0.7723839,0.88619196,0.7958568,0.89792836
98306,0.65835845,0.8291792,0.6177132,0.8088566,0.57944405,0.789722,0.6031509,0.8015754,0.6707391,0.8353696,0.7953424,0.8976712,0.7156466,0.8578233,0.7665909,0.8832954,0.75103885,0.8755194,0.8006377,0.90031886
98307,0.7190909,0.85954547,0.6986442,0.8493221,0.62832737,0.8141637,0.6538619,0.82693094,0.7442956,0.8721478,0.86232376,0.9311619,0.7837289,0.8918644,0.84124625,0.9206231,0.8021237,0.9010619,0.8715018,0.9357509
98308,0.64835966,0.8241798,0.66204345,0.8310217,0.57405984,0.7870299,0.62815106,0.8140755,0.6879313,0.84396565,0.7401605,0.87008023,0.7560811,0.87804055,0.7522561,0.8761281,0.75998604,0.879993,0.78569055,0.8928453
98309,0.68433,0.842165,0.6334479,0.81672394,0.56336665,0.7816833,0.5843466,0.79217327,0.68596804,0.842984,0.7858638,0.89293194,0.7335944,0.8667972,0.75814116,0.8790706,0.77013886,0.88506943,0.78651893,0.89325947
98310,0.7439036,0.8719518,0.7328757,0.86643785,0.7109246,0.8554623,0.6423286,0.8211643,0.7600029,0.8800014,0.78357565,0.8917878,0.7654379,0.8827189,0.77828526,0.88914263,0.7182685,0.85913426,0.7730292,0.8865146
98311,0.74104595,0.870523,0.6655413,0.83277065,0.61009645,0.8050482,0.60049057,0.8002453,0.74085414,0.8704271,0.8351724,0.9175862,0.7693695,0.88468474,0.7498008,0.8749004,0.75951576,0.8797579,0.8317025,0.91585124
98312,0.73066217,0.86533105,0.73379344,0.86689675,0.6187396,0.8093698,0.67245495,0.8362275,0.7633294,0.8816647,0.7949079,0.89745396,0.81160975,0.9058049,0.8104597,0.9052298,0.76233083,0.8811654,0.8200777,0.9100388
98313,0.73362267,0.86681134,0.6982461,0.84912306,0.6444186,0.8222093,0.6302484,0.8151242,0.7500793,0.87503964,0.88760877,0.9438044,0.76595914,0.8829796,0.84620965,0.9231048,0.7934501,0.89672506,0.87094516,0.9354726
98314,0.8054042,0.9027021,0.727173,0.8635865,0.7182574,0.8591287,0.70474434,0.85237217,0.77054095,0.8852705,0.8464088,0.9232044,0.72519094,0.86259544,0.8180745,0.90903723,0.7757105,0.8878553,0.80876577,0.9043829
98315,0.69845355,0.8492268,0.6831155,0.84155774,0.5989609,0.79948044,0.6511301,0.82556504,0.69379663,0.8468983,0.7848229,0.8924115,0.71763885,0.8588194,0.7729218,0.8864609,0.7766729,0.8883364,0.7983943,0.89919716
98316,0.7925445,0.89627224,0.7620671,0.88103354,0.7128632,0.8564316,0.6652731,0.83263654,0.80644715,0.9032236,0.88301504,0.9415075,0.79862666,0.89931333,0.84038967,0.92019486,0.79957175,0.8997859,0.83560884,0.9178044
98317,0.7106247,0.85531235,0.6841005,0.84205025,0.5881679,0.79408395,0.5922001,0.7961,0.762643,0.8813215,0.8377513,0.9188757,0.80396205,0.901981,0.7657887,0.88289434,0.7581862,0.8790931,0.8413175,0.9206587
98318,0.7400545,0.87002724,0.7026484,0.8513242,0.65934736,0.82967365,0.68189496,0.8409475,0.71900463,0.8595023,0.80686605,0.903433,0.7389383,0.86946917,0.7982583,0.89912915,0.7828318,0.8914159,0.8128449,0.90642244
98319,0.72450876,0.8622544,0.692171,0.8460855,0.6229173,0.81145865,0.6570926,0.8285463,0.685169,0.8425845,0.77261406,0.886307,0.7188667,0.85943335,0.7667588,0.8833794,0.73128784,0.8656439,0.7541754,0.8770877
98320,0.72593963,0.8629698,0.6651843,0.8325921,0.6412583,0.8206291,0.58636165,0.7931808,0.75908893,0.8795445,0.8986406,0.9493203,0.7579963,0.87899816,0.81325936,0.9066297,0.7879999,0.89399993,0.8478986,0.9239493
98321,0.69476956,0.8473848,0.64008844,0.8200442,0.6224085,0.81120425,0.61789215,0.8089461,0.6743679,0.83718395,0.8165486,0.9082743,0.7119775,0.85598874,0.74598765,0.8729938,0.76591104,0.88295555,0.7938372,0.8969186
98322,0.6774068,0.8387034,0.64000046,0.82000023,0.5486945,0.77434725,0.5723814,0.7861907,0.7077458,0.8538729,0.8230363,0.91151816,0.74858046,0.8742902,0.7536353,0.87681764,0.77656144,0.88828075,0.81933844,0.9096692
98323,0.7454136,0.8727068,0.69500816,0.8475041,0.62139094,0.81069547,0.6226572,0.8113286,0.7814719,0.890736,0.8464418,0.9232209,0.78145576,0.8907279,0.822603,0.9113015,0.7561828,0.8780914,0.8233987,0.91169935
98324,0.7387654,0.86938274,0.71962976,0.8598149,0.6558912,0.8279456,0.7115656,0.8557828,0.7076764,0.8538382,0.7743486,0.8871743,0.74150157,0.8707508,0.78385746,0.89192873,0.77456415,0.8872821,0.79740906,0.8987045
98325,0.7522962,0.8761481,0.698875,0.8494375,0.6588773,0.8294387,0.6491554,0.8245777,0.7609253,0.88046265,0.8615831,0.93079156,0.78488594,0.89244294,0.81578755,0.9078938,0.7966969,0.89834845,0.8401334,0.9200667
98326,0.6926892,0.8463446,0.66037476,0.8301874,0.56901693,0.78450847,0.62972426,0.81486213,0.68318677,0.8415934,0.7898236,0.89491177,0.75671804,0.878359,0.7630341,0.88151705,0.8022916,0.9011458,0.8114238,0.9057119
98327,0.66914606,0.83457303,0.67182136,0.8359107,0.5992998,0.7996499,0.62604594,0.813023,0.69446564,0.8472328,0.8116848,0.9058424,0.7585162,0.8792581,0.8022149,0.90110743,0.80948704,0.90474355,0.857716,0.92885804
98328,0.70143676,0.8507184,0.6660967,0.83304834,0.6082765,0.80413824,0.643046,0.821523,0.69314635,0.8465732,0.79279,0.89639497,0.7222936,0.8611468,0.79064584,0.8953229,0.7826606,0.8913303,0.80325323,0.9016266
98329,0.7161243,0.85806215,0.7079965,0.85399824,0.6158326,0.8079163,0.6418744,0.82093716,0.7189424,0.8594712,0.80361927,0.90180963,0.7656363,0.88281816,0.80814856,0.9040743,0.80363697,0.9018185,0.83904576,0.9195229
98330,0.6900227,0.84501135,0.7072286,0.85361433,0.6148068,0.8074034,0.65027404,0.825137,0.6873019,0.84365094,0.7523798,0.8761899,0.7135607,0.85678035,0.7916735,0.8958367,0.76063275,0.8803164,0.7769201,0.88846004
98331,0.69812286,0.8490614,0.6564907,0.82824534,0.6501764,0.8250882,0.6119025,0.80595124,0.6780001,0.83900005,0.81109846,0.9055492,0.6805755,0.84028774,0.74250066,0.87125033,0.7952167,0.89760834,0.78697884,0.8934894
98332,0.6372279,0.81861395,0.6154288,0.8077144,0.5796594,0.78982973,0.5933063,0.79665315,0.6546055,0.82730275,0.7648182,0.8824091,0.73388386,0.8669419,0.7554635,0.87773174,0.73857206,0.86928606,0.78214175,0.89107084
98333,0.67698056,0.83849025,0.65701723,0.8285086,0.5939575,0.7969787,0.6145514,0.8072757,0.67290837,0.83645415,0.78289187,0.89144593,0.7516216,0.8758108,0.74610853,0.87305427,0.7741165,0.88705826,0.825432,0.91271603
98334,0.6813304,0.8406652,0.6878112,0.84390557,0.67689466,0.83844733,0.62337685,0.8116884,0.6410413,0.82052064,0.6892989,0.84464943,0.59107274,0.7955364,0.6880894,0.8440447,0.6970686,0.8485343,0.6869996,0.8434998
98335,0.716627,0.8583135,0.6979046,0.8489523,0.6334654,0.8167327,0.688988,0.844494,0.7044436,0.8522218,0.7852993,0.89264965,0.74947727,0.87473863,0.79071486,0.89535743,0.7488159,0.87440795,0.77867866,0.8893393
98336,0.5163695,0.7581848,0.53060365,0.7653018,0.5276172,0.7638086,0.5442997,0.77214986,0.5244883,0.7622441,0.5892705,0.79463524,0.50554985,0.75277495,0.5981468,0.7990734,0.5947886,0.7973943,0.55045927,0.77522963
98337,0.63002574,0.8150129,0.591497,0.7957485,0.5528759,0.77643794,0.57475126,0.7873756,0.6021418,0.8010709,0.6883671,0.84418356,0.64844906,0.82422453,0.664498,0.832249,0.700736,0.850368,0.68082356,0.8404118
98338,0.68075913,0.8403796,0.70514226,0.8525711,0.61038226,0.80519116,0.65419817,0.8270991,0.6429373,0.82146865,0.61814886,0.8090744,0.628309,0.8141545,0.70137054,0.85068524,0.7105205,0.85526025,0.6567259,0.82836294
98339,0.53310156,0.7665508,0.5381615,0.76908076,0.47781515,0.7389076,0.50312567,0.75156283,0.540914,0.770457,0.6700379,0.835019,0.6343819,0.81719095,0.653056,0.826528,0.68556553,0.84278274,0.7249361,0.86246806
98340,0.6666951,0.83334756,0.6628319,0.83141595,0.59112287,0.79556143,0.5872541,0.793627,0.6780862,0.83904314,0.7872857,0.89364284,0.7491379,0.87456894,0.74274975,0.87137485,0.7668488,0.8834244,0.80337167,0.90168583
98341,0.6502609,0.82513046,0.68060696,0.8403035,0.5938393,0.79691964,0.62991077,0.81495535,0.6492157,0.82460785,0.732126,0.866063,0.7205918,0.8602959,0.75152403,0.875762,0.7694866,0.88474333,0.77801114,0.88900554
98342,0.7389895,0.86949474,0.68594825,0.8429741,0.60196614,0.8009831,0.5951029,0.79755145,0.71105736,0.8555287,0.8255551,0.91277754,0.7216762,0.86083806,0.7560654,0.8780327,0.7563807,0.87819034,0.8091352,0.9045676
98343,0.54016256,0.7700813,0.5341321,0.76706606,0.48729038,0.7436452,0.5206931,0.76034653,0.5592028,0.7796014,0.66277134,0.8313857,0.6098312,0.8049156,0.66189843,0.8309492,0.6905866,0.8452933,0.7001772,0.8500886
98344,0.73433614,0.86716807,0.69610274,0.84805137,0.6183317,0.80916584,0.66245365,0.8312268,0.6990546,0.8495273,0.75123084,0.8756154,0.7117062,0.8558531,0.74611974,0.87305987,0.7379144,0.86895716,0.7458966,0.8729483
98345,0.68399715,0.8419986,0.6726165,0.83630824,0.6522505,0.82612526,0.5784286,0.7892143,0.70846856,0.8542343,0.8223846,0.9111923,0.68898296,0.8444915,0.75740707,0.87870353,0.74921143,0.8746057,0.81087315,0.9054366
98346,0.62296784,0.8114839,0.6275959,0.81379795,0.5635642,0.7817821,0.58914196,0.794571,0.6636281,0.83181405,0.75014555,0.8750728,0.6948873,0.84744364,0.7406043,0.87030214,0.758863,0.8794315,0.7645954,0.8822977
98347,0.6366173,0.81830865,0.6247748,0.8123874,0.5494927,0.77474636,0.59038055,0.7951903,0.639083,0.8195415,0.7123306,0.8561653,0.70358527,0.85179263,0.6974592,0.8487296,0.75583756,0.8779188,0.75192845,0.8759642
98348,0.57967424,0.7898371,0.5826225,0.79131126,0.541551,0.7707755,0.58732593,0.79366297,0.584761,0.7923805,0.62576604,0.812883,0.6474005,0.82370025,0.668032,0.83401597,0.7071651,0.85358256,0.72477436,0.8623872
