,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
56654,0.7662353,0.8831177,0.7429661,0.8714831,0.65941715,0.8297086,0.6917555,0.84587777,0.771805,0.8859025,0.81963634,0.9098182,0.7989019,0.89945096,0.80868626,0.9043431,0.82115006,0.91057503,0.8385774,0.9192887
56656,0.57815516,0.7890776,0.5969881,0.79849404,0.5093252,0.75466263,0.542066,0.771033,0.6280297,0.81401485,0.6578686,0.8289343,0.67724156,0.8386208,0.64818954,0.8240948,0.6793297,0.8396648,0.69731694,0.84865844
56657,0.6116704,0.8058352,0.5383016,0.7691508,0.5051258,0.7525629,0.50864893,0.75432444,0.6322892,0.8161446,0.7737738,0.8868869,0.6903731,0.8451866,0.67200494,0.83600247,0.6844954,0.8422477,0.75048035,0.8752402
56661,0.72791004,0.863955,0.6874664,0.8437332,0.5909961,0.795498,0.6190236,0.8095118,0.70365596,0.851828,0.80354345,0.9017717,0.71718746,0.8585937,0.76680136,0.8834007,0.74839,0.874195,0.7882388,0.8941194
56662,0.67094606,0.83547306,0.66566455,0.8328323,0.57297206,0.786486,0.6691805,0.83459026,0.6590173,0.82950866,0.74955493,0.87477744,0.6855766,0.84278834,0.7800926,0.8900463,0.7995249,0.89976245,0.7900907,0.89504534
56725,0.7594354,0.8797177,0.6995331,0.84976655,0.6534102,0.8267051,0.6640872,0.8320436,0.7687661,0.8843831,0.83729076,0.9186454,0.77907676,0.8895384,0.83117217,0.9155861,0.74450904,0.8722545,0.82415223,0.9120761
56795,0.6824678,0.8412339,0.7079966,0.8539983,0.60801303,0.8040065,0.63246113,0.81623054,0.7313168,0.8656584,0.77794117,0.8889706,0.7900726,0.89503634,0.80240875,0.90120435,0.7830782,0.8915391,0.802901,0.9014505
56796,0.6744428,0.8372214,0.640133,0.8200665,0.5706556,0.7853278,0.57564294,0.7878215,0.739936,0.869968,0.8223513,0.9111756,0.7701881,0.88509405,0.79251754,0.8962588,0.7722059,0.8861029,0.8030578,0.9015289
56797,0.721977,0.8609885,0.6773666,0.8386833,0.5759461,0.78797305,0.6115378,0.8057689,0.7268036,0.8634018,0.80927336,0.9046367,0.7398788,0.8699394,0.78772366,0.89386183,0.7706971,0.88534856,0.80038905,0.9001945
56798,0.6507323,0.82536614,0.6494651,0.82473254,0.5753447,0.78767234,0.6077709,0.80388546,0.6854694,0.8427347,0.7397088,0.8698544,0.763712,0.88185596,0.7485601,0.87428004,0.7403849,0.8701924,0.7898673,0.89493364
56799,0.64083743,0.8204187,0.6085417,0.80427086,0.5161316,0.7580658,0.55358315,0.7767916,0.6629819,0.831491,0.7606069,0.88030344,0.73746043,0.8687302,0.7249526,0.8624763,0.7634522,0.8817261,0.7857704,0.8928852
56800,0.6256963,0.81284815,0.59823537,0.7991177,0.53882635,0.7694132,0.5969879,0.798494,0.590505,0.7952525,0.6256535,0.81282675,0.5764375,0.78821874,0.6508775,0.82543874,0.6255698,0.8127849,0.61638653,0.80819327
56801,0.7179327,0.85896635,0.6853404,0.8426702,0.63329804,0.816649,0.61062837,0.8053142,0.7209672,0.8604836,0.8488867,0.92444336,0.73613405,0.868067,0.8036459,0.9018229,0.7649127,0.88245636,0.81926334,0.90963167
56802,0.6926013,0.84630066,0.62162226,0.81081116,0.5817578,0.7908789,0.61772466,0.8088623,0.63751334,0.8187567,0.72945106,0.86472553,0.66895795,0.834479,0.7243655,0.86218274,0.73462075,0.8673104,0.73093003,0.86546504
56803,0.7746231,0.8873116,0.74849087,0.8742454,0.6648339,0.83241695,0.66341454,0.83170724,0.76841986,0.88420993,0.8598507,0.9299253,0.7753085,0.88765424,0.83682907,0.91841453,0.8150979,0.90754896,0.8545723,0.92728615
56804,0.7225182,0.8612591,0.6878398,0.8439199,0.6323669,0.81618345,0.65994585,0.8299729,0.73501754,0.86750877,0.81703866,0.9085193,0.75003636,0.8750182,0.8376726,0.9188363,0.782539,0.8912695,0.8194994,0.9097497
56805,0.6557356,0.8278678,0.65726495,0.8286325,0.6007688,0.8003844,0.64479744,0.8223987,0.64218736,0.8210937,0.71464944,0.8573247,0.6708987,0.83544934,0.75378466,0.8768923,0.7471963,0.87359816,0.736387,0.8681935
56807,0.67414826,0.83707416,0.6701093,0.83505464,0.5957128,0.7978564,0.59063625,0.7953181,0.7071769,0.85358846,0.7757042,0.8878521,0.78219914,0.8910996,0.74979866,0.8748993,0.7911121,0.8955561,0.81721765,0.9086088
56809,0.6954995,0.8477497,0.71500856,0.85750425,0.59367895,0.7968395,0.65307015,0.8265351,0.71268237,0.8563412,0.75560987,0.87780493,0.74075574,0.8703779,0.78803056,0.8940153,0.7801686,0.89008427,0.7738745,0.88693726
56859,0.6077106,0.8038553,0.55525047,0.7776252,0.47671783,0.7383589,0.5834122,0.7917061,0.5946392,0.7973196,0.6963078,0.8481539,0.6411434,0.82057166,0.66494894,0.83247447,0.7023128,0.8511564,0.6944329,0.8472165
56860,0.6942781,0.84713906,0.6608705,0.8304353,0.6200481,0.810024,0.70433706,0.85216856,0.7094007,0.8547003,0.80710566,0.90355283,0.7342465,0.86712325,0.81031895,0.9051595,0.7626754,0.8813377,0.80732715,0.9036636
56861,0.72552013,0.86276007,0.6589645,0.82948226,0.60315037,0.8015752,0.64831114,0.82415557,0.7041438,0.8520719,0.7862302,0.8931151,0.72395915,0.8619796,0.7826461,0.8913231,0.73145986,0.8657299,0.7841026,0.89205134
56862,0.71677816,0.8583891,0.68294215,0.8414711,0.57140344,0.78570175,0.61072665,0.8053633,0.700912,0.850456,0.7761754,0.8880877,0.71648675,0.85824335,0.7817656,0.8908828,0.7356366,0.8678183,0.7683042,0.8841521
57384,0.7690841,0.88454205,0.725362,0.86268103,0.668522,0.834261,0.6579071,0.82895356,0.76701736,0.8835087,0.88032997,0.940165,0.78176117,0.8908806,0.85956204,0.929781,0.78721654,0.8936083,0.8526194,0.9263097
57400,0.732427,0.8662135,0.6598811,0.82994056,0.5937269,0.79686344,0.6025605,0.80128026,0.7095243,0.85476214,0.81399876,0.90699935,0.74671435,0.8733572,0.77712613,0.88856304,0.68814975,0.84407485,0.786436,0.89321804
62042,0.734941,0.8674705,0.6601621,0.83008105,0.6598749,0.82993746,0.6103516,0.8051758,0.67762166,0.8388108,0.72211593,0.861058,0.6298873,0.8149437,0.6791836,0.8395918,0.6634426,0.8317213,0.6606535,0.83032674
63086,0.52519655,0.7625983,0.54735494,0.77367747,0.48040754,0.74020374,0.494004,0.747002,0.5570177,0.77850884,0.6655543,0.83277714,0.63565934,0.81782967,0.6404656,0.8202328,0.67656827,0.83828413,0.6873963,0.84369814
63087,0.7462804,0.8731402,0.6971339,0.84856695,0.64317936,0.8215897,0.6707053,0.83535266,0.74058735,0.8702937,0.7726263,0.88631314,0.7608201,0.8804101,0.755896,0.877948,0.7599561,0.87997806,0.80098414,0.9004921
83710,0.70157075,0.8507854,0.6687339,0.8343669,0.593649,0.7968245,0.63763493,0.8188175,0.6702634,0.8351317,0.74899447,0.87449723,0.65271056,0.8263553,0.76231384,0.8811569,0.7137594,0.8568797,0.734939,0.8674695
83711,0.62147874,0.8107394,0.71255696,0.8562785,0.5880053,0.79400265,0.5794578,0.7897289,0.59261507,0.79630756,0.5486967,0.7743484,0.586998,0.793499,0.6724156,0.8362078,0.61377215,0.8068861,0.5679232,0.7839616
86666,0.69578886,0.84789443,0.73291683,0.8664584,0.6226008,0.8113004,0.662966,0.831483,0.70736456,0.8536823,0.7983247,0.89916235,0.75186634,0.8759332,0.8391383,0.91956913,0.81470656,0.9073533,0.8292605,0.9146303
87779,0.45700437,0.72850215,0.5244658,0.7622329,0.4048857,0.7024429,0.48533604,0.74266803,0.43545717,0.7177286,0.44437075,0.7221854,0.5130058,0.75650287,0.4880799,0.74403995,0.508985,0.7544925,0.49671912,0.74835956
97622,0.7197561,0.85987806,0.68161154,0.84080577,0.6259624,0.8129812,0.61353004,0.806765,0.761055,0.8805275,0.8680737,0.93403685,0.78399783,0.8919989,0.82803845,0.9140192,0.77633023,0.8881651,0.84641176,0.92320585
98134,0.72420895,0.8621045,0.66657495,0.8332875,0.6235135,0.81175673,0.5661517,0.7830758,0.7070786,0.8535393,0.79929805,0.899649,0.7617327,0.88086635,0.7598599,0.87992996,0.7517909,0.87589544,0.80974066,0.90487033
98135,0.6467911,0.82339555,0.6385379,0.81926894,0.59751606,0.79875803,0.60629296,0.8031465,0.67669296,0.8383465,0.79217494,0.89608747,0.7400462,0.87002313,0.7968085,0.89840424,0.7517596,0.87587976,0.7906448,0.89532244
98136,0.7216675,0.86083376,0.67278117,0.8363906,0.6124236,0.8062118,0.63868695,0.81934345,0.745198,0.872599,0.84667766,0.92333883,0.7468918,0.87344587,0.8196598,0.9098299,0.7601797,0.8800899,0.8232024,0.9116012
98137,0.65130055,0.8256503,0.66772723,0.8338636,0.56373024,0.7818651,0.6295577,0.81477886,0.67842233,0.83921117,0.7147174,0.8573587,0.7131485,0.85657424,0.7446277,0.87231386,0.73012495,0.8650625,0.74093837,0.8704692
98138,0.60936594,0.80468297,0.57923794,0.78961897,0.54055,0.770275,0.59465086,0.79732543,0.6127553,0.80637765,0.72304285,0.8615214,0.69508255,0.8475413,0.7032651,0.85163254,0.73966,0.86983,0.7608563,0.88042814
98171,0.6921653,0.8460827,0.608243,0.8041215,0.5847733,0.79238665,0.55568427,0.77784216,0.7197,0.85985,0.842922,0.921461,0.7557248,0.8778624,0.7654538,0.8827269,0.75368214,0.87684107,0.814803,0.9074015
98172,0.58951765,0.7947588,0.6052847,0.80264235,0.51791173,0.75895584,0.53803694,0.7690185,0.6743892,0.83719456,0.74690735,0.8734537,0.74562013,0.87281007,0.7178794,0.8589397,0.70997095,0.8549855,0.75732905,0.8786645
98173,0.7138467,0.85692334,0.725134,0.862567,0.6406077,0.82030386,0.67841625,0.8392081,0.7263534,0.8631767,0.7445531,0.87227654,0.7233361,0.86166805,0.7643318,0.8821659,0.77451295,0.8872565,0.7717422,0.8858711
98245,0.6492326,0.8246163,0.65885055,0.8294253,0.59670174,0.7983509,0.6240899,0.812045,0.67069155,0.83534575,0.7644309,0.88221544,0.7141881,0.85709405,0.76481533,0.88240767,0.76276904,0.8813845,0.7457969,0.87289846
98250,0.6900148,0.8450074,0.7320342,0.8660171,0.65348107,0.8267405,0.67398643,0.8369932,0.66687953,0.83343977,0.61593366,0.8079668,0.5899565,0.79497826,0.71920955,0.8596048,0.65526354,0.8276318,0.5991846,0.79959226
98251,0.58068824,0.7903441,0.55485064,0.7774253,0.48809725,0.7440486,0.5517999,0.77589995,0.5704284,0.7852142,0.6024041,0.80120206,0.59778535,0.7988927,0.59114003,0.79557,0.64493084,0.8224654,0.5856402,0.7928201
98252,0.5187416,0.7593708,0.5295074,0.7647537,0.4349184,0.7174592,0.65381336,0.8269067,0.5257504,0.7628752,0.531939,0.7659695,0.5317567,0.7658783,0.555789,0.7778945,0.60072255,0.8003613,0.53406847,0.76703423
98253,0.7448,0.8724,0.71696496,0.8584825,0.6679077,0.83395386,0.6970455,0.8485228,0.69922066,0.8496103,0.7320794,0.8660397,0.6705328,0.8352664,0.75527644,0.8776382,0.74286824,0.8714341,0.733626,0.866813
98254,0.6585951,0.82929754,0.6539944,0.82699716,0.5888297,0.7944149,0.64041054,0.8202053,0.7273034,0.8636517,0.818662,0.90933096,0.75119174,0.87559587,0.7870535,0.8935268,0.7629462,0.88147306,0.8112086,0.9056043
98255,0.7336296,0.8668148,0.71070015,0.8553501,0.6401584,0.8200792,0.65106326,0.8255316,0.7607783,0.88038915,0.8506901,0.92534506,0.7776836,0.8888418,0.8089131,0.90445656,0.78668064,0.89334035,0.84099936,0.9204997
98256,0.65630263,0.82815135,0.62176156,0.8108808,0.5816691,0.79083455,0.67219687,0.83609843,0.6284908,0.8142454,0.6981397,0.84906983,0.6022655,0.80113274,0.6977074,0.8488537,0.70526254,0.8526313,0.6820668,0.8410334
98257,0.71735156,0.8586758,0.67318046,0.83659023,0.63480175,0.8174009,0.6693641,0.83468205,0.69447064,0.8472353,0.7904549,0.89522743,0.67392504,0.8369625,0.8026339,0.90131694,0.72610563,0.86305285,0.7500118,0.8750059
98258,0.71915764,0.85957885,0.667727,0.8338635,0.62173945,0.8108697,0.6497552,0.8248776,0.6647438,0.8323719,0.7244542,0.8622271,0.6948153,0.84740764,0.6848148,0.8424074,0.70301294,0.8515065,0.7298279,0.86491394
98259,0.63932085,0.8196604,0.6120999,0.80604994,0.5613369,0.78066844,0.60114646,0.8005732,0.66967773,0.83483887,0.7963855,0.89819276,0.7710818,0.8855409,0.7382449,0.86912245,0.76166946,0.8808347,0.8133615,0.90668076
98260,0.58928,0.79464,0.5737809,0.78689045,0.5730792,0.7865396,0.6832217,0.84161085,0.58486164,0.7924308,0.65535617,0.8276781,0.59540427,0.79770213,0.68618476,0.8430924,0.6890097,0.84450483,0.6701727,0.83508635
98261,0.6812131,0.8406066,0.63097405,0.815487,0.6096337,0.80481684,0.687894,0.843947,0.66658527,0.8332926,0.74846137,0.8742307,0.6945466,0.8472733,0.72577536,0.8628877,0.7309105,0.86545527,0.7584852,0.8792426
98262,0.6555705,0.82778525,0.5714057,0.7857028,0.5353682,0.7676841,0.60847664,0.8042383,0.6497717,0.82488585,0.79189134,0.89594567,0.6683079,0.83415395,0.73704207,0.86852103,0.7149866,0.8574933,0.77833176,0.8891659
98263,0.5841063,0.79205316,0.62975,0.814875,0.6176559,0.80882794,0.6218372,0.81091857,0.6213897,0.8106948,0.6567186,0.8283593,0.5857388,0.7928694,0.6978023,0.84890115,0.7150614,0.8575307,0.68427116,0.84213555
98264,0.7005764,0.8502882,0.6700925,0.8350463,0.5828419,0.79142094,0.721944,0.860972,0.660175,0.83008754,0.70148027,0.85074013,0.6545203,0.82726014,0.76251984,0.8812599,0.7113685,0.8556843,0.7204169,0.86020845
98265,0.73477304,0.8673865,0.6940875,0.84704375,0.64240426,0.82120216,0.6434963,0.82174814,0.73973763,0.8698688,0.8656155,0.93280774,0.7479025,0.87395126,0.80467296,0.9023365,0.7997122,0.8998561,0.82697093,0.91348547
98266,0.7710264,0.8855132,0.6703277,0.83516383,0.62679887,0.81339943,0.6967372,0.8483686,0.70330286,0.85165143,0.8276861,0.91384304,0.71580327,0.85790163,0.7796458,0.8898229,0.7690859,0.88454294,0.80649513,0.9032476
98267,0.7311752,0.8655876,0.67861325,0.8393066,0.6343233,0.8171617,0.69291407,0.846457,0.71918607,0.85959303,0.76323056,0.8816153,0.6913072,0.8456536,0.76454854,0.88227427,0.78281784,0.8914089,0.77470803,0.887354
98268,0.6656402,0.83282006,0.67232656,0.8361633,0.6527235,0.8263618,0.6362127,0.81810635,0.6143711,0.80718553,0.6235152,0.81175756,0.53646207,0.76823103,0.70168626,0.85084313,0.612024,0.80601203,0.59888595,0.799443
98269,0.73947227,0.86973614,0.7052063,0.85260314,0.67224455,0.8361223,0.67294693,0.83647346,0.75921106,0.87960553,0.8361241,0.9180621,0.752994,0.87649703,0.8272337,0.91361684,0.8132975,0.90664876,0.82511175,0.9125559
98270,0.66833794,0.834169,0.6331204,0.8165602,0.5702861,0.785143,0.63951254,0.81975627,0.6214547,0.81072736,0.7294413,0.86472064,0.66129696,0.8306485,0.71859753,0.85929877,0.7597492,0.8798746,0.71740943,0.8587047
98271,0.6166948,0.8083474,0.61399055,0.8069953,0.5198247,0.7599124,0.57354796,0.786774,0.6385275,0.81926376,0.77898836,0.8894942,0.72634304,0.8631715,0.71969926,0.85984963,0.7661684,0.8830842,0.7859528,0.8929764
98272,0.67622244,0.8381112,0.657755,0.8288775,0.5906035,0.79530174,0.59053254,0.7952663,0.70136493,0.8506825,0.8533139,0.92665696,0.73939323,0.8696966,0.79357743,0.8967887,0.78566194,0.89283097,0.83635557,0.9181778
98273,0.68880296,0.8444015,0.72192895,0.8609645,0.6074469,0.80372345,0.65220535,0.8261027,0.6982744,0.8491372,0.77416855,0.88708425,0.73942447,0.86971223,0.8239834,0.9119917,0.7830254,0.8915127,0.81296766,0.9064838
98274,0.7087495,0.85437477,0.660092,0.830046,0.64053345,0.8202667,0.65273505,0.8263675,0.7156534,0.8578267,0.8678123,0.93390614,0.7384914,0.8692457,0.79727876,0.8986394,0.779582,0.889791,0.826237,0.9131185
98275,0.7167455,0.85837275,0.67642045,0.8382102,0.65083456,0.8254173,0.65406024,0.8270301,0.75236243,0.87618124,0.8321359,0.91606796,0.766866,0.883433,0.81646216,0.9082311,0.79994524,0.8999726,0.8332515,0.91662574
98276,0.6721278,0.83606386,0.644598,0.822299,0.5670479,0.7835239,0.6121503,0.80607516,0.70710003,0.85355,0.7721893,0.8860947,0.7338453,0.8669226,0.75191593,0.87595797,0.7691214,0.8845607,0.7866304,0.8933152
98277,0.7505591,0.87527955,0.7185099,0.85925496,0.6468122,0.8234061,0.6907517,0.84537584,0.72546494,0.86273247,0.8417442,0.9208721,0.77269125,0.8863456,0.8403564,0.9201782,0.8313806,0.9156903,0.83434075,0.9171704
98278,0.7408268,0.8704134,0.670787,0.8353935,0.6374455,0.8187227,0.65071905,0.8253595,0.7298405,0.86492026,0.8544559,0.927228,0.746482,0.873241,0.7935842,0.8967921,0.7722013,0.88610065,0.8145826,0.9072913
98279,0.70506394,0.85253197,0.6989117,0.84945583,0.60716355,0.8035818,0.6699321,0.83496606,0.72867894,0.8643395,0.8174591,0.90872955,0.7344163,0.8672081,0.8037095,0.90185475,0.7571819,0.87859094,0.78822887,0.89411443
98280,0.74147666,0.8707383,0.7112341,0.85561705,0.65959096,0.8297955,0.69314754,0.84657377,0.7306275,0.86531377,0.8153832,0.9076916,0.7490219,0.87451094,0.8015377,0.9007689,0.7934527,0.89672637,0.81500095,0.9075005
98281,0.7335272,0.8667636,0.6801071,0.84005356,0.61384267,0.80692136,0.6311454,0.81557274,0.74818945,0.8740947,0.8245237,0.91226184,0.7875649,0.89378244,0.7844337,0.89221686,0.7684101,0.88420504,0.83262146,0.9163107
98282,0.6885159,0.84425795,0.70084673,0.85042334,0.6329562,0.81647813,0.7050437,0.85252184,0.6874107,0.84370536,0.77532196,0.887661,0.7288277,0.86441386,0.79935193,0.89967597,0.79638743,0.8981937,0.80730283,0.9036514
98283,0.71430176,0.8571509,0.6973411,0.84867054,0.61636525,0.8081826,0.6790284,0.8395142,0.7418869,0.8709434,0.8181678,0.9090839,0.76538444,0.8826922,0.81525886,0.90762943,0.78756964,0.8937848,0.82133615,0.9106681
98284,0.51780134,0.75890064,0.54317415,0.7715871,0.45453745,0.7272687,0.50238013,0.75119007,0.5594908,0.7797454,0.6424858,0.8212429,0.6617962,0.8308981,0.662539,0.8312695,0.648847,0.8244235,0.6591474,0.8295737
98285,0.6321579,0.81607896,0.61757594,0.80878794,0.5424118,0.7712059,0.61156344,0.8057817,0.64979607,0.824898,0.74079335,0.8703967,0.69280505,0.8464025,0.73506564,0.86753285,0.75703776,0.8785189,0.77233815,0.8861691
98286,0.6408432,0.8204216,0.6587913,0.82939565,0.61124754,0.80562377,0.6028732,0.8014366,0.66652006,0.83326006,0.7255678,0.8627839,0.67608714,0.8380436,0.7727225,0.88636124,0.725254,0.862627,0.7276392,0.8638196
98287,0.72948706,0.86474353,0.7211579,0.86057895,0.65702415,0.8285121,0.64442766,0.8222138,0.7558857,0.87794286,0.86732405,0.93366206,0.7732986,0.8866493,0.8761518,0.9380759,0.7851399,0.89256996,0.84130454,0.9206523
98288,0.6097761,0.804888,0.6591947,0.82959735,0.5916965,0.79584825,0.5664897,0.78324485,0.62169826,0.81084913,0.6159855,0.80799276,0.6140432,0.8070216,0.69529223,0.8476461,0.71662796,0.858314,0.67231274,0.83615637
98289,0.6930646,0.8465323,0.639182,0.819591,0.61594015,0.80797005,0.64701545,0.8235077,0.6710174,0.8355087,0.75503224,0.87751615,0.6615095,0.83075476,0.74447656,0.8722383,0.7281846,0.8640923,0.7302739,0.865137
98290,0.50741017,0.7537051,0.52797484,0.7639874,0.5239325,0.7619662,0.44640845,0.72320426,0.5889255,0.79446274,0.6543361,0.82716805,0.6779283,0.83896416,0.5937081,0.796854,0.6512077,0.82560384,0.68836695,0.84418344
98291,0.69861114,0.84930557,0.6820068,0.8410034,0.6416043,0.82080215,0.6613798,0.8306899,0.69485444,0.84742725,0.7954463,0.89772314,0.7209304,0.86046517,0.77429694,0.8871485,0.77289796,0.886449,0.7703506,0.8851753
98292,0.6484945,0.82424724,0.6335517,0.81677586,0.5699307,0.78496534,0.608667,0.8043335,0.68852484,0.8442624,0.808298,0.904149,0.72742426,0.86371213,0.78065515,0.8903276,0.7551056,0.8775528,0.77373064,0.8868653
98293,0.5801178,0.7900589,0.60262644,0.8013132,0.5010025,0.7505013,0.58679795,0.793399,0.5883627,0.79418135,0.6509156,0.8254578,0.62644506,0.8132225,0.6664426,0.8332213,0.689003,0.8445015,0.66564476,0.8328224
98294,0.6657394,0.8328697,0.6300533,0.81502664,0.5796871,0.78984356,0.67566967,0.83783484,0.66444826,0.83222413,0.67155397,0.835777,0.6207905,0.81039524,0.69281054,0.84640527,0.6928882,0.84644413,0.6416467,0.8208233
98295,0.6149976,0.8074988,0.5932286,0.7966143,0.55941164,0.7797058,0.5823286,0.7911643,0.64285517,0.8214276,0.7430145,0.8715073,0.6903912,0.8451956,0.7083393,0.8541696,0.7062868,0.8531434,0.75146323,0.8757316
98296,0.6948768,0.8474384,0.70345414,0.85172707,0.6204453,0.8102226,0.63999206,0.819996,0.6829101,0.84145504,0.7533461,0.87667304,0.68819344,0.8440967,0.79938513,0.89969254,0.7601013,0.88005066,0.77507174,0.88753587
98297,0.7162231,0.85811156,0.6861646,0.8430823,0.64527506,0.82263756,0.6622218,0.8311109,0.70229256,0.8511463,0.7883674,0.8941837,0.71629316,0.85814655,0.79603493,0.89801747,0.77185154,0.88592577,0.8163444,0.9081722
