,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Score
98135,0.6857434,0.84287167,0.67023796,0.835119,0.63199204,0.81599605,0.6288364,0.8144182,0.69705176,0.8485259,0.8115188,0.9057594,0.72563803,0.862819,0.79804385,0.8990219,0.7555616,0.8777808,0.7840385,0.8920193
98136,0.63980746,0.81990373,0.62012005,0.81006,0.5336535,0.76682675,0.58905286,0.79452646,0.66775215,0.8338761,0.7813343,0.89066714,0.71830595,0.859153,0.7488028,0.8744014,0.7453338,0.8726669,0.76865494,0.8843275
98137,0.65447587,0.82723796,0.6854311,0.84271556,0.56810343,0.7840517,0.63233334,0.81616664,0.6836691,0.84183455,0.7302928,0.8651464,0.72817767,0.86408883,0.75478303,0.8773915,0.7547238,0.8773619,0.75223255,0.8761163
98138,0.6196213,0.80981064,0.5889559,0.79447794,0.5564753,0.77823764,0.58330584,0.7916529,0.64162445,0.8208122,0.7566908,0.8783454,0.719333,0.85966647,0.72562456,0.8628123,0.7373991,0.86869955,0.8027253,0.90136266
98171,0.6791016,0.8395508,0.65465784,0.8273289,0.58427155,0.7921358,0.6100872,0.8050436,0.70762,0.85381,0.7462177,0.87310886,0.72495174,0.8624759,0.7513649,0.8756825,0.730917,0.8654585,0.7523496,0.8761748
98172,0.57755554,0.78877777,0.59161055,0.7958053,0.50251865,0.7512593,0.5359299,0.76796496,0.65785086,0.82892543,0.7421174,0.8710587,0.75418025,0.8770901,0.71771276,0.8588564,0.6892296,0.8446148,0.7555582,0.8777791
98173,0.7189085,0.8594543,0.744035,0.8720175,0.6539517,0.8269758,0.6873417,0.84367085,0.7396803,0.86984015,0.77930033,0.88965017,0.74205136,0.8710257,0.7978493,0.89892465,0.8201494,0.9100747,0.80728155,0.90364075
98245,0.5329954,0.76649773,0.5696523,0.78482616,0.49237424,0.7461871,0.4952737,0.74763685,0.57533926,0.78766966,0.64244485,0.8212224,0.6391629,0.81958145,0.6437816,0.82189083,0.6570379,0.828519,0.6341108,0.8170554
98250,0.6091261,0.80456305,0.67371887,0.83685946,0.5701437,0.78507185,0.6417607,0.82088035,0.5606022,0.7803011,0.5373584,0.7686792,0.5512047,0.77560234,0.64487123,0.8224356,0.59726644,0.7986332,0.5506555,0.77532774
98251,0.49664178,0.7483209,0.49597606,0.74798805,0.4280411,0.71402055,0.502445,0.7512225,0.49230945,0.7461547,0.5082474,0.7541237,0.53221214,0.76610607,0.5213053,0.76065266,0.5841541,0.79207706,0.5324408,0.7662204
98252,0.4232156,0.7116078,0.4083539,0.70417696,0.36190057,0.6809503,0.5724908,0.7862454,0.4133161,0.70665807,0.35485667,0.67742836,0.38011548,0.69005775,0.3977611,0.69888055,0.4571772,0.7285886,0.3538205,0.6769103
98253,0.6742697,0.83713484,0.68404233,0.84202117,0.5960299,0.79801494,0.6654221,0.83271104,0.6554697,0.8277348,0.6649605,0.83248025,0.6477524,0.8238762,0.71117616,0.8555881,0.7449721,0.87248605,0.70973915,0.8548696
98254,0.6232071,0.81160355,0.6265875,0.81329376,0.55464876,0.7773244,0.60121715,0.8006086,0.65557694,0.8277885,0.77108264,0.8855413,0.7145574,0.8572787,0.73673457,0.8683673,0.7554503,0.8777251,0.78444517,0.8922226
98255,0.71644324,0.85822165,0.69471484,0.8473574,0.65933985,0.82966995,0.7279046,0.8639523,0.71982425,0.85991216,0.7315872,0.8657936,0.67985857,0.8399293,0.7810361,0.89051807,0.7257829,0.86289144,0.74429333,0.87214667
98256,0.6256916,0.8128458,0.6173059,0.80865294,0.56937146,0.78468573,0.6628208,0.8314104,0.62041974,0.8102099,0.6611059,0.83055294,0.58354235,0.7917712,0.6751109,0.8375554,0.67019624,0.83509815,0.6351226,0.81756127
98257,0.69836867,0.84918433,0.7112806,0.8556403,0.6391212,0.8195606,0.6997378,0.8498689,0.6611195,0.83055973,0.69830346,0.84915173,0.6499046,0.8249523,0.75481784,0.8774089,0.74905825,0.8745291,0.714991,0.8574955
98258,0.6418252,0.8209126,0.64723444,0.8236172,0.5679399,0.78396994,0.61833704,0.8091685,0.5987803,0.79939014,0.67184937,0.8359247,0.6619208,0.8309604,0.656548,0.828274,0.715767,0.8578835,0.7091382,0.8545691
98259,0.6389433,0.81947166,0.6143682,0.8071841,0.5849376,0.7924688,0.6033308,0.8016654,0.64751375,0.8237569,0.7112429,0.85562146,0.72185916,0.8609296,0.68621933,0.84310967,0.7339457,0.86697286,0.7434181,0.87170905
98260,0.61931205,0.809656,0.6061105,0.8030553,0.6061096,0.8030548,0.684216,0.842108,0.6164157,0.80820787,0.6924596,0.8462298,0.615661,0.8078305,0.72623074,0.8631154,0.69766545,0.8488327,0.7030664,0.8515332
98261,0.62401974,0.8120099,0.6234205,0.81171024,0.5937865,0.79689324,0.5953882,0.7976941,0.6368487,0.81842434,0.72269905,0.8613495,0.7107098,0.8553549,0.7060946,0.8530473,0.73680884,0.8684044,0.757026,0.878513
98262,0.63830745,0.8191537,0.5975065,0.79875326,0.5468831,0.77344155,0.63329005,0.816645,0.6285672,0.8142836,0.7099259,0.85496294,0.6198155,0.8099078,0.68971187,0.8448559,0.6804606,0.8402303,0.697358,0.848679
98263,0.65830183,0.8291509,0.68698204,0.843491,0.6492028,0.8246014,0.67098224,0.8354911,0.70361626,0.85180813,0.76000893,0.88000447,0.7043743,0.85218716,0.77737695,0.88868845,0.76329005,0.881645,0.7971623,0.89858115
98264,0.6629623,0.83148116,0.64143217,0.8207161,0.57322824,0.7866141,0.7343564,0.8671782,0.5893488,0.7946744,0.5827566,0.79137826,0.5340972,0.7670486,0.67876077,0.8393804,0.64251864,0.8212593,0.60343724,0.8017186
98265,0.7439624,0.8719812,0.6822737,0.8411368,0.65753365,0.8287668,0.63975435,0.81987715,0.73277557,0.8663878,0.85588956,0.9279448,0.72570276,0.8628514,0.7965524,0.8982762,0.7924167,0.89620835,0.8255218,0.9127609
98266,0.76919293,0.88459647,0.6834234,0.8417117,0.663332,0.831666,0.6790197,0.83950984,0.69522774,0.8476139,0.77158576,0.88579285,0.6411001,0.8205501,0.75932825,0.8796641,0.73398924,0.8669946,0.7450423,0.87252116
98267,0.7009696,0.8504848,0.6807468,0.8403734,0.6360431,0.81802154,0.6857104,0.8428552,0.6962377,0.84811884,0.71021044,0.8551052,0.66038895,0.8301945,0.75971746,0.87985873,0.77995473,0.88997734,0.7515775,0.87578875
98268,0.6941883,0.8470942,0.69035244,0.8451762,0.67933047,0.83966523,0.6298264,0.8149132,0.6532508,0.8266254,0.6923057,0.84615284,0.5975497,0.79877484,0.7207782,0.8603891,0.6827309,0.84136546,0.7057018,0.8528509
98269,0.6650007,0.83250034,0.6131817,0.80659086,0.5669684,0.7834842,0.60835797,0.80417895,0.6575079,0.82875395,0.7565155,0.87825775,0.6494669,0.82473344,0.72604835,0.8630242,0.7178361,0.8589181,0.7306719,0.86533594
98270,0.65957934,0.82978964,0.63801223,0.8190061,0.5537751,0.77688754,0.65267795,0.826339,0.6298349,0.81491745,0.71738505,0.8586925,0.654047,0.8270235,0.72080684,0.8604034,0.7373965,0.86869824,0.6998012,0.8499006
98271,0.61110365,0.8055518,0.5851554,0.79257774,0.49462715,0.74731356,0.5459285,0.77296424,0.63964844,0.8198242,0.79020834,0.89510417,0.741405,0.8707025,0.7031841,0.85159206,0.73233986,0.8661699,0.80037344,0.9001867
98272,0.6767044,0.8383522,0.6445209,0.82226044,0.57868814,0.7893441,0.5973397,0.7986698,0.72096115,0.86048055,0.8694986,0.9347493,0.7853941,0.89269704,0.803591,0.9017955,0.77055347,0.88527673,0.85535914,0.92767954
98273,0.57658136,0.7882907,0.6605636,0.8302818,0.5421226,0.7710613,0.59717286,0.7985864,0.5710494,0.7855247,0.58861256,0.7943063,0.61379254,0.80689627,0.68473494,0.8423675,0.70483124,0.8524156,0.67522925,0.83761466
98274,0.73700297,0.8685015,0.68998635,0.8449932,0.6688303,0.83441514,0.71803606,0.859018,0.73060334,0.86530167,0.83753514,0.9187676,0.7396464,0.8698232,0.81736875,0.9086844,0.7828965,0.89144826,0.82124233,0.91062117
98275,0.69583917,0.8479196,0.67082936,0.83541465,0.6182594,0.8091297,0.64403796,0.822019,0.7394928,0.8697464,0.8080083,0.90400416,0.757141,0.8785705,0.7917503,0.89587516,0.78015584,0.89007795,0.81009686,0.90504843
98276,0.64611936,0.8230597,0.6545524,0.82727623,0.57605684,0.7880284,0.6448209,0.82241046,0.66929144,0.83464575,0.717245,0.8586225,0.7065439,0.85327196,0.7547102,0.8773551,0.75101835,0.87550914,0.7440083,0.87200415
98277,0.6786384,0.8393192,0.6435327,0.8217664,0.5826802,0.7913401,0.6521083,0.82605416,0.6592809,0.82964045,0.779971,0.8899855,0.7402127,0.87010634,0.7732003,0.88660014,0.7982006,0.8991003,0.7976943,0.89884716
98278,0.7418623,0.87093115,0.686829,0.8434145,0.66591597,0.832958,0.6908078,0.8454039,0.75649786,0.87824893,0.85978335,0.9298917,0.7678753,0.88393766,0.8340875,0.91704375,0.78117067,0.8905853,0.8164975,0.9082488
98279,0.76586604,0.882933,0.72618246,0.86309123,0.67876005,0.83938,0.6946476,0.8473238,0.77077955,0.8853898,0.8556446,0.9278223,0.7718805,0.88594025,0.8509574,0.9254787,0.8056685,0.90283424,0.85741615,0.9287081
98280,0.7011614,0.8505807,0.6581547,0.82907736,0.6230284,0.8115142,0.6883664,0.8441832,0.6630888,0.8315444,0.7787276,0.88936377,0.7065402,0.8532701,0.7512645,0.8756323,0.77772486,0.88886243,0.7870507,0.89352536
98281,0.6825411,0.84127057,0.64179045,0.8208952,0.58476824,0.79238415,0.6644325,0.83221626,0.6748872,0.8374436,0.7848383,0.89241916,0.73884577,0.8694229,0.77440035,0.8872002,0.77862716,0.8893136,0.7984084,0.8992042
98282,0.6913433,0.84567165,0.7515609,0.87578046,0.6615604,0.8307802,0.7265673,0.86328363,0.69064975,0.8453249,0.7168716,0.8584358,0.71562624,0.8578131,0.77175534,0.88587767,0.7597861,0.87989306,0.74677765,0.8733888
98283,0.74129844,0.8706492,0.7021427,0.85107136,0.6435596,0.8217798,0.6872854,0.8436427,0.7309081,0.8654541,0.77134216,0.8856711,0.72716755,0.8635838,0.77513385,0.8875669,0.7474816,0.8737408,0.7840966,0.8920483
98284,0.57460845,0.7873042,0.59415334,0.7970767,0.50389755,0.7519488,0.55268735,0.7763437,0.6347586,0.8173793,0.7585201,0.87926006,0.75714064,0.8785703,0.7515447,0.87577236,0.75862515,0.8793126,0.7918253,0.89591265
98285,0.5802909,0.79014546,0.581663,0.7908315,0.47188902,0.7359445,0.5617264,0.78086317,0.6087327,0.80436635,0.6709559,0.83547795,0.6626607,0.83133036,0.6636003,0.83180016,0.71454656,0.8572733,0.6864738,0.8432369
98286,0.62376726,0.8118836,0.6242564,0.8121282,0.5836327,0.79181635,0.5811969,0.79059845,0.66060245,0.8303012,0.7113265,0.85566324,0.67228043,0.8361402,0.7578925,0.87894624,0.7228522,0.8614261,0.7208521,0.86042607
98287,0.6392415,0.8196207,0.6373118,0.8186559,0.6004931,0.80024654,0.6306696,0.8153348,0.62809277,0.8140464,0.7283025,0.86415124,0.6400137,0.82000685,0.775119,0.88755953,0.7110776,0.8555388,0.720339,0.86016953
98288,0.5790578,0.7895289,0.60552824,0.8027641,0.51362664,0.7568133,0.54963934,0.7748197,0.5709468,0.7854734,0.5876218,0.7938109,0.57598853,0.78799427,0.6616267,0.83081335,0.6648743,0.83243716,0.62593174,0.81296587
98289,0.594666,0.797333,0.5552342,0.7776171,0.511403,0.75570154,0.5666698,0.7833349,0.5968493,0.79842466,0.7000772,0.8500386,0.58839595,0.794198,0.6619453,0.8309727,0.6620829,0.83104146,0.6669359,0.83346796
98290,0.540649,0.77032447,0.53821933,0.76910967,0.55320257,0.7766013,0.48198837,0.7409942,0.6139044,0.80695224,0.7183045,0.85915226,0.70261973,0.8513099,0.6068877,0.80344385,0.7159245,0.85796225,0.7486791,0.8743396
98291,0.71063423,0.8553171,0.666836,0.833418,0.62782204,0.813911,0.615783,0.8078915,0.7027886,0.8513943,0.82030344,0.9101517,0.7259257,0.86296284,0.7604997,0.88024986,0.75674367,0.87837183,0.794063,0.8970315
98292,0.6789139,0.8394569,0.649555,0.8247775,0.59220374,0.79610187,0.60637903,0.8031895,0.731212,0.865606,0.8510932,0.9255466,0.7780437,0.8890219,0.7994352,0.89971757,0.750389,0.8751945,0.8252213,0.91261065
98293,0.56192976,0.78096485,0.5791293,0.7895646,0.49516386,0.74758196,0.56804323,0.7840216,0.59043455,0.7952173,0.68465424,0.8423271,0.6516837,0.82584184,0.6938873,0.8469436,0.70842516,0.8542126,0.7151153,0.85755765
98294,0.52940804,0.764704,0.519364,0.759682,0.47814,0.73907,0.55038923,0.77519464,0.5492538,0.7746269,0.5726478,0.7863239,0.53083205,0.765416,0.59055233,0.79527617,0.60250103,0.8012505,0.5691552,0.7845776
98295,0.60794044,0.8039702,0.60248196,0.801241,0.54042125,0.7702106,0.58000964,0.79000485,0.63405985,0.81702995,0.7651187,0.88255936,0.7211239,0.86056197,0.7308868,0.8654434,0.74414456,0.8720723,0.782912,0.891456
98296,0.5738963,0.78694814,0.57225966,0.78612983,0.5221689,0.76108444,0.5574254,0.7787127,0.5354241,0.76771206,0.589494,0.794747,0.5306314,0.7653157,0.63374794,0.81687397,0.6141012,0.8070506,0.6080435,0.8040217
98297,0.7415881,0.87079406,0.6990359,0.84951794,0.6392112,0.8196056,0.6526583,0.8263291,0.7029468,0.8514734,0.8108573,0.90542865,0.73729974,0.86864984,0.8022582,0.9011291,0.783075,0.8915375,0.8326074,0.9163037
98298,0.6519039,0.82595193,0.59520036,0.79760015,0.53940696,0.7697035,0.6523772,0.82618856,0.6234793,0.8117397,0.7381463,0.86907315,0.6643429,0.83217144,0.72069716,0.8603486,0.7303025,0.8651513,0.7435949,0.87179744
98299,0.67166054,0.8358303,0.6705983,0.83529913,0.60594606,0.80297303,0.6249264,0.81246316,0.7221875,0.86109376,0.776417,0.8882085,0.7383956,0.8691978,0.7904408,0.8952204,0.71541846,0.8577092,0.7692483,0.8846241
98300,0.61893713,0.80946857,0.6303464,0.8151732,0.5592704,0.7796352,0.56952214,0.7847611,0.6865895,0.84329474,0.7612728,0.8806364,0.7574219,0.878711,0.7616958,0.88084793,0.7485491,0.87427455,0.7716626,0.8858313
98301,0.6306858,0.8153429,0.59706706,0.79853356,0.5517711,0.7758856,0.54726386,0.77363193,0.6882868,0.8441434,0.79675746,0.89837873,0.7408929,0.87044644,0.7422552,0.8711276,0.7489934,0.8744967,0.78377813,0.8918891
98302,0.72010344,0.86005175,0.65416205,0.827081,0.6187758,0.8093879,0.6707965,0.83539826,0.7164101,0.8582051,0.81976056,0.9098803,0.72576797,0.862884,0.79401934,0.8970097,0.7377982,0.8688991,0.7947352,0.8973676
98303,0.70200455,0.8510023,0.63126475,0.81563234,0.58670354,0.79335177,0.5666486,0.7833243,0.7184784,0.8592392,0.8749838,0.9374919,0.75367737,0.8768387,0.7837087,0.89185435,0.7614464,0.88072324,0.83748186,0.9187409
98304,0.7826772,0.8913386,0.7381599,0.86907995,0.68531823,0.8426591,0.66533405,0.832667,0.7457211,0.87286055,0.8428327,0.92141634,0.7609997,0.88049984,0.83734673,0.9186734,0.802286,0.901143,0.83671767,0.9183588
98305,0.73498,0.86749,0.7083595,0.85417974,0.62571955,0.8128598,0.6604885,0.83024424,0.7059305,0.85296524,0.7741764,0.8870882,0.6980654,0.8490327,0.7620358,0.8810179,0.7486901,0.87434506,0.74334,0.87167
98306,0.6012335,0.80061674,0.6041213,0.80206066,0.52344674,0.7617234,0.57824075,0.7891204,0.5981935,0.79909676,0.6867534,0.8433767,0.65147054,0.8257353,0.7046286,0.8523143,0.6744753,0.83723766,0.684585,0.8422925
98307,0.7448559,0.87242794,0.7015101,0.85075504,0.6217072,0.8108536,0.6414489,0.8207245,0.7494172,0.8747086,0.86303806,0.93151903,0.7916539,0.89582694,0.81727135,0.9086357,0.74551785,0.8727589,0.81896275,0.9094814
98308,0.6525057,0.8262528,0.6618898,0.8309449,0.54662144,0.7733107,0.61545527,0.80772763,0.65952945,0.8297647,0.7435358,0.8717679,0.7555661,0.87778306,0.74236536,0.8711827,0.7379803,0.8689902,0.7581881,0.87909406
98309,0.72579277,0.8628964,0.6793542,0.8396771,0.6148454,0.8074227,0.60683787,0.80341893,0.7523,0.87615,0.83987737,0.9199387,0.7789941,0.88949704,0.8231298,0.9115649,0.816601,0.9083005,0.84575176,0.9228759
98310,0.7520323,0.87601614,0.68776935,0.8438847,0.6822318,0.8411159,0.6407485,0.82037425,0.720493,0.86024654,0.8242809,0.9121405,0.7468011,0.87340057,0.7798788,0.8899394,0.72949183,0.8647459,0.8036328,0.90181637
98311,0.6972719,0.8486359,0.66753197,0.833766,0.614257,0.8071285,0.6239538,0.8119769,0.7089244,0.8544622,0.7812018,0.8906009,0.7611524,0.8805762,0.7366745,0.8683373,0.77663743,0.8883187,0.82327056,0.9116353
98312,0.6498692,0.8249346,0.693646,0.846823,0.6045113,0.80225563,0.65358794,0.82679397,0.7019942,0.8509971,0.7407368,0.87036836,0.7582488,0.8791244,0.79338056,0.89669025,0.7074503,0.85372514,0.78185594,0.890928
98313,0.6388327,0.81941634,0.59973276,0.7998664,0.5826858,0.7913429,0.5890474,0.7945237,0.63257426,0.81628716,0.773883,0.8869415,0.6361511,0.81807554,0.7576015,0.87880075,0.7198268,0.8599134,0.7355808,0.8677904
98314,0.77189434,0.88594717,0.6911143,0.84555715,0.6670002,0.8335001,0.70097435,0.8504872,0.7592437,0.87962186,0.8527064,0.9263532,0.7319052,0.8659526,0.8237455,0.91187274,0.7886466,0.8943233,0.8291255,0.91456276
98315,0.58268905,0.7913445,0.60039556,0.8001978,0.54124856,0.7706243,0.59933794,0.79966897,0.5954387,0.79771936,0.70130146,0.8506507,0.64412904,0.8220645,0.68802404,0.844012,0.70873475,0.8543674,0.69772476,0.8488624
98316,0.7810008,0.8905004,0.71840906,0.85920453,0.69291085,0.84645545,0.65471077,0.8273554,0.7673821,0.8836911,0.8728019,0.93640095,0.7202077,0.86010385,0.806728,0.903364,0.75414133,0.87707067,0.8105831,0.90529156
98317,0.5514504,0.7757252,0.5679288,0.7839644,0.5094824,0.7547412,0.5205829,0.76029146,0.5731772,0.7865886,0.67642355,0.8382118,0.6618353,0.83091766,0.6318699,0.81593496,0.6572454,0.8286227,0.6851503,0.8425752
98318,0.7307984,0.86539924,0.71181995,0.85590994,0.6311265,0.81556326,0.68897027,0.84448516,0.75506437,0.8775322,0.8088932,0.9044466,0.7795777,0.88978887,0.8001474,0.9000737,0.8008146,0.9004073,0.82861847,0.91430926
98319,0.6612358,0.8306179,0.62079406,0.810397,0.5909182,0.7954591,0.702893,0.8514465,0.6191448,0.8095724,0.68566144,0.8428307,0.6333582,0.8166791,0.7046365,0.8523183,0.7103186,0.8551593,0.6979767,0.84898835
98320,0.71678436,0.8583922,0.6956885,0.84784424,0.6531926,0.82659626,0.6306478,0.8153239,0.75393116,0.8769656,0.86197186,0.9309859,0.7436086,0.8718043,0.8175564,0.9087782,0.75772774,0.8788639,0.8011286,0.9005643
98321,0.71676505,0.8583825,0.6577191,0.82885957,0.6115166,0.8057583,0.63814425,0.8190721,0.69395983,0.8469799,0.8379642,0.9189821,0.7249697,0.8624848,0.74709356,0.8735468,0.7651953,0.8825977,0.7962359,0.89811796
98322,0.6715041,0.835752,0.6770353,0.83851767,0.5939683,0.79698414,0.60553384,0.8027669,0.71901786,0.85950893,0.8169078,0.90845394,0.73609746,0.8680487,0.7902117,0.89510584,0.7810086,0.8905043,0.82818156,0.91409075
98323,0.7303486,0.8651743,0.68182015,0.8409101,0.61918104,0.8095905,0.59552264,0.7977613,0.7518054,0.8759027,0.8250165,0.91250825,0.7755924,0.88779616,0.8143127,0.90715635,0.74806535,0.8740327,0.81099,0.905495
98324,0.73205805,0.866029,0.70702946,0.85351473,0.6463139,0.82315695,0.69370687,0.84685344,0.73757267,0.86878633,0.81489134,0.90744567,0.7650876,0.8825438,0.81403136,0.9070157,0.77073073,0.88536537,0.80638754,0.9031938
98325,0.6793541,0.83967704,0.6463257,0.82316285,0.6072892,0.8036446,0.62827134,0.8141357,0.70992583,0.85496294,0.82700133,0.91350067,0.7355225,0.86776125,0.8077195,0.90385973,0.789922,0.894961,0.81987906,0.9099395
98326,0.57092476,0.7854624,0.5743502,0.78717506,0.50903636,0.75451815,0.557888,0.778944,0.55167675,0.7758384,0.6521381,0.82606906,0.5835139,0.791757,0.68229973,0.84114987,0.7083708,0.8541854,0.6771724,0.8385862
98327,0.58965945,0.7948297,0.62341076,0.81170535,0.527758,0.763879,0.5981293,0.79906464,0.5876193,0.79380965,0.6589874,0.8294937,0.63876295,0.8193815,0.6855546,0.8427773,0.73126066,0.8656303,0.7086889,0.8543445
98328,0.69694746,0.8484737,0.63236535,0.8161827,0.60723656,0.8036183,0.70237094,0.85118544,0.6983702,0.8491851,0.7683376,0.8841688,0.7104224,0.8552112,0.7671089,0.88355446,0.76593614,0.88296807,0.7777841,0.88889205
98329,0.6485124,0.8242562,0.63640237,0.8182012,0.56711996,0.78356,0.6447222,0.8223611,0.65264535,0.8263227,0.7209444,0.8604722,0.68987024,0.8449351,0.75191516,0.8759576,0.7558609,0.87793046,0.7752429,0.88762146
98330,0.5255106,0.7627553,0.56900084,0.7845004,0.4602192,0.7301096,0.52238333,0.76119167,0.5480083,0.77400416,0.5853537,0.7926768,0.61422896,0.8071145,0.5936291,0.79681456,0.6448091,0.82240456,0.61568,0.80784
98331,0.6187911,0.80939555,0.60345995,0.80173,0.6019261,0.80096304,0.6280956,0.8140478,0.59629667,0.79814833,0.6830733,0.84153664,0.5548564,0.7774282,0.6673111,0.83365554,0.7012954,0.8506477,0.63324666,0.81662333
98332,0.61447227,0.80723614,0.6234637,0.8117318,0.5688639,0.78443193,0.60779977,0.8038999,0.63630354,0.8181518,0.729205,0.8646025,0.7216952,0.8608476,0.7599989,0.87999946,0.74520177,0.8726009,0.7411282,0.8705641
98333,0.55707103,0.7785355,0.5258415,0.76292074,0.49628133,0.7481407,0.53772664,0.7688633,0.55917895,0.7795895,0.6859972,0.8429986,0.6779582,0.8389791,0.63362217,0.8168111,0.69305396,0.846527,0.71610254,0.8580513
98334,0.5216065,0.7608032,0.56452847,0.78226423,0.5487243,0.77436215,0.5394629,0.76973146,0.4952219,0.7476109,0.48307526,0.74153763,0.43503624,0.7175181,0.52873605,0.76436806,0.5046644,0.7523322,0.47915107,0.7395755
98335,0.73110723,0.8655536,0.72363114,0.8618156,0.6681539,0.83407694,0.6927757,0.84638786,0.7281238,0.8640619,0.78969586,0.8948479,0.7298585,0.86492926,0.81610316,0.9080516,0.7785982,0.8892991,0.79704535,0.8985227
98336,0.6145446,0.8072723,0.6135956,0.8067978,0.61576045,0.8078802,0.59477586,0.79738796,0.5958258,0.7979129,0.6686882,0.8343441,0.5672178,0.7836089,0.68303263,0.8415163,0.67268705,0.8363435,0.6302358,0.8151179
98337,0.44533244,0.7226662,0.4117676,0.7058838,0.3462822,0.6731411,0.46378207,0.73189104,0.45443487,0.72721744,0.47393247,0.73696625,0.47323045,0.73661524,0.4301808,0.7150904,0.50196344,0.7509817,0.4664812,0.7332406
98338,0.5952709,0.79763544,0.63454854,0.8172743,0.5715903,0.78579515,0.56326044,0.7816302,0.5619292,0.7809646,0.5190887,0.7595444,0.51858884,0.7592944,0.60584563,0.80292284,0.60575867,0.80287933,0.5330168,0.7665084
98339,0.4997003,0.74985015,0.4871772,0.74358857,0.48177236,0.7408862,0.48102736,0.7405137,0.50259626,0.7512981,0.66521114,0.8326056,0.57973444,0.7898672,0.64627194,0.823136,0.6720439,0.83602196,0.7088645,0.8544322
98340,0.57738876,0.7886944,0.5851507,0.79257536,0.5052506,0.7526253,0.5622678,0.7811339,0.6004863,0.80024314,0.6966451,0.8483225,0.68320215,0.8416011,0.6639434,0.8319717,0.69501483,0.8475074,0.7251564,0.8625782
98341,0.65406156,0.8270308,0.64278805,0.821394,0.5872667,0.79363334,0.6074022,0.8037011,0.6483842,0.8241921,0.7939477,0.89697385,0.7024764,0.8512382,0.76854664,0.8842733,0.7790108,0.8895054,0.7978596,0.89892983
98342,0.7125176,0.8562588,0.6708341,0.83541703,0.6180067,0.80900335,0.6583133,0.82915664,0.689847,0.8449235,0.7841694,0.8920847,0.71271217,0.8563561,0.77771354,0.88885677,0.7757553,0.88787764,0.78902847,0.8945142
98343,0.43921596,0.71960795,0.46448398,0.732242,0.38222057,0.69111025,0.45803759,0.7290188,0.49445018,0.7472251,0.56165165,0.78082585,0.54088306,0.77044153,0.5493842,0.77469206,0.615976,0.807988,0.60189784,0.8009489
98344,0.7004606,0.85023034,0.66003907,0.83001953,0.59387994,0.79693997,0.65250534,0.8262527,0.671852,0.835926,0.7652072,0.8826036,0.67975885,0.8398794,0.74223447,0.87111723,0.741953,0.8709765,0.7510424,0.8755212
98345,0.70697093,0.85348547,0.68469155,0.8423458,0.64600027,0.82300013,0.6312294,0.8156147,0.71820194,0.85910094,0.7998557,0.89992785,0.70516986,0.85258496,0.7776693,0.88883466,0.7507659,0.87538296,0.7935265,0.8967632
98346,0.58277076,0.7913854,0.60410404,0.802052,0.5554186,0.7777093,0.6021591,0.8010795,0.6249618,0.8124809,0.70271224,0.85135615,0.6432803,0.82164013,0.7282149,0.8641075,0.7076435,0.85382175,0.7138305,0.85691524
98347,0.5585748,0.7792874,0.58119893,0.79059947,0.5414216,0.7707108,0.55923676,0.7796184,0.574458,0.787229,0.66511464,0.8325573,0.634327,0.81716347,0.6574268,0.8287134,0.7313571,0.86567855,0.71316874,0.85658437
98348,0.43907213,0.71953607,0.47525296,0.7376265,0.44258103,0.7212905,0.4483713,0.72418565,0.4644441,0.7322221,0.5280549,0.7640275,0.5424154,0.7712077,0.5212373,0.7606187,0.6092503,0.80462515,0.59731126,0.7986556
