,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_doordash_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_doordash_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_apple_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_apple_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_samsara_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_samsara_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_yelp_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_yelp_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_match_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_match_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_i2c_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_i2c_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_adobe_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_adobe_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_amazon_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_amazon_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_rowan_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_rowan_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_google_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_google_ux_Score
98135,0.66208106,0.8310405,0.66539454,0.8326973,0.6096047,0.80480236,0.64360106,0.82180053,0.6728165,0.83640826,0.77003026,0.88501513,0.72515905,0.8625795,0.7819269,0.89096344,0.7574166,0.8787083,0.7896633,0.89483166
98136,0.68055165,0.8402758,0.62180007,0.81090003,0.56734395,0.783672,0.6029278,0.8014639,0.67362815,0.83681405,0.8081242,0.9040621,0.7068214,0.8534107,0.7492794,0.8746397,0.74827576,0.8741379,0.78999126,0.8949956
98137,0.6401031,0.82005155,0.65148926,0.8257446,0.5880325,0.79401624,0.63038325,0.8151916,0.6746343,0.8373171,0.7491821,0.87459105,0.7263206,0.8631603,0.76006335,0.8800317,0.75513613,0.87756807,0.76967114,0.8848356
98138,0.59241116,0.7962056,0.5667293,0.78336465,0.51688063,0.7584403,0.5670829,0.78354144,0.61394787,0.80697393,0.7555623,0.87778115,0.69605756,0.8480288,0.7040069,0.85200346,0.74988467,0.8749423,0.7802365,0.89011824
98171,0.699044,0.849522,0.6559775,0.82798874,0.60550433,0.80275214,0.6015638,0.8007819,0.72056013,0.86028004,0.7761054,0.8880527,0.72792864,0.8639643,0.7390348,0.8695174,0.7468098,0.87340486,0.7862319,0.89311594
98172,0.5461234,0.7730617,0.58789766,0.7939488,0.48978323,0.74489164,0.5105573,0.75527865,0.62875223,0.8143761,0.6765226,0.8382613,0.7114615,0.8557308,0.6857004,0.8428502,0.64992046,0.82496023,0.69103134,0.84551567
98173,0.68367994,0.84183997,0.67699313,0.83849657,0.5995294,0.7997647,0.63782316,0.81891155,0.7028856,0.8514428,0.79958546,0.89979273,0.7674899,0.88374496,0.76223767,0.88111883,0.7970271,0.89851356,0.8197873,0.90989363
98245,0.6123744,0.8061872,0.6123617,0.80618083,0.56610906,0.78305453,0.5930799,0.79653996,0.6188135,0.80940676,0.7158828,0.8579414,0.6975055,0.84875274,0.73557895,0.8677895,0.75481987,0.87740993,0.7466533,0.87332666
98250,0.6881941,0.844097,0.75915325,0.8795766,0.6752637,0.8376318,0.65963167,0.82981586,0.64573306,0.82286656,0.6151571,0.80757856,0.6098671,0.80493355,0.718168,0.859084,0.63191724,0.8159586,0.599814,0.79990697
98251,0.62193567,0.8109678,0.59284127,0.79642063,0.527589,0.76379454,0.571939,0.7859695,0.588618,0.794309,0.62383753,0.81191874,0.6163614,0.8081807,0.60059005,0.800295,0.67613643,0.83806825,0.63355494,0.81677747
98252,0.5236378,0.7618189,0.51548755,0.7577438,0.42292976,0.7114649,0.6564678,0.8282339,0.5132451,0.75662255,0.50594145,0.7529707,0.52386117,0.7619306,0.4956796,0.7478398,0.5548992,0.7774496,0.50457263,0.7522863
98253,0.71193683,0.8559684,0.65803957,0.8290198,0.5984303,0.79921514,0.61137813,0.8056891,0.67403775,0.83701885,0.7434565,0.87172824,0.6689366,0.8344683,0.7083194,0.8541597,0.7300639,0.86503196,0.7264171,0.86320853
98254,0.64401066,0.82200533,0.6236217,0.81181085,0.5843908,0.79219544,0.619614,0.809807,0.6599232,0.8299616,0.7725067,0.88625336,0.7016112,0.85080564,0.7343828,0.86719143,0.75579053,0.87789524,0.77774286,0.88887143
98255,0.75661886,0.8783094,0.7291295,0.8645648,0.6761288,0.83806443,0.70241237,0.8512062,0.73187685,0.8659384,0.82581013,0.9129051,0.74942887,0.87471443,0.82996964,0.9149848,0.81277114,0.90638554,0.81281716,0.90640855
98256,0.7097113,0.85485566,0.68133736,0.8406687,0.63608277,0.8180414,0.670709,0.8353545,0.70137954,0.85068977,0.79399467,0.89699733,0.70327663,0.8516383,0.75371826,0.8768591,0.78155667,0.8907783,0.79728365,0.8986418
98257,0.7520459,0.87602293,0.6954027,0.8477013,0.6510618,0.8255309,0.6948674,0.8474337,0.70185626,0.8509281,0.8048781,0.90243906,0.70624,0.85311997,0.81038374,0.9051919,0.78374034,0.89187014,0.80229664,0.9011483
98258,0.6360504,0.81802523,0.647223,0.8236115,0.56423604,0.782118,0.585575,0.7927875,0.579757,0.7898785,0.6176549,0.80882746,0.63998055,0.8199903,0.6033696,0.8016848,0.65472174,0.82736087,0.6743473,0.83717364
98259,0.66954815,0.8347741,0.6502326,0.8251163,0.5764952,0.7882476,0.6297161,0.8148581,0.6556713,0.8278357,0.7411416,0.8705708,0.73078597,0.865393,0.71591246,0.85795623,0.76495147,0.88247573,0.7835579,0.89177895
98260,0.70937645,0.8546882,0.7068204,0.85341024,0.65358436,0.8267922,0.7467593,0.87337965,0.69255286,0.8462764,0.76079834,0.88039917,0.7155663,0.85778314,0.7909084,0.89545417,0.7624645,0.88123226,0.7708831,0.88544154
98261,0.7409874,0.8704937,0.6880998,0.84404993,0.6496366,0.8248183,0.705489,0.85274446,0.6773027,0.83865136,0.7648845,0.88244224,0.71130395,0.855652,0.7597867,0.87989336,0.766085,0.8830425,0.77252674,0.8862634
98262,0.1642223,0.5821111,0.17766544,0.58883274,0.16855964,0.58427984,0.10893113,0.5544656,0.22874583,0.6143729,0.20353898,0.6017695,0.18218604,0.591093,0.18959719,0.59479856,0.18134867,0.59067434,0.18483716,0.59241855
98263,0.70949286,0.85474646,0.7177039,0.8588519,0.6610643,0.8305322,0.6756624,0.8378312,0.71741176,0.8587059,0.7777324,0.8888662,0.7170131,0.85850656,0.78450084,0.8922504,0.7518428,0.87592137,0.7935116,0.8967558
98264,0.7163169,0.85815847,0.653021,0.8265105,0.60464823,0.8023241,0.7142662,0.8571331,0.6300857,0.81504285,0.69595635,0.8479782,0.61788064,0.8089403,0.7462926,0.8731463,0.7018119,0.85090595,0.70197874,0.85098934
98265,0.754841,0.87742054,0.7251531,0.86257654,0.6604639,0.83023196,0.65377986,0.82688993,0.74184245,0.87092125,0.85095024,0.9254751,0.7594321,0.87971604,0.7939838,0.8969919,0.80161095,0.9008055,0.8199209,0.90996045
98266,0.7558792,0.8779396,0.69266397,0.84633195,0.6288674,0.8144337,0.7024001,0.85120004,0.6895175,0.84475875,0.76131064,0.8806553,0.68786913,0.84393454,0.7533277,0.87666386,0.7622517,0.8811258,0.75690365,0.8784518
98267,0.74043596,0.870218,0.6991385,0.84956926,0.65437293,0.82718647,0.72196364,0.8609818,0.73918915,0.8695946,0.7358947,0.86794734,0.71492565,0.8574628,0.76768816,0.8838441,0.7951677,0.89758384,0.770291,0.8851455
98268,0.7007308,0.8503654,0.69698715,0.8484936,0.6523857,0.82619286,0.6500635,0.82503176,0.6749654,0.8374827,0.7415507,0.87077534,0.63983643,0.8199182,0.75801766,0.8790088,0.7116586,0.8558293,0.73740965,0.8687048
98269,0.69369453,0.8468473,0.6332198,0.81660986,0.6117475,0.80587375,0.6253526,0.8126763,0.6804621,0.84023106,0.76375055,0.8818753,0.6776157,0.8388078,0.7561314,0.8780657,0.75380224,0.87690115,0.7741989,0.88709944
98270,0.71977186,0.85988593,0.6779333,0.8389666,0.60289943,0.8014497,0.63526875,0.81763434,0.6895419,0.8447709,0.75827837,0.8791392,0.7214385,0.86071926,0.7517448,0.8758724,0.78353417,0.8917671,0.7664356,0.8832178
98271,0.60757035,0.8037852,0.5873766,0.7936883,0.49574405,0.747872,0.5534225,0.7767112,0.6211511,0.81057554,0.73692405,0.868462,0.71596503,0.8579825,0.68522656,0.8426133,0.7346505,0.86732525,0.7579148,0.8789574
98272,0.6929264,0.8464632,0.69480526,0.84740263,0.609614,0.804807,0.61086357,0.8054318,0.72973776,0.8648689,0.8577509,0.92887545,0.7824021,0.891201,0.82247436,0.9112372,0.80620885,0.9031044,0.87663716,0.9383186
98273,0.7575934,0.8787967,0.73725146,0.86862576,0.64288104,0.8214405,0.6576309,0.82881546,0.70334405,0.85167205,0.8100679,0.90503395,0.752301,0.8761505,0.8253591,0.91267955,0.7828564,0.89142823,0.84090936,0.9204547
98274,0.71355605,0.856778,0.6978149,0.8489075,0.644554,0.822277,0.70622313,0.85311157,0.71443725,0.8572186,0.8206639,0.91033196,0.75908315,0.8795416,0.8031242,0.9015621,0.8035656,0.9017828,0.8216515,0.9108257
98275,0.6724461,0.836223,0.6612537,0.83062685,0.6055325,0.80276626,0.65447605,0.827238,0.6873137,0.84365684,0.74629605,0.873148,0.72663325,0.86331666,0.7664126,0.8832063,0.7476528,0.8738264,0.7658497,0.88292485
98276,0.66558206,0.83279103,0.6757684,0.8378842,0.5898102,0.79490507,0.6514194,0.8257097,0.6778791,0.83893955,0.7030635,0.85153174,0.70068574,0.85034287,0.73219144,0.8660957,0.7534485,0.87672424,0.7298808,0.8649404
98277,0.6887959,0.84439796,0.6705687,0.83528435,0.6046797,0.80233985,0.6399838,0.8199919,0.68463707,0.84231853,0.813956,0.906978,0.7389821,0.86949104,0.7865366,0.8932683,0.7799677,0.8899839,0.8217815,0.91089076
98278,0.70261705,0.8513085,0.70253086,0.85126543,0.62369156,0.8118458,0.6785668,0.8392834,0.70851374,0.85425687,0.79130614,0.89565307,0.73956966,0.86978483,0.784601,0.8923005,0.78954124,0.8947706,0.8028662,0.9014331
98279,0.73847103,0.8692355,0.6851922,0.8425961,0.62473464,0.8123673,0.64490616,0.8224531,0.7281359,0.8640679,0.8474814,0.92374074,0.7313092,0.8656546,0.78863716,0.8943186,0.74419045,0.8720952,0.7970888,0.89854443
98280,0.7110863,0.85554314,0.68642586,0.84321296,0.64072883,0.8203644,0.6614114,0.8307057,0.6953429,0.84767145,0.7901452,0.8950726,0.7133877,0.85669386,0.7570664,0.87853324,0.76063013,0.88031507,0.7820283,0.89101416
98281,0.678089,0.8390445,0.65402645,0.82701325,0.57616997,0.788085,0.62088704,0.8104435,0.68326044,0.8416302,0.77418196,0.887091,0.75117457,0.8755873,0.750208,0.875104,0.75091726,0.8754586,0.78454757,0.8922738
98282,0.71096605,0.85548306,0.7017032,0.8508516,0.6416224,0.8208112,0.68336284,0.8416814,0.6871356,0.8435678,0.80310917,0.9015546,0.7358155,0.86790776,0.80278623,0.9013931,0.7926024,0.8963012,0.82634425,0.9131721
98283,0.72783077,0.8639154,0.68253684,0.8412684,0.62822163,0.8141108,0.6642008,0.8321004,0.7232676,0.8616338,0.80112267,0.90056133,0.7551441,0.87757206,0.8001143,0.90005714,0.7669886,0.88349426,0.7992198,0.8996099
98284,0.55654776,0.7782739,0.5570151,0.7785076,0.48973072,0.74486536,0.51098007,0.75549006,0.6040703,0.80203515,0.72947717,0.8647386,0.7019448,0.8509724,0.70342195,0.851711,0.74478316,0.8723916,0.7607768,0.8803884
98285,0.61827374,0.80913687,0.61739826,0.80869913,0.52210164,0.7610508,0.5872781,0.79363906,0.64965904,0.8248295,0.7212845,0.86064225,0.7117306,0.8558653,0.7191718,0.8595859,0.76009476,0.8800474,0.7479017,0.87395084
98286,0.64525956,0.8226298,0.66076267,0.83038133,0.60138977,0.8006949,0.58902186,0.79451096,0.6828287,0.84141433,0.740939,0.8704695,0.7145934,0.8572967,0.7761308,0.8880654,0.76353824,0.8817691,0.76564336,0.8828217
98287,0.6632901,0.831645,0.6618173,0.83090866,0.6211042,0.8105521,0.6238098,0.8119049,0.66150117,0.8307506,0.76242125,0.8812106,0.71633756,0.8581688,0.7922101,0.89610505,0.74244535,0.8712227,0.7696731,0.88483655
98288,0.6742275,0.83711374,0.6424704,0.8212352,0.5825629,0.79128146,0.5829364,0.7914682,0.6268217,0.8134109,0.670756,0.835378,0.6134443,0.80672216,0.71589905,0.8579495,0.705825,0.8529125,0.6844438,0.84222186
98289,0.6516739,0.82583696,0.62149674,0.81074834,0.5942607,0.79713035,0.6239931,0.8119966,0.6358093,0.81790465,0.75191736,0.8759587,0.68741584,0.8437079,0.7106775,0.85533875,0.7659184,0.8829592,0.76906466,0.88453233
98290,0.5411241,0.77056205,0.5540026,0.77700126,0.52586186,0.7629309,0.48402673,0.74201334,0.5963557,0.79817784,0.6742697,0.83713484,0.71250224,0.8562511,0.6160534,0.8080267,0.6757895,0.83789474,0.71422184,0.8571109
98291,0.70339346,0.8516967,0.70364004,0.85182,0.6868304,0.8434152,0.6198133,0.80990666,0.684881,0.8424405,0.7926233,0.89631164,0.7390444,0.8695222,0.7505309,0.8752655,0.78605694,0.8930285,0.8058557,0.9029279
98292,0.65352505,0.82676256,0.64890546,0.82445276,0.5724067,0.7862034,0.6304233,0.81521165,0.67812455,0.8390623,0.7484686,0.8742343,0.7265458,0.8632729,0.7576057,0.87880284,0.76125646,0.8806282,0.7623038,0.8811519
98293,0.68557584,0.8427879,0.6660608,0.8330304,0.6124995,0.80624974,0.6140204,0.8070102,0.6806079,0.84030396,0.78202176,0.8910109,0.7094969,0.8547485,0.76035225,0.8801761,0.7655773,0.88278866,0.77967995,0.88984
98294,0.64514804,0.822574,0.57996345,0.7899817,0.56726325,0.7836316,0.6194526,0.8097263,0.6198731,0.8099365,0.691742,0.845871,0.59707814,0.79853904,0.67475194,0.837376,0.6980564,0.8490282,0.6617294,0.83086467
98295,0.6677233,0.83386165,0.6406272,0.8203136,0.58045447,0.79022723,0.6083355,0.80416775,0.6638905,0.83194524,0.7601627,0.88008136,0.7308921,0.8654461,0.73960364,0.8698018,0.76464665,0.8823233,0.794309,0.8971545
98296,0.63146085,0.81573045,0.6353977,0.81769884,0.57407755,0.7870388,0.61267185,0.8063359,0.605861,0.8029305,0.6614528,0.8307264,0.64175117,0.8208756,0.7247052,0.8623526,0.71649307,0.85824656,0.6971053,0.84855264
98297,0.6824542,0.8412271,0.657835,0.8289175,0.61677694,0.8083885,0.6398058,0.8199029,0.65320456,0.8266023,0.7553871,0.87769353,0.69232047,0.84616023,0.75754976,0.8787749,0.7615844,0.8807922,0.7773931,0.88869655
98298,0.73348045,0.8667402,0.7001569,0.85007846,0.6357034,0.81785166,0.66348636,0.8317432,0.716187,0.8580935,0.79907715,0.8995386,0.7341691,0.86708456,0.8109547,0.90547734,0.756457,0.8782285,0.7872441,0.89362204
98299,0.64195454,0.8209773,0.6301854,0.8150927,0.53152275,0.7657614,0.58978057,0.7948903,0.66264355,0.8313218,0.7597113,0.87985563,0.7112901,0.85564506,0.7360461,0.86802304,0.72215515,0.86107755,0.7826984,0.8913492
98300,0.67220145,0.8361007,0.6874927,0.84374636,0.6291175,0.81455874,0.6447692,0.8223846,0.6895418,0.8447709,0.7191951,0.85959756,0.728928,0.86446404,0.7674438,0.8837219,0.7330724,0.8665362,0.764666,0.88233304
98301,0.5432669,0.77163345,0.5293172,0.7646586,0.45017356,0.7250868,0.46478796,0.732394,0.5877247,0.79386234,0.6967976,0.8483988,0.6801206,0.8400603,0.6519273,0.8259636,0.6901543,0.84507716,0.7314067,0.86570334
98302,0.7417413,0.87087065,0.6869565,0.84347826,0.63313186,0.81656593,0.6607196,0.8303598,0.7343907,0.86719537,0.81580913,0.90790457,0.7498422,0.8749211,0.78938663,0.8946933,0.74645126,0.8732256,0.79294276,0.8964714
98303,0.63222194,0.81611097,0.60380864,0.8019043,0.5177132,0.7588566,0.5569281,0.7784641,0.6571508,0.8285754,0.78135896,0.8906795,0.7237497,0.8618748,0.72128654,0.86064327,0.7442622,0.8721311,0.7878823,0.89394116
98304,0.77801716,0.8890086,0.7285181,0.86425906,0.6758617,0.83793086,0.67795897,0.8389795,0.73379195,0.866896,0.81732893,0.90866446,0.749342,0.874671,0.813058,0.906529,0.77236664,0.8861833,0.8065471,0.9032736
98305,0.7783798,0.8891899,0.68275356,0.8413768,0.65074253,0.82537127,0.6295198,0.8147599,0.7162342,0.8581171,0.8282063,0.91410315,0.73171294,0.86585647,0.77702665,0.8885133,0.7561508,0.87807536,0.79516983,0.8975849
98306,0.6738467,0.83692336,0.6363024,0.81815124,0.5977129,0.79885644,0.610847,0.8054235,0.67986906,0.8399345,0.78470165,0.8923508,0.70619273,0.85309637,0.77121663,0.8856083,0.75157666,0.87578833,0.7891191,0.89455956
98307,0.7118484,0.8559242,0.6987016,0.8493508,0.6532432,0.8266216,0.6459948,0.8229974,0.7355441,0.86777204,0.8616859,0.93084294,0.76836264,0.8841813,0.8385248,0.9192624,0.824761,0.91238046,0.87542236,0.9377112
98308,0.65928245,0.8296412,0.6929256,0.8464628,0.5906906,0.7953453,0.65455884,0.82727945,0.6853883,0.84269416,0.73576295,0.8678815,0.75594443,0.87797225,0.75738764,0.8786938,0.78383434,0.89191717,0.78518695,0.8925935
98309,0.7010609,0.85053045,0.64624906,0.8231245,0.5989396,0.7994698,0.5968766,0.7984383,0.69378215,0.84689105,0.7941611,0.89708054,0.7288623,0.86443114,0.77878475,0.8893924,0.7812326,0.8906163,0.7872534,0.8936267
98310,0.70502055,0.8525103,0.6651638,0.8325819,0.6558498,0.8279249,0.6147775,0.8073888,0.67630994,0.838155,0.7375114,0.8687557,0.7042308,0.8521154,0.7371938,0.8685969,0.68729067,0.84364533,0.7323514,0.8661757
98311,0.74070805,0.87035406,0.6429001,0.82145005,0.6135889,0.80679446,0.5936611,0.79683053,0.7252759,0.86263794,0.83928216,0.9196411,0.76599765,0.8829988,0.7460336,0.87301683,0.7576489,0.8788245,0.84520864,0.9226043
98312,0.72736216,0.8636811,0.73786175,0.8689309,0.62667316,0.8133366,0.6685214,0.8342607,0.77182895,0.88591444,0.80089414,0.9004471,0.8146169,0.90730846,0.82164544,0.91082275,0.7835475,0.89177376,0.8355538,0.91777694
98313,0.7525408,0.8762704,0.7014369,0.85071844,0.64521945,0.8226097,0.6265343,0.8132671,0.73669237,0.8683462,0.8698171,0.9349085,0.7684959,0.88424796,0.8270226,0.9135113,0.7912557,0.89562786,0.8392916,0.9196458
98314,0.78833795,0.894169,0.7230848,0.8615424,0.71402085,0.8570104,0.7018312,0.8509156,0.75709957,0.8785498,0.8440221,0.922011,0.7263366,0.8631683,0.8133404,0.9066702,0.77416223,0.88708115,0.8018304,0.9009152
98315,0.6777919,0.8388959,0.66484,0.83242,0.5860772,0.7930386,0.6351737,0.81758684,0.670789,0.8353945,0.7884617,0.89423084,0.7149704,0.8574852,0.7505933,0.87529665,0.76926994,0.884635,0.7849432,0.8924716
98316,0.7899213,0.89496064,0.75400066,0.87700033,0.7102543,0.85512716,0.6608907,0.83044535,0.8030671,0.90153354,0.8769657,0.9384829,0.79225636,0.8961282,0.831753,0.9158765,0.7963505,0.89817524,0.8259341,0.9129671
98317,0.71888584,0.85944295,0.65423673,0.8271184,0.5709099,0.785455,0.5744894,0.7872447,0.7569356,0.8784678,0.8406077,0.9203038,0.7977241,0.89886206,0.75034666,0.87517333,0.74793756,0.8739688,0.83542734,0.91771364
98318,0.74100184,0.8705009,0.6941085,0.84705424,0.654655,0.8273275,0.6784534,0.8392267,0.7176132,0.8588066,0.81098497,0.9054925,0.73512334,0.8675617,0.7938489,0.89692444,0.7786999,0.88934994,0.8081142,0.9040571
98319,0.6597421,0.82987106,0.6422305,0.82111526,0.5808697,0.79043484,0.64410174,0.82205087,0.6238247,0.81191236,0.7146777,0.85733885,0.6801567,0.84007835,0.7189825,0.8594912,0.7180035,0.85900176,0.7126348,0.8563174
98320,0.7206846,0.86034226,0.6626174,0.8313087,0.6377309,0.8188654,0.5828626,0.7914313,0.7567196,0.8783598,0.89330363,0.9466518,0.7607987,0.88039935,0.8099816,0.9049908,0.7898742,0.8949371,0.8480054,0.9240027
98321,0.7476723,0.87383616,0.67355484,0.83677745,0.6689589,0.83447945,0.656152,0.828076,0.70929515,0.8546476,0.8324747,0.91623735,0.7207943,0.86039716,0.7781138,0.8890569,0.78240806,0.891204,0.79702747,0.89851373
98322,0.65715754,0.82857877,0.6262082,0.8131041,0.55406284,0.7770314,0.58990955,0.7949548,0.6918311,0.84591556,0.812888,0.906444,0.72491145,0.8624557,0.7576664,0.8788332,0.7728535,0.88642675,0.8048987,0.90244937
98323,0.7246149,0.8623074,0.6916188,0.8458094,0.598094,0.799047,0.6161473,0.80807364,0.7633569,0.88167846,0.828086,0.914043,0.78135145,0.8906757,0.81625116,0.9081256,0.75202924,0.8760146,0.8092017,0.90460086
98324,0.73523295,0.8676165,0.7032995,0.85164976,0.64123595,0.820618,0.6847044,0.8423522,0.69736326,0.8486816,0.7276325,0.86381626,0.68516016,0.8425801,0.7515017,0.87575084,0.7405709,0.87028545,0.7414726,0.8707363
98325,0.74180853,0.87090427,0.6826687,0.84133434,0.6630409,0.83152044,0.645133,0.8225665,0.7596233,0.87981164,0.8606347,0.93031734,0.78007925,0.8900396,0.8134719,0.90673596,0.79828066,0.89914036,0.8340101,0.91700506
98326,0.7038169,0.85190845,0.67687875,0.83843935,0.59095526,0.7954776,0.6405616,0.8202808,0.6843269,0.84216344,0.79313457,0.8965673,0.7576349,0.87881744,0.76867557,0.8843378,0.8108916,0.9054458,0.8198781,0.90993905
98327,0.68860316,0.8443016,0.70561445,0.8528072,0.6221711,0.8110856,0.6512697,0.82563484,0.7000721,0.850036,0.7876729,0.89383644,0.74741673,0.87370837,0.813449,0.9067245,0.79521084,0.8976054,0.82069063,0.9103453
98328,0.7173697,0.85868484,0.649202,0.824601,0.6032981,0.8016491,0.67334265,0.83667135,0.68863046,0.84431523,0.7750624,0.88753116,0.7140293,0.85701466,0.77341145,0.88670576,0.76078033,0.88039017,0.7835716,0.8917858
98329,0.68262446,0.8413122,0.6647235,0.83236176,0.5935025,0.79675126,0.61990523,0.8099526,0.67321527,0.83660764,0.7872015,0.89360076,0.7402557,0.87012786,0.7919266,0.8959633,0.7832556,0.8916278,0.8203171,0.9101585
98330,0.6562674,0.8281337,0.68288606,0.84144306,0.6075164,0.8037582,0.6310021,0.8155011,0.66159976,0.8307999,0.7220708,0.8610354,0.6936662,0.8468331,0.77457875,0.8872894,0.7469187,0.87345934,0.7571565,0.87857825
98331,0.6424842,0.8212421,0.587361,0.7936805,0.5997648,0.7998824,0.6256808,0.8128404,0.5901791,0.79508954,0.68202686,0.84101343,0.55953026,0.7797651,0.65108573,0.82554287,0.70816165,0.8540808,0.6452145,0.8226073
98332,0.61367834,0.80683917,0.60746694,0.80373347,0.5642041,0.78210205,0.59898233,0.79949117,0.64244354,0.82122177,0.75038177,0.87519085,0.73135376,0.8656769,0.7664963,0.88324815,0.7462159,0.8731079,0.7811253,0.89056265
98333,0.68819445,0.84409726,0.67284644,0.8364232,0.5990819,0.79954094,0.6180065,0.80900323,0.6886879,0.84434396,0.7999486,0.8999743,0.7693087,0.88465434,0.76964027,0.8848201,0.78429914,0.89214957,0.8400792,0.9200396
98334,0.66326207,0.83163106,0.6711813,0.83559066,0.6742493,0.83712465,0.6123222,0.8061611,0.6069039,0.80345196,0.62834543,0.81417274,0.5453257,0.7726629,0.6432353,0.82161766,0.6330947,0.8165474,0.6279142,0.8139571
98335,0.7430562,0.8715281,0.7147843,0.8573922,0.6726922,0.8363461,0.704718,0.852359,0.7136134,0.8568067,0.80123097,0.90061545,0.74980617,0.8749031,0.8105414,0.9052707,0.77276677,0.8863834,0.790535,0.8952675
98336,0.5423418,0.7711709,0.55737567,0.77868783,0.54872525,0.7743626,0.57317525,0.7865876,0.55345726,0.77672863,0.6164452,0.8082226,0.5400307,0.77001536,0.6318389,0.81591946,0.6192273,0.80961365,0.58580506,0.7929025
98337,0.57207584,0.7860379,0.5448691,0.7724346,0.50586367,0.75293183,0.56068194,0.78034097,0.556683,0.77834153,0.5999392,0.7999696,0.6092838,0.8046419,0.59357417,0.7967871,0.6566696,0.8283348,0.6224526,0.8112263
98338,0.60787743,0.80393875,0.6697006,0.8348503,0.5817029,0.7908515,0.6177527,0.80887634,0.5680131,0.78400654,0.5193975,0.75969875,0.5470207,0.77351034,0.63633144,0.8181657,0.6349016,0.81745076,0.5626184,0.7813092
98339,0.5341073,0.76705366,0.5422926,0.7711463,0.4783664,0.7391832,0.5056038,0.7528019,0.5440541,0.772027,0.6650568,0.8325284,0.6344065,0.8172033,0.6554028,0.8277014,0.6869979,0.84349895,0.72363615,0.8618181
98340,0.6833791,0.8416896,0.68607247,0.84303623,0.59866816,0.79933405,0.6179593,0.80897963,0.6874222,0.84371114,0.775674,0.887837,0.75265974,0.8763299,0.7472911,0.87364554,0.7741865,0.88709325,0.7966824,0.8983412
98341,0.66227055,0.8311353,0.6886925,0.8443463,0.63268197,0.816341,0.656309,0.8281545,0.654729,0.8273645,0.730927,0.8654635,0.7184272,0.8592136,0.7525652,0.8762826,0.7322321,0.86611605,0.74656737,0.8732837
98342,0.72174704,0.8608735,0.6773973,0.8386986,0.5938947,0.79694736,0.5937952,0.7968976,0.6938708,0.8469354,0.80389214,0.90194607,0.71366763,0.8568338,0.7317582,0.86587906,0.76985705,0.8849285,0.8045334,0.90226674
98343,0.52345496,0.76172745,0.51777065,0.7588853,0.47401768,0.7370088,0.50064945,0.7503247,0.5495361,0.77476805,0.6591686,0.8295843,0.5997906,0.7998953,0.6357988,0.8178994,0.68183315,0.8409166,0.68703103,0.8435155
98344,0.72859097,0.8642955,0.6833,0.84165,0.6145679,0.80728394,0.66045773,0.83022887,0.6888684,0.8444342,0.7423028,0.8711514,0.6853202,0.84266007,0.73320574,0.8666029,0.7304124,0.86520624,0.72797537,0.8639877
98345,0.6936597,0.8468299,0.6819429,0.84097147,0.66261697,0.8313085,0.58899474,0.7944974,0.72430813,0.86215407,0.83632785,0.9181639,0.70625556,0.8531278,0.76856434,0.8842822,0.7713629,0.88568145,0.8288854,0.91444266
98346,0.6273577,0.81367886,0.63011664,0.81505835,0.5699207,0.7849604,0.5856559,0.79282796,0.6674409,0.83372045,0.7558017,0.87790084,0.69163436,0.8458172,0.7477001,0.87385005,0.75949466,0.87974733,0.7507926,0.8753963
98347,0.6114005,0.80570024,0.6192335,0.80961674,0.54732585,0.7736629,0.60102975,0.8005149,0.62318206,0.811591,0.6690519,0.83452594,0.6800772,0.8400386,0.68637854,0.84318924,0.75188583,0.87594295,0.7223635,0.86118174
98348,0.5819193,0.79095966,0.5940685,0.79703426,0.5383041,0.76915205,0.58959216,0.7947961,0.5808847,0.79044235,0.62179303,0.8108965,0.6465244,0.8232622,0.670025,0.8350125,0.70660126,0.85330063,0.7131368,0.8565684
