,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_google_ux_Score
98134,0.62150294,0.81075144,0.6148241,0.807412,0.5652807,0.78264034,0.51545656,0.7577283,0.6307058,0.8153529,0.7257248,0.8628624,0.7371794,0.8685897,0.7063745,0.85318726,0.7355344,0.8677672,0.75875336,0.87937665
98135,0.64702475,0.8235124,0.64411044,0.8220552,0.6014408,0.8007204,0.6095623,0.80478114,0.6730902,0.8365451,0.78237057,0.8911853,0.73319924,0.8665996,0.79264605,0.896323,0.74907464,0.87453735,0.78334785,0.8916739
98136,0.5796284,0.78981423,0.5637336,0.7818668,0.49500358,0.7475018,0.54011035,0.7700552,0.5891599,0.79458,0.6994406,0.8497203,0.60654056,0.8032703,0.65351653,0.82675827,0.6723099,0.83615494,0.67700076,0.8385004
98137,0.65206313,0.82603157,0.68149644,0.8407482,0.58552396,0.792762,0.6340498,0.8170249,0.6831635,0.84158176,0.7259133,0.86295664,0.719244,0.859622,0.75726306,0.87863153,0.7634431,0.88172156,0.7564467,0.87822336
98138,0.6200787,0.81003934,0.5924361,0.79621804,0.56438303,0.7821915,0.59113044,0.79556525,0.63091624,0.8154581,0.7529428,0.8764714,0.71135783,0.8556789,0.7165506,0.8582753,0.75122905,0.8756145,0.78158617,0.8907931
98171,0.67052865,0.8352643,0.6285696,0.8142848,0.5646279,0.78231394,0.58302784,0.7915139,0.7146898,0.85734487,0.79080653,0.89540327,0.759164,0.879582,0.753656,0.876828,0.7558641,0.8779321,0.79742306,0.89871156
98172,0.58392984,0.7919649,0.5990146,0.79950726,0.51006526,0.75503266,0.52632767,0.7631638,0.66240364,0.8312018,0.73043746,0.86521876,0.74556386,0.87278193,0.71360576,0.8568029,0.68481433,0.84240717,0.74322486,0.8716124
98173,0.7138467,0.85692334,0.725134,0.862567,0.6406077,0.82030386,0.67841625,0.8392081,0.7263534,0.8631767,0.7445531,0.87227654,0.7233361,0.86166805,0.7643318,0.8821659,0.77451295,0.8872565,0.7717422,0.8858711
98245,0.6373298,0.8186649,0.6399107,0.81995535,0.581496,0.790748,0.5867543,0.79337716,0.6699176,0.8349588,0.7982426,0.8991213,0.7350789,0.8675394,0.76737577,0.88368785,0.7653494,0.8826747,0.78085923,0.8904296
98250,0.6093389,0.80466944,0.67724013,0.83862007,0.5910845,0.79554224,0.6095202,0.8047601,0.56512636,0.7825632,0.52626425,0.7631321,0.51787317,0.7589366,0.6288201,0.8144101,0.57083666,0.78541833,0.5285486,0.7642743
98251,0.5311594,0.7655797,0.51850843,0.7592542,0.45017725,0.7250886,0.51292217,0.7564611,0.5268998,0.7634499,0.5220207,0.76101035,0.54825735,0.7741287,0.5346185,0.76730925,0.5874407,0.79372036,0.52252877,0.7612644
98252,0.4532429,0.72662145,0.44127655,0.7206383,0.379655,0.6898275,0.6001227,0.80006135,0.44653028,0.7232652,0.43044543,0.7152227,0.4489823,0.7244911,0.46788895,0.7339445,0.5278998,0.7639499,0.44345468,0.7217274
98253,0.6683864,0.8341932,0.6456894,0.82284474,0.591323,0.7956615,0.6379275,0.81896377,0.6239336,0.8119668,0.6301502,0.8150751,0.5805955,0.79029775,0.6590252,0.8295126,0.6977592,0.8488796,0.64245594,0.82122797
98254,0.64457023,0.8222851,0.6624148,0.8312074,0.590354,0.795177,0.6565083,0.82825416,0.68853605,0.844268,0.76476014,0.88238007,0.6997772,0.84988856,0.77554965,0.8877748,0.77649486,0.88824743,0.77719116,0.8885956
98255,0.7565826,0.8782913,0.7371063,0.86855316,0.70009196,0.850046,0.74283004,0.871415,0.78134143,0.8906707,0.8300053,0.91500264,0.7668803,0.88344014,0.8535795,0.92678976,0.8067007,0.90335035,0.84254247,0.9212712
98256,0.6270467,0.81352335,0.6001563,0.80007815,0.5563257,0.77816284,0.6578199,0.82891,0.59581065,0.7979053,0.6414733,0.82073665,0.55858266,0.77929133,0.65955037,0.8297752,0.657555,0.8287775,0.62309825,0.8115491
98257,0.73579085,0.8678954,0.7051477,0.8525739,0.6359463,0.81797314,0.7018683,0.85093415,0.69402325,0.8470116,0.7755408,0.8877704,0.7000847,0.85004234,0.80145216,0.9007261,0.7383568,0.8691784,0.7689484,0.88447416
98258,0.5886266,0.7943133,0.6217884,0.8108942,0.53148293,0.76574147,0.6117449,0.80587244,0.5463735,0.77318674,0.57748294,0.78874147,0.6055012,0.8027506,0.60316545,0.8015827,0.6502335,0.82511675,0.63555944,0.8177797
98259,0.6521289,0.82606447,0.5938188,0.7969094,0.5442249,0.7721125,0.586105,0.7930525,0.65394104,0.8269705,0.7958015,0.89790076,0.73536825,0.8676841,0.7100667,0.85503334,0.7528546,0.8764273,0.7959635,0.89798176
98260,0.56216663,0.78108335,0.55462384,0.7773119,0.5555027,0.7777513,0.66952306,0.8347615,0.54552495,0.7727625,0.60190266,0.80095136,0.5409261,0.77046305,0.63645244,0.8182262,0.63017815,0.8150891,0.61711,0.808555
98261,0.6616856,0.8308428,0.6023333,0.80116665,0.6015345,0.80076724,0.64996207,0.82498103,0.6354818,0.8177409,0.72323376,0.86161685,0.69555867,0.84777933,0.6872528,0.8436264,0.7275971,0.86379856,0.74185705,0.8709285
98262,0.6781992,0.8390996,0.5967931,0.7983966,0.5558393,0.77791965,0.62978697,0.8148935,0.6627073,0.83135366,0.78061986,0.89030993,0.68208206,0.841041,0.72610325,0.86305165,0.7236407,0.86182034,0.7646973,0.88234866
98263,0.6277777,0.81388885,0.6667048,0.8333524,0.6604414,0.8302207,0.63873214,0.8193661,0.6425301,0.82126504,0.6770095,0.8385048,0.6192318,0.8096159,0.7284507,0.8642254,0.72527885,0.8626394,0.6958598,0.8479299
98264,0.61130476,0.8056524,0.5978145,0.7989073,0.521893,0.7609465,0.70016074,0.8500804,0.55772614,0.7788631,0.5781555,0.78907776,0.5364907,0.76824534,0.65896606,0.82948303,0.6329224,0.8164612,0.60818547,0.80409276
98265,0.7497541,0.87487704,0.69075394,0.84537697,0.65246993,0.82623494,0.63108504,0.8155425,0.74546623,0.8727331,0.878201,0.9391005,0.742125,0.8710625,0.80846524,0.9042326,0.7938256,0.8969128,0.8295469,0.91477346
98266,0.7613946,0.8806973,0.66948295,0.8347415,0.6384969,0.81924844,0.69373405,0.846867,0.71785426,0.85892713,0.8277378,0.9138689,0.7215279,0.8607639,0.79923755,0.89961874,0.7847315,0.89236575,0.8083887,0.90419436
98267,0.68587744,0.8429387,0.6590065,0.82950324,0.6197683,0.8098842,0.6784644,0.8392322,0.67786837,0.8389342,0.6875537,0.8437768,0.64094603,0.820473,0.7369325,0.86846626,0.75872564,0.8793628,0.7142923,0.85714614
98268,0.6160832,0.8080416,0.6341923,0.8170961,0.6113466,0.8056733,0.60158944,0.8007947,0.58498025,0.7924901,0.59906286,0.79953146,0.5140449,0.75702244,0.6518606,0.8259303,0.5922538,0.7961269,0.5822172,0.7911086
98269,0.67995954,0.83997977,0.6636726,0.83183634,0.62108314,0.81054157,0.64292085,0.8214604,0.66815305,0.8340765,0.7127863,0.85639316,0.6606475,0.83032376,0.7421434,0.8710717,0.7269889,0.86349446,0.7045237,0.85226184
98270,0.6041206,0.8020603,0.5927842,0.7963921,0.5276234,0.7638117,0.60395485,0.8019774,0.5746999,0.78734994,0.6393579,0.81967896,0.60871685,0.8043584,0.6522359,0.826118,0.70427513,0.85213757,0.6382811,0.81914055
98271,0.59569174,0.79784584,0.5939058,0.7969529,0.5004118,0.7502059,0.5554415,0.77772075,0.6240758,0.8120379,0.7640089,0.88200444,0.70841926,0.85420966,0.7049773,0.85248864,0.73815304,0.8690765,0.77389175,0.88694584
98272,0.6189369,0.80946845,0.61757076,0.8087854,0.52993864,0.76496935,0.58227986,0.79113996,0.6356908,0.8178454,0.79500484,0.8975024,0.7099632,0.8549816,0.7637356,0.88186777,0.72447807,0.862239,0.78930366,0.89465183
98273,0.59332454,0.7966623,0.62919426,0.81459713,0.5296203,0.76481014,0.58858067,0.7942903,0.58118,0.79059,0.6406713,0.8203356,0.61273336,0.8063667,0.7305324,0.8652662,0.68743104,0.84371555,0.6990576,0.8495288
98274,0.7339697,0.86698484,0.673876,0.836938,0.65461946,0.8273097,0.6999613,0.84998065,0.71889013,0.8594451,0.8359214,0.9179607,0.7284307,0.8642154,0.80543065,0.9027153,0.77679706,0.8883985,0.81446743,0.9072337
98275,0.71350926,0.85675466,0.64783573,0.82391787,0.6285516,0.8142758,0.6480614,0.8240307,0.72731906,0.8636595,0.8398817,0.9199408,0.7535789,0.87678945,0.8159982,0.9079991,0.7871568,0.8935784,0.8329549,0.91647744
98276,0.6977144,0.84885716,0.66914076,0.8345704,0.59092426,0.79546213,0.6317225,0.8158612,0.7179383,0.85896915,0.7810516,0.8905258,0.74066985,0.8703349,0.7794529,0.88972646,0.7844261,0.89221305,0.794319,0.89715946
98277,0.66071963,0.8303598,0.65276206,0.826381,0.5824847,0.79124236,0.6485874,0.82429373,0.6643238,0.8321619,0.750246,0.875123,0.73469794,0.86734897,0.7653371,0.88266855,0.76576173,0.88288087,0.7696706,0.8848353
98278,0.7533284,0.87666416,0.7082644,0.8541322,0.6943523,0.8471762,0.6960391,0.84801954,0.74155664,0.8707783,0.8492594,0.9246297,0.7567578,0.87837887,0.82402885,0.9120144,0.7666463,0.8833232,0.8035282,0.9017641
98279,0.70091057,0.8504553,0.6992327,0.84961635,0.62046087,0.81023043,0.7042243,0.8521122,0.6921037,0.8460518,0.76089627,0.8804481,0.68864197,0.844321,0.76936483,0.8846824,0.7440006,0.87200034,0.7549711,0.8774855
98280,0.71347284,0.8567364,0.68563616,0.8428181,0.6108217,0.80541086,0.66326714,0.83163357,0.71913767,0.85956883,0.8264055,0.91320276,0.75117254,0.8755863,0.7883334,0.8941667,0.7783402,0.8891701,0.8167228,0.90836143
98281,0.67611444,0.8380572,0.6518146,0.8259073,0.5840806,0.7920403,0.67291296,0.8364565,0.6635552,0.8317776,0.7639876,0.8819938,0.73270583,0.8663529,0.7623141,0.88115704,0.7747138,0.8873569,0.7894646,0.8947323
98282,0.69502974,0.84751487,0.7296473,0.86482364,0.65393126,0.82696563,0.71748805,0.858744,0.68708754,0.84354377,0.74192715,0.8709636,0.7272197,0.86360985,0.78408647,0.89204323,0.78427577,0.8921379,0.7826775,0.8913387
98283,0.705301,0.8526505,0.7003098,0.8501549,0.6215461,0.810773,0.7009932,0.8504966,0.68735814,0.8436791,0.7575039,0.878752,0.72130024,0.8606501,0.7812451,0.89062256,0.7443537,0.8721769,0.7764054,0.88820267
98284,0.5096956,0.75484776,0.5433202,0.7716601,0.4311512,0.7155756,0.49228376,0.7461419,0.5515903,0.77579516,0.6320542,0.8160271,0.6577071,0.82885355,0.64885247,0.82442623,0.650002,0.825001,0.6441799,0.8220899
98285,0.6075014,0.8037507,0.58613527,0.79306763,0.5163783,0.75818914,0.5845118,0.7922559,0.6278564,0.8139282,0.7251575,0.86257875,0.6842832,0.8421416,0.70571756,0.8528588,0.7371069,0.86855346,0.75290835,0.8764542
98286,0.5764241,0.78821206,0.57813597,0.789068,0.54514205,0.772571,0.5549965,0.77749825,0.6006837,0.80034184,0.65561104,0.8278055,0.61429214,0.8071461,0.7005557,0.85027784,0.65208626,0.8260431,0.65656304,0.8282815
98287,0.6753491,0.83767456,0.66944635,0.8347232,0.6185863,0.80929315,0.64125896,0.8206295,0.67549384,0.8377469,0.77448374,0.88724184,0.7080456,0.8540228,0.81064177,0.9053209,0.7592484,0.8796242,0.7702169,0.8851085
98288,0.6224377,0.81121886,0.65776217,0.8288811,0.601678,0.800839,0.57186234,0.78593117,0.6282753,0.81413764,0.6304771,0.81523854,0.619222,0.80961096,0.6969981,0.84849906,0.7204759,0.86023796,0.6775378,0.8387689
98289,0.6061959,0.80309796,0.5855862,0.7927931,0.56593764,0.7829688,0.60398316,0.8019916,0.6082784,0.8041392,0.7036874,0.8518437,0.6188426,0.8094213,0.6830461,0.84152305,0.679485,0.83974254,0.67740256,0.83870125
98290,0.5048625,0.7524313,0.51697016,0.7584851,0.5238267,0.76191336,0.4503531,0.7251766,0.56201303,0.7810065,0.6288237,0.8144119,0.64354706,0.8217735,0.5814658,0.79073286,0.6360202,0.8180101,0.6802585,0.84012926
98291,0.7281579,0.86407894,0.69910014,0.84955007,0.66620946,0.8331047,0.66580117,0.8329006,0.71323633,0.85661817,0.794261,0.8971305,0.7412303,0.8706151,0.7783263,0.88916314,0.77298963,0.8864948,0.7740317,0.8870158
98292,0.58042014,0.79021007,0.5999311,0.79996556,0.51536757,0.75768375,0.5828175,0.7914088,0.63925815,0.8196291,0.71131015,0.8556551,0.6867062,0.8433531,0.7222006,0.8611003,0.7030982,0.8515491,0.70836866,0.8541843
98293,0.58634686,0.79317343,0.59251714,0.79625857,0.4984156,0.7492078,0.5987682,0.7993841,0.59045637,0.7952282,0.66280484,0.8314024,0.66337574,0.83168787,0.68405515,0.84202754,0.7084063,0.85420316,0.69536006,0.84768003
98294,0.6764429,0.83822143,0.6245725,0.81228626,0.58578837,0.7928942,0.68009603,0.840048,0.658239,0.8291195,0.6739316,0.8369658,0.6147218,0.8073609,0.6902735,0.84513676,0.6898953,0.84494764,0.64141226,0.8207061
98295,0.55944836,0.7797242,0.52593786,0.7629689,0.5199263,0.75996315,0.5388306,0.76941526,0.57436275,0.7871814,0.6906996,0.8453498,0.6222062,0.8111031,0.6737604,0.8368802,0.66786146,0.83393073,0.7159672,0.8579836
98296,0.6812422,0.8406211,0.7010151,0.85050756,0.62097406,0.81048703,0.63300174,0.8165009,0.6898874,0.8449437,0.7622919,0.88114595,0.7116468,0.8558234,0.79082614,0.89541304,0.77095485,0.8854774,0.7906786,0.8953393
98297,0.66517043,0.8325852,0.64097273,0.82048637,0.6072073,0.80360365,0.6550981,0.82754904,0.62139755,0.81069875,0.68309724,0.8415486,0.6337743,0.81688714,0.72626793,0.86313397,0.73745334,0.8687267,0.73357344,0.8667867
98298,0.6859162,0.8429581,0.65962946,0.82981473,0.5821711,0.79108554,0.67449224,0.8372461,0.65276927,0.82638466,0.7488769,0.87443846,0.7103342,0.8551671,0.76777923,0.8838896,0.7343168,0.8671584,0.758469,0.8792345
98299,0.66931164,0.8346558,0.6673783,0.83368915,0.60701704,0.8035085,0.62705684,0.8135284,0.6902239,0.84511197,0.7538564,0.8769282,0.7050687,0.85253435,0.7655071,0.88275355,0.682527,0.84126353,0.7309952,0.8654976
98300,0.5393017,0.7696508,0.5659088,0.7829544,0.50616115,0.7530806,0.54834294,0.7741715,0.5634727,0.7817364,0.6100382,0.80501914,0.61594534,0.80797267,0.64874506,0.82437253,0.643489,0.8217445,0.6342877,0.81714386
98301,0.6871215,0.84356076,0.6621204,0.8310602,0.606911,0.8034555,0.567596,0.783798,0.7455478,0.8727739,0.8629699,0.93148494,0.81984013,0.9099201,0.8064866,0.9032433,0.782937,0.8914685,0.86031187,0.93015593
98302,0.73393786,0.8669689,0.68444425,0.8422221,0.6344609,0.81723046,0.6894773,0.84473866,0.727021,0.8635105,0.81825364,0.9091268,0.7447417,0.87237084,0.7949039,0.89745194,0.7658974,0.8829487,0.82043874,0.9102194
98303,0.6957958,0.8478979,0.6405705,0.82028526,0.59223044,0.7961152,0.6110762,0.80553806,0.7176023,0.8588011,0.84407693,0.92203844,0.77863777,0.8893189,0.7752894,0.8876447,0.7900702,0.8950351,0.86849296,0.9342465
98304,0.7884698,0.8942349,0.74668473,0.8733424,0.69248915,0.8462446,0.6796464,0.8398232,0.72556746,0.86278373,0.8227509,0.91137546,0.72271144,0.8613557,0.827134,0.913567,0.80999935,0.9049997,0.80936587,0.90468293
98305,0.7042197,0.85210985,0.6820058,0.84100294,0.6145621,0.807281,0.65493155,0.8274658,0.6869036,0.8434518,0.7820723,0.89103615,0.7284566,0.8642283,0.78801507,0.89400756,0.75562966,0.8778148,0.79041564,0.8952078
98306,0.6599641,0.82998204,0.63416207,0.81708103,0.59886503,0.7994325,0.6412436,0.8206218,0.6275928,0.8137964,0.7319474,0.8659737,0.6593891,0.8296945,0.7427308,0.8713654,0.7352284,0.8676142,0.75030726,0.87515366
98307,0.7199427,0.85997134,0.71797514,0.85898757,0.6703484,0.8351742,0.6635879,0.83179396,0.7569356,0.8784678,0.8497955,0.9248978,0.7681185,0.88405925,0.84138936,0.9206947,0.8025304,0.9012652,0.8311617,0.91558087
98308,0.674473,0.8372365,0.7102995,0.85514975,0.5865952,0.7932976,0.62795544,0.8139777,0.6759823,0.8379911,0.741369,0.8706845,0.7564577,0.87822884,0.749057,0.8745285,0.7796327,0.88981634,0.77079296,0.8853965
98309,0.7247883,0.86239415,0.6958128,0.8479064,0.64795184,0.8239759,0.6403197,0.82015985,0.7211292,0.8605646,0.78070617,0.8903531,0.6967479,0.84837395,0.8133918,0.9066959,0.7806122,0.8903061,0.77176535,0.8858827
98310,0.77211106,0.8860555,0.7158291,0.85791457,0.71605086,0.85802543,0.65294087,0.82647043,0.75515044,0.8775752,0.8224119,0.91120595,0.7590616,0.8795308,0.80255604,0.901278,0.7285993,0.86429965,0.8038105,0.90190524
98311,0.6812403,0.84062016,0.6577856,0.8288928,0.5962293,0.79811466,0.628741,0.8143705,0.67295766,0.8364788,0.74886036,0.8744302,0.72108746,0.8605437,0.7275655,0.86378276,0.7375381,0.86876905,0.7682924,0.8841462
98312,0.6422515,0.82112575,0.660885,0.8304425,0.56844544,0.7842227,0.62682825,0.8134141,0.69005257,0.84502625,0.77292144,0.8864607,0.7573463,0.87867314,0.7785542,0.8892771,0.7078365,0.85391825,0.79743385,0.8987169
98313,0.6421041,0.8210521,0.64931977,0.8246599,0.6202104,0.8101052,0.63523924,0.8176196,0.6538106,0.8269053,0.74407697,0.8720385,0.6206467,0.81032336,0.75616556,0.87808275,0.7115468,0.8557734,0.7093847,0.85469234
98314,0.71411014,0.85705507,0.67554057,0.8377703,0.6322371,0.81611854,0.6981363,0.84906816,0.7260406,0.8630203,0.8291837,0.91459185,0.71628463,0.8581423,0.797433,0.8987165,0.7889613,0.89448065,0.81853765,0.90926886
98315,0.6295334,0.8147667,0.61702764,0.8085138,0.5443163,0.77215815,0.58507764,0.7925388,0.63460624,0.8173031,0.77573544,0.8878677,0.6943716,0.8471858,0.7091936,0.8545968,0.7061865,0.85309327,0.74330246,0.87165123
98316,0.7703214,0.8851607,0.71742713,0.85871357,0.66561496,0.8328075,0.646222,0.823111,0.76038325,0.8801916,0.85703325,0.9285166,0.7346374,0.8673187,0.81231594,0.906158,0.7641707,0.8820853,0.78629136,0.8931457
98317,0.65412474,0.82706237,0.6313673,0.81568366,0.5729359,0.7864679,0.59681225,0.7984061,0.68259096,0.8412955,0.81418735,0.90709364,0.75117564,0.8755878,0.7687031,0.88435155,0.7437304,0.8718652,0.8245037,0.91225183
98318,0.7284825,0.86424124,0.70502317,0.8525116,0.64530945,0.8226547,0.7267687,0.86338437,0.7140435,0.85702175,0.7477224,0.8738612,0.6990645,0.84953225,0.77143174,0.88571584,0.76099104,0.88049555,0.776446,0.888223
98319,0.67122304,0.8356115,0.64364564,0.8218228,0.6068393,0.80341965,0.69328,0.84664,0.63525,0.817625,0.7238747,0.86193734,0.6604601,0.83023006,0.7184118,0.8592059,0.74535143,0.8726757,0.73622787,0.86811393
98320,0.72484285,0.8624214,0.66069925,0.8303496,0.62536997,0.812685,0.59144056,0.7957203,0.7484677,0.87423384,0.88306665,0.9415333,0.7345449,0.86727244,0.8088548,0.9044274,0.7235326,0.86176634,0.80180776,0.9009039
98321,0.7562907,0.87814534,0.6904138,0.84520686,0.6762564,0.8381282,0.7012441,0.85062206,0.7254635,0.86273175,0.8740994,0.9370497,0.7560552,0.87802756,0.8148732,0.9074366,0.8058575,0.9029287,0.83789533,0.9189477
98322,0.72473794,0.86236894,0.6805972,0.8402986,0.6020888,0.8010444,0.6122044,0.80610216,0.7485314,0.8742657,0.8755666,0.9377833,0.7555542,0.8777771,0.80711323,0.9035566,0.78542936,0.8927147,0.8422594,0.9211297
98323,0.6802038,0.8401019,0.64539874,0.82269937,0.57958573,0.7897929,0.582405,0.7912025,0.7143218,0.8571609,0.8023138,0.9011569,0.7332068,0.8666034,0.7818255,0.8909128,0.7378774,0.8689387,0.77989125,0.8899456
98324,0.63503045,0.81751525,0.6373452,0.8186726,0.5724375,0.78621876,0.6316,0.8158,0.6436391,0.82181954,0.74522895,0.8726145,0.69692326,0.8484616,0.7282183,0.86410916,0.7368175,0.86840874,0.7514543,0.8757272
98325,0.6864154,0.8432077,0.6456725,0.8228363,0.6188886,0.8094443,0.6269779,0.81348896,0.7148371,0.85741854,0.85321295,0.9266065,0.7606198,0.88030994,0.8209287,0.91046435,0.78852147,0.89426076,0.83115524,0.91557765
98326,0.55727994,0.77864,0.5702802,0.7851401,0.4926943,0.7463471,0.556319,0.7781595,0.5458712,0.7729356,0.6436032,0.8218016,0.5877819,0.79389095,0.6452446,0.8226223,0.69278765,0.8463938,0.6561489,0.82807446
98327,0.6263269,0.81316346,0.6603582,0.8301791,0.5798093,0.78990465,0.6151754,0.80758774,0.6066867,0.80334336,0.6945553,0.84727764,0.6602137,0.83010685,0.7187593,0.85937965,0.7567998,0.8783999,0.73607445,0.8680372
98328,0.70280993,0.85140496,0.62684035,0.8134202,0.61164206,0.80582106,0.6940229,0.84701145,0.67831814,0.8391591,0.75827134,0.87913567,0.6917099,0.84585494,0.76012456,0.8800623,0.7617448,0.88087237,0.7701409,0.88507044
98329,0.6923686,0.8461843,0.6874289,0.8437145,0.6061592,0.8030796,0.67860186,0.83930093,0.70104015,0.8505201,0.7630235,0.88151175,0.7408459,0.87042296,0.7786939,0.88934696,0.7802092,0.8901046,0.8069553,0.90347767
98330,0.65310264,0.8265513,0.6594314,0.8297157,0.5907004,0.7953502,0.61327523,0.80663764,0.681692,0.840846,0.7421535,0.87107676,0.7137269,0.85686344,0.74387634,0.87193817,0.74028325,0.8701416,0.7548757,0.87743783
98331,0.578601,0.7893005,0.5475391,0.77376956,0.56431735,0.7821587,0.62104404,0.810522,0.5637324,0.7818662,0.6090433,0.8045217,0.48631006,0.743155,0.59959435,0.7997972,0.65701145,0.82850575,0.55593455,0.7779673
98332,0.55991745,0.7799587,0.5750191,0.78750956,0.5123578,0.75617886,0.58683646,0.7934182,0.5814942,0.7907471,0.6556645,0.8278322,0.66215545,0.8310777,0.7073173,0.8536587,0.69451857,0.8472593,0.6888037,0.84440184
98333,0.55708766,0.77854383,0.51279527,0.7563976,0.47981,0.739905,0.52040946,0.76020473,0.56213987,0.78106993,0.69690925,0.8484546,0.6673151,0.83365756,0.6345649,0.81728244,0.7000778,0.8500389,0.7402345,0.87011725
98334,0.57218134,0.7860907,0.6052514,0.80262566,0.6189382,0.8094691,0.5542885,0.77714425,0.5393961,0.769698,0.5474261,0.77371305,0.45391214,0.72695607,0.5769065,0.7884532,0.5635708,0.78178537,0.52664924,0.7633246
98335,0.71046984,0.8552349,0.7196845,0.85984224,0.6725781,0.83628905,0.70508045,0.85254025,0.7029704,0.8514852,0.7520956,0.8760478,0.70987904,0.8549395,0.7915684,0.8957842,0.77267826,0.8863391,0.76466763,0.8823338
98336,0.584484,0.792242,0.55778587,0.77889293,0.5669284,0.7834642,0.5559006,0.7779503,0.6067194,0.8033597,0.69009244,0.8450462,0.5640187,0.78200936,0.65298486,0.8264924,0.65232414,0.8261621,0.6335387,0.81676936
98337,0.46630868,0.73315436,0.42219764,0.7110988,0.37739852,0.68869925,0.4767623,0.73838115,0.47770348,0.7388517,0.5296838,0.7648419,0.514138,0.757069,0.45343226,0.72671616,0.56614184,0.7830709,0.5289486,0.7644743
98338,0.5738163,0.78690815,0.62400264,0.81200135,0.5438557,0.77192783,0.5720761,0.78603804,0.5622859,0.78114295,0.55095625,0.7754781,0.5303885,0.76519424,0.64088225,0.8204411,0.6587032,0.8293516,0.58098316,0.7904916
98339,0.5507492,0.7753746,0.5381877,0.7690939,0.50671434,0.7533572,0.52161866,0.7608093,0.5485922,0.7742961,0.6898185,0.84490925,0.6149022,0.8074511,0.67168915,0.8358446,0.67314947,0.83657473,0.7333087,0.86665434
98340,0.5700439,0.78502196,0.54526603,0.772633,0.49155992,0.74578,0.57208955,0.7860448,0.57816803,0.789084,0.66793513,0.83396757,0.6490365,0.82451826,0.62321043,0.8116052,0.6493299,0.82466495,0.66635585,0.8331779
98341,0.62727964,0.8136398,0.6101899,0.80509496,0.5370871,0.76854354,0.6094302,0.8047151,0.628144,0.814072,0.74807537,0.8740377,0.6788689,0.83943444,0.7576183,0.87880915,0.7316113,0.8658056,0.73071694,0.8653585
98342,0.77284425,0.88642216,0.6995898,0.84979486,0.6409882,0.82049406,0.64044774,0.82022387,0.76665294,0.8833265,0.8712083,0.93560416,0.7729071,0.8864535,0.81735474,0.90867734,0.7944369,0.89721847,0.8630235,0.93151176
98343,0.51781535,0.7589077,0.50747156,0.7537358,0.46561226,0.73280615,0.5122855,0.75614274,0.52169025,0.7608451,0.62763613,0.8138181,0.57853425,0.7892671,0.6166974,0.80834866,0.6690308,0.8345154,0.67094505,0.8354725
98344,0.66682875,0.8334144,0.66384304,0.8319215,0.5967434,0.7983717,0.66719705,0.8335985,0.6614138,0.8307069,0.7490875,0.8745438,0.69166875,0.8458344,0.74930793,0.87465394,0.7392312,0.8696156,0.77249324,0.8862466
98345,0.7019522,0.8509761,0.6702452,0.8351226,0.63723505,0.8186175,0.60472447,0.8023622,0.7200005,0.86000025,0.81248677,0.9062434,0.6973438,0.8486719,0.749894,0.874947,0.7295718,0.8647859,0.7911331,0.8955666
98346,0.5730841,0.78654206,0.60967314,0.8048366,0.5606308,0.7803154,0.615517,0.8077585,0.63155174,0.8157759,0.6964947,0.84824735,0.65400934,0.8270047,0.7227819,0.86139095,0.71416914,0.8570846,0.71527195,0.857636
