,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_google_ux_Score
98136,0.63726145,0.8186307,0.6151365,0.80756825,0.5470567,0.77352834,0.6148913,0.80744565,0.6327661,0.81638306,0.6952046,0.8476023,0.62923783,0.81461895,0.7038755,0.8519378,0.6822587,0.84112936,0.6821033,0.84105164
98137,0.58751976,0.7937599,0.6234802,0.8117401,0.5199341,0.7599671,0.5971414,0.7985707,0.6141452,0.80707264,0.63083637,0.8154182,0.6691866,0.8345933,0.68551385,0.8427569,0.67925394,0.83962697,0.66781676,0.8339084
98138,0.5527053,0.77635264,0.5129876,0.7564938,0.46982273,0.7349114,0.53676605,0.768383,0.5572493,0.77862465,0.67778134,0.8388907,0.62751174,0.81375587,0.63877285,0.8193864,0.65872884,0.8293644,0.70743376,0.85371685
98171,0.65034413,0.82517207,0.6277572,0.8138786,0.56593275,0.7829664,0.58166456,0.7908323,0.71047723,0.8552386,0.7603905,0.88019526,0.7329955,0.86649776,0.74561805,0.87280905,0.73833865,0.86916935,0.7756652,0.88783264
98172,0.57872725,0.7893636,0.60954744,0.8047737,0.51060694,0.7553035,0.53722084,0.7686104,0.6770698,0.8385349,0.737177,0.8685885,0.75917375,0.8795869,0.71850204,0.859251,0.7009777,0.85048884,0.7428435,0.87142175
98173,0.6745206,0.8372603,0.66883504,0.8344175,0.5828807,0.79144037,0.60396993,0.80198497,0.6912147,0.84560734,0.7566476,0.8783238,0.7270758,0.8635379,0.7269608,0.8634804,0.7632081,0.8816041,0.76339483,0.8816974
98245,0.5300273,0.76501364,0.5746457,0.7873229,0.4989078,0.7494539,0.5240162,0.7620081,0.563247,0.7816235,0.6296363,0.81481814,0.6374701,0.81873506,0.65190256,0.8259513,0.6734429,0.8367214,0.6437237,0.82186186
98250,0.61026084,0.8051304,0.6606913,0.83034563,0.58044606,0.790223,0.6313804,0.81569016,0.5788527,0.7894263,0.53844714,0.7692236,0.532699,0.7663495,0.64528525,0.8226426,0.5912987,0.79564935,0.5320908,0.7660454
98251,0.5451593,0.77257967,0.51149076,0.7557454,0.45234495,0.72617245,0.5066775,0.75333875,0.5164473,0.75822365,0.53409684,0.7670484,0.52868176,0.7643409,0.5204077,0.76020384,0.58877116,0.79438555,0.50905573,0.75452787
98252,0.43374282,0.7168714,0.41290265,0.7064513,0.35366678,0.6768334,0.55859005,0.779295,0.42472982,0.7123649,0.39230484,0.69615245,0.40151894,0.7007595,0.41694123,0.7084706,0.46836782,0.7341839,0.3893863,0.69469315
98253,0.6548046,0.8274023,0.62897044,0.8144852,0.5645654,0.7822827,0.6177267,0.80886334,0.63306904,0.8165345,0.6519836,0.8259918,0.6230009,0.81150043,0.67718416,0.83859205,0.6764068,0.83820343,0.6549568,0.8274784
98254,0.58841133,0.79420567,0.557042,0.778521,0.50734705,0.75367355,0.59643096,0.7982155,0.588207,0.7941035,0.6987354,0.84936774,0.6218146,0.8109073,0.6719768,0.8359884,0.6570003,0.82850015,0.69464815,0.8473241
98255,0.7412905,0.8706453,0.74869776,0.8743489,0.6827707,0.84138536,0.7359582,0.8679791,0.7666365,0.88331825,0.7771442,0.8885721,0.7273606,0.8636803,0.824984,0.91249204,0.77500486,0.88750243,0.79618126,0.8980906
98256,0.62866527,0.8143326,0.60761106,0.80380553,0.5435393,0.77176964,0.64872694,0.82436347,0.6429144,0.8214572,0.7149143,0.85745716,0.6199043,0.80995214,0.6901391,0.8450695,0.6949033,0.8474517,0.676687,0.8383435
98257,0.67158383,0.83579195,0.64900684,0.8245034,0.5946776,0.79733884,0.647946,0.823973,0.6346315,0.81731576,0.7301359,0.86506796,0.64410734,0.8220537,0.7518761,0.87593806,0.7316911,0.86584556,0.7121248,0.8560624
98258,0.59871775,0.79935884,0.62864846,0.81432426,0.53386486,0.7669324,0.59961385,0.79980695,0.54481804,0.772409,0.576036,0.788018,0.6036468,0.8018234,0.59929585,0.7996479,0.6313882,0.8156941,0.6266967,0.81334835
98259,0.6657668,0.83288336,0.6463511,0.82317555,0.60561156,0.8028058,0.6218475,0.81092376,0.6839561,0.8419781,0.7716463,0.88582313,0.73550224,0.8677511,0.74647593,0.87323797,0.78247964,0.8912398,0.79060805,0.895304
98260,0.65682364,0.8284118,0.6457255,0.82286274,0.62329364,0.8116468,0.70157224,0.8507861,0.654177,0.8270885,0.7185446,0.8592723,0.67016745,0.8350837,0.7559464,0.8779732,0.72418267,0.8620913,0.72004944,0.8600247
98261,0.7115705,0.85578525,0.6497028,0.8248514,0.6210243,0.8105122,0.6776018,0.8388009,0.6846914,0.8423457,0.76240724,0.88120365,0.7175021,0.85875106,0.7260755,0.8630377,0.741184,0.870592,0.7638242,0.8819121
98262,0.5955311,0.79776555,0.58506393,0.79253197,0.514344,0.757172,0.65577453,0.8278873,0.58039284,0.7901964,0.6465241,0.82326204,0.602262,0.801131,0.65813506,0.8290675,0.7090863,0.85454315,0.6712103,0.83560514
98263,0.59764594,0.798823,0.6271851,0.81359255,0.56968653,0.78484327,0.6358913,0.81794566,0.6209841,0.81049204,0.66001797,0.830009,0.6283339,0.81416696,0.6840222,0.8420111,0.6823432,0.8411716,0.6894758,0.8447379
98264,0.6166676,0.8083338,0.60145307,0.80072653,0.50986147,0.75493073,0.67292213,0.83646107,0.5841428,0.7920714,0.602033,0.8010165,0.5692956,0.7846478,0.65569425,0.8278471,0.6309432,0.8154716,0.61755204,0.808776
98265,0.7213478,0.8606739,0.7056879,0.85284394,0.64446974,0.82223487,0.6678617,0.83393085,0.7135054,0.8567527,0.7847177,0.89235884,0.6988114,0.8494057,0.7733315,0.88666576,0.7577069,0.87885344,0.75955236,0.8797762
98266,0.77361727,0.88680863,0.67111933,0.83555967,0.6457249,0.82286245,0.6910654,0.84553266,0.70946527,0.85473263,0.81475604,0.907378,0.684571,0.8422855,0.7805362,0.8902681,0.7703241,0.88516206,0.7874968,0.8937484
98267,0.68032765,0.8401638,0.6671729,0.83358645,0.6267582,0.8133791,0.64229643,0.8211482,0.672981,0.8364905,0.6745249,0.83726245,0.63144135,0.8157207,0.7231386,0.8615693,0.75412476,0.8770624,0.71280944,0.8564047
98268,0.67101216,0.8355061,0.6675186,0.8337593,0.6292493,0.81462467,0.6230779,0.81153893,0.6215211,0.81076056,0.65505934,0.82752967,0.5678074,0.7839037,0.6984873,0.84924364,0.6491543,0.82457715,0.6549109,0.82745546
98269,0.67258495,0.8362925,0.6069967,0.8034984,0.5542229,0.7771114,0.61083233,0.80541617,0.65261793,0.82630897,0.731166,0.865583,0.65071833,0.82535917,0.71004206,0.855021,0.7103628,0.8551814,0.7082913,0.85414565
98270,0.63584816,0.8179241,0.60476255,0.8023813,0.5513797,0.77568984,0.6113391,0.80566955,0.6015104,0.8007552,0.6620079,0.83100396,0.65150344,0.8257517,0.66990614,0.83495307,0.7273787,0.86368936,0.6721009,0.83605045
98271,0.5933509,0.79667544,0.5941982,0.7970991,0.49208176,0.7460409,0.5518483,0.77592415,0.6241925,0.81209624,0.7633475,0.88167375,0.717831,0.8589155,0.7098496,0.8549248,0.7389518,0.8694759,0.76142573,0.88071287
98272,0.6099279,0.80496395,0.65544987,0.82772493,0.5627471,0.78137356,0.6167096,0.8083548,0.6516204,0.8258102,0.75099593,0.87549794,0.72431654,0.8621583,0.7665136,0.8832568,0.7365366,0.8682683,0.77790815,0.88895404
98273,0.6475265,0.82376325,0.6860632,0.8430316,0.5609735,0.78048676,0.6322247,0.81611234,0.6153809,0.80769044,0.6620675,0.8310337,0.64980876,0.8249044,0.7330688,0.8665344,0.71150744,0.8557537,0.7129887,0.8564943
98274,0.69567174,0.8478359,0.63703907,0.81851953,0.61671966,0.80835986,0.67200243,0.8360012,0.69116235,0.8455812,0.8216564,0.91082823,0.70782495,0.8539125,0.7596426,0.8798213,0.7552306,0.87761533,0.7853147,0.89265734
98275,0.7256496,0.8628248,0.68592834,0.8429642,0.63349724,0.8167486,0.67255837,0.83627915,0.7585747,0.87928736,0.8336538,0.9168269,0.7778891,0.8889445,0.8178551,0.90892756,0.8114007,0.9057003,0.8388245,0.91941226
98276,0.6379272,0.8189636,0.62292624,0.8114631,0.5600672,0.7800336,0.6491345,0.82456726,0.65652597,0.828263,0.6942603,0.8471302,0.6819174,0.8409587,0.71852696,0.8592635,0.7240062,0.8620031,0.7202451,0.86012256
98277,0.6917001,0.84585005,0.6540765,0.8270383,0.58645225,0.7932261,0.63300824,0.8165041,0.69925857,0.8496293,0.78545165,0.8927258,0.743601,0.87180054,0.7677297,0.8838649,0.78549546,0.89274776,0.7946844,0.8973422
98278,0.7508538,0.8754269,0.68681145,0.8434057,0.6473927,0.8236964,0.6429987,0.82149935,0.7541844,0.87709224,0.8851606,0.94258034,0.7732077,0.88660383,0.81842303,0.9092115,0.7711915,0.88559574,0.83554065,0.9177703
98279,0.7427934,0.87139666,0.6920428,0.8460214,0.627257,0.8136285,0.6787226,0.8393613,0.7245771,0.8622886,0.8295553,0.91477764,0.7397485,0.86987424,0.7872281,0.89361405,0.74376744,0.87188375,0.80166996,0.900835
98280,0.7237158,0.8618579,0.67515826,0.83757913,0.61735773,0.80867887,0.7201822,0.8600911,0.6717153,0.8358576,0.75772864,0.8788643,0.68878603,0.844393,0.76800776,0.8840039,0.76559365,0.8827968,0.76621747,0.88310874
98281,0.6333029,0.81665146,0.5787016,0.7893508,0.5256635,0.76283175,0.626978,0.81348896,0.6373272,0.8186636,0.71020377,0.8551019,0.682284,0.841142,0.6909099,0.84545493,0.7145839,0.85729194,0.6980791,0.84903955
98282,0.6781307,0.8390653,0.7218474,0.8609237,0.6411905,0.82059526,0.7086503,0.8543252,0.6738863,0.83694315,0.72493804,0.862469,0.69867015,0.8493351,0.7498158,0.8749079,0.7726869,0.8863435,0.76695836,0.8834792
98283,0.7085191,0.85425955,0.6992212,0.84961057,0.6150334,0.8075167,0.6840589,0.84202945,0.7082966,0.85414827,0.7653148,0.8826574,0.72202027,0.86101013,0.76971304,0.8848565,0.74494636,0.8724732,0.7731867,0.88659334
98284,0.48833925,0.7441696,0.52807236,0.7640362,0.42181718,0.7109086,0.45869276,0.7293464,0.54317015,0.7715851,0.5650321,0.78251606,0.61435485,0.8071774,0.59495854,0.7974793,0.6008103,0.80040514,0.5873686,0.7936843
98285,0.60178274,0.8008914,0.5705068,0.7852534,0.4917875,0.7458937,0.5496545,0.77482724,0.6214277,0.8107139,0.70009923,0.8500496,0.65821445,0.8291072,0.6695223,0.83476114,0.7184484,0.8592242,0.70056987,0.85028493
98286,0.63166857,0.8158343,0.64224887,0.82112443,0.5776374,0.7888187,0.56549263,0.7827463,0.6700932,0.8350466,0.7280356,0.86401784,0.6998704,0.8499352,0.7495057,0.8747529,0.7262838,0.8631419,0.72951233,0.86475617
98287,0.6737983,0.83689916,0.6565284,0.82826424,0.6058103,0.80290514,0.64174044,0.8208702,0.6826763,0.84133816,0.7757147,0.8878573,0.71443325,0.8572166,0.8082311,0.90411556,0.75356317,0.8767816,0.80387336,0.90193665
98288,0.69113886,0.84556943,0.6594751,0.82973754,0.5700208,0.7850104,0.58345294,0.79172647,0.6749624,0.8374812,0.68648005,0.84324,0.6219287,0.81096435,0.7168378,0.85841894,0.67578566,0.83789283,0.67743087,0.83871543
98289,0.6196669,0.8098334,0.5742539,0.78712696,0.53410816,0.7670541,0.5795002,0.7897501,0.6181308,0.8090654,0.73499477,0.8674974,0.6237327,0.81186634,0.6948576,0.8474288,0.69644594,0.848223,0.7109283,0.85546416
98290,0.4556848,0.7278424,0.47404537,0.7370227,0.45017928,0.72508967,0.4077422,0.70387113,0.51627445,0.7581372,0.5870607,0.79353034,0.61177576,0.8058879,0.5142138,0.7571069,0.5897426,0.79487133,0.61762506,0.8088125
98291,0.6563611,0.82818055,0.6422117,0.82110584,0.58845496,0.7942275,0.5958072,0.7979036,0.676589,0.8382945,0.7834771,0.89173853,0.7201505,0.86007524,0.7426074,0.8713037,0.74719477,0.8735974,0.767424,0.883712
98292,0.5897249,0.79486245,0.6252401,0.81262004,0.53357726,0.7667886,0.58985054,0.7949253,0.6468189,0.82340944,0.70317364,0.8515868,0.6820857,0.8410429,0.7447651,0.8723825,0.7079612,0.8539806,0.7079755,0.85398775
98293,0.62773365,0.81386685,0.6192844,0.8096422,0.5438102,0.77190506,0.6171913,0.80859566,0.62953645,0.8147682,0.68203676,0.8410184,0.6578263,0.82891315,0.7056201,0.85281,0.6995325,0.84976625,0.6877816,0.8438908
98294,0.5377466,0.76887333,0.50888133,0.75444067,0.47172585,0.7358629,0.53553116,0.7677656,0.55242765,0.7762138,0.5669124,0.7834562,0.525525,0.7627625,0.5797478,0.7898739,0.58316755,0.7915838,0.53177345,0.7658867
98295,0.5674412,0.7837206,0.560387,0.7801935,0.50979704,0.75489855,0.56180614,0.7809031,0.5871161,0.79355806,0.70042866,0.85021436,0.6435101,0.82175505,0.6936954,0.8468477,0.7047055,0.85235274,0.72277,0.861385
98296,0.65399,0.826995,0.6740874,0.8370437,0.5845422,0.79227114,0.6085429,0.80427146,0.68241656,0.8412083,0.7223381,0.86116904,0.7316301,0.86581504,0.7665744,0.8832872,0.73797405,0.868987,0.739756,0.869878
98297,0.7044606,0.8522303,0.6840869,0.84204346,0.6466211,0.82331055,0.70515025,0.8525751,0.6667273,0.83336365,0.7112388,0.85561943,0.68434477,0.8421724,0.76701623,0.8835081,0.76953614,0.88476807,0.76523095,0.88261545
98298,0.71580124,0.8579006,0.6842358,0.8421179,0.5914319,0.7957159,0.6543579,0.82717896,0.70624626,0.8531231,0.7967103,0.8983551,0.73813367,0.86906683,0.775282,0.887641,0.76383066,0.88191533,0.7823744,0.8911872
98299,0.63103944,0.8155197,0.65348256,0.8267413,0.56828874,0.7841444,0.5836445,0.79182225,0.6849555,0.84247774,0.7530744,0.8765372,0.7010654,0.8505327,0.7448068,0.8724034,0.66485363,0.8324268,0.7106787,0.85533935
98300,0.61470413,0.80735207,0.6401465,0.82007325,0.57076204,0.785381,0.60517573,0.80258787,0.682304,0.841152,0.74477565,0.8723878,0.7462268,0.8731134,0.7725636,0.8862818,0.7434696,0.8717348,0.7779949,0.88899744
98301,0.55474275,0.7773714,0.52327883,0.7616394,0.4890769,0.7445384,0.4944095,0.7472048,0.5901381,0.79506904,0.69388103,0.8469405,0.6547407,0.82737035,0.6496002,0.82480013,0.66950274,0.83475137,0.7090294,0.8545147
98302,0.7051462,0.8525731,0.66665554,0.8333278,0.5964521,0.79822606,0.67519736,0.8375987,0.73116803,0.865584,0.807646,0.903823,0.7192563,0.85962814,0.78579473,0.89289737,0.7431514,0.8715757,0.77269685,0.8863484
98303,0.6875274,0.8437637,0.631814,0.815907,0.58263516,0.7913176,0.6271475,0.8135737,0.70687765,0.85343885,0.81783056,0.9089153,0.7377132,0.8688566,0.752558,0.876279,0.7825084,0.8912542,0.8325819,0.91629094
98304,0.77841234,0.8892062,0.7351272,0.8675636,0.69578785,0.84789395,0.6513769,0.8256885,0.7427378,0.8713689,0.84686744,0.9234337,0.7500526,0.8750263,0.8107833,0.9053917,0.809333,0.90466654,0.84682536,0.9234127
98305,0.68720675,0.8436034,0.6751671,0.83758354,0.5717964,0.7858982,0.64652026,0.8232601,0.67648494,0.8382425,0.76430625,0.88215315,0.7129035,0.85645175,0.75965834,0.87982917,0.73993737,0.86996865,0.7427728,0.8713864
98306,0.6337434,0.8168717,0.6382203,0.81911016,0.54714936,0.7735747,0.5894207,0.79471034,0.66331244,0.8316562,0.7513124,0.8756562,0.7034995,0.8517498,0.73745024,0.8687251,0.733402,0.866701,0.73414314,0.86707157
98307,0.73035914,0.86517954,0.71658957,0.8582948,0.6484983,0.82424915,0.65497255,0.8274863,0.7508714,0.8754357,0.8430694,0.92153466,0.76968324,0.8848416,0.8199822,0.9099911,0.78833264,0.89416635,0.81731796,0.908659
98308,0.6235169,0.81175846,0.6566792,0.8283396,0.51645505,0.7582275,0.59730023,0.79865015,0.6182184,0.8091092,0.6410763,0.82053816,0.69926167,0.84963083,0.66113454,0.83056724,0.7037765,0.85188824,0.6821821,0.84109104
98309,0.6633755,0.83168775,0.62145054,0.8107253,0.5745286,0.7872643,0.5997928,0.79989636,0.6619575,0.83097875,0.7275934,0.8637967,0.6639745,0.83198726,0.7406416,0.8703208,0.7453879,0.87269396,0.7292019,0.86460096
98310,0.71040237,0.8552012,0.65952396,0.829762,0.6389459,0.8194729,0.58820784,0.7941039,0.70086443,0.8504322,0.8025891,0.9012946,0.7159707,0.8579854,0.738279,0.8691395,0.6787013,0.83935064,0.7583009,0.87915045
98311,0.6663946,0.8331973,0.6422695,0.82113475,0.58813345,0.7940667,0.62917614,0.81458807,0.65044165,0.8252208,0.7168228,0.85841143,0.67328095,0.8366405,0.714453,0.8572265,0.71416533,0.85708266,0.7392496,0.8696248
98312,0.67776,0.83888,0.7112069,0.85560346,0.62014496,0.8100725,0.6666504,0.8333252,0.71431875,0.8571594,0.7666991,0.88334954,0.7641696,0.8820848,0.7966964,0.8983482,0.73625296,0.8681265,0.7915379,0.89576894
98313,0.65450144,0.8272507,0.63714707,0.81857353,0.59853256,0.7992663,0.6234678,0.8117339,0.6542243,0.82711214,0.7768166,0.8884083,0.6549468,0.8274734,0.78009546,0.8900477,0.73589694,0.8679485,0.77000225,0.8850011
98314,0.7490146,0.8745073,0.6714915,0.83574575,0.6337137,0.81685686,0.6859305,0.84296525,0.7268223,0.8634112,0.8419199,0.92095995,0.7073845,0.8536923,0.8019725,0.90098625,0.7768556,0.8884278,0.81669676,0.9083484
98315,0.60396683,0.8019834,0.62791395,0.813957,0.561175,0.7805875,0.607972,0.803986,0.6441778,0.8220889,0.7366705,0.86833525,0.65909255,0.8295463,0.6974467,0.84872335,0.74360204,0.871801,0.72327626,0.8616381
98316,0.76122606,0.880613,0.70630336,0.8531517,0.6481421,0.82407105,0.61626637,0.8081332,0.78417736,0.89208865,0.8774655,0.93873274,0.74649715,0.8732486,0.8093514,0.9046757,0.75512064,0.8775603,0.8036597,0.90182984
98317,0.6052376,0.8026188,0.6044401,0.80222005,0.5467292,0.7733646,0.5419944,0.77099717,0.6567558,0.8283779,0.7694876,0.8847438,0.73053235,0.8652662,0.69494545,0.8474727,0.7106818,0.8553409,0.7696335,0.88481677
98318,0.72657794,0.863289,0.6970286,0.8485143,0.62495565,0.8124778,0.68924206,0.84462106,0.7316586,0.8658293,0.7996673,0.8998337,0.7455914,0.8727957,0.7822974,0.8911487,0.77280813,0.88640404,0.81474346,0.90737176
98319,0.67750895,0.8387545,0.662946,0.831473,0.601069,0.8005345,0.70269513,0.85134757,0.6563226,0.8281613,0.74506485,0.8725324,0.6696208,0.8348104,0.7406598,0.87032986,0.7336954,0.8668477,0.7417159,0.87085795
98320,0.63402665,0.8170133,0.6587898,0.82939494,0.59856033,0.79928017,0.6052796,0.80263984,0.68050575,0.8402529,0.76570284,0.8828514,0.68410444,0.8420522,0.7569239,0.87846196,0.72552127,0.86276066,0.7423401,0.87117004
98321,0.702486,0.851243,0.691056,0.845528,0.6368419,0.81842095,0.69473195,0.847366,0.69962335,0.8498117,0.78738606,0.89369303,0.70483774,0.8524189,0.77155024,0.8857751,0.7725513,0.88627565,0.7884985,0.89424926
98322,0.6806444,0.8403222,0.6603187,0.8301593,0.57684946,0.78842473,0.6080334,0.8040167,0.7142755,0.85713774,0.83185893,0.91592944,0.7279702,0.86398506,0.78836304,0.8941815,0.79125714,0.8956286,0.81572604,0.907863
98323,0.6375315,0.81876576,0.6232588,0.8116294,0.54867315,0.7743366,0.5609792,0.78048956,0.6642592,0.8321296,0.7170672,0.8585336,0.6774174,0.8387087,0.74049497,0.8702475,0.68907756,0.8445388,0.7046319,0.85231596
98324,0.7108533,0.85542667,0.65172625,0.8258631,0.6276128,0.8138064,0.7068329,0.85341644,0.68121064,0.8406053,0.7756994,0.8878497,0.7077734,0.8538867,0.7529,0.87645,0.7633917,0.88169587,0.79650855,0.8982543
98325,0.70232654,0.85116327,0.67632043,0.8381602,0.6270907,0.81354535,0.65987885,0.8299394,0.7382016,0.8691008,0.8236487,0.91182435,0.7674203,0.88371015,0.81961536,0.9098077,0.79638785,0.89819396,0.81922543,0.9096127
98326,0.62616706,0.8130835,0.6275518,0.8137759,0.54834795,0.774174,0.58333987,0.79166996,0.6207666,0.8103833,0.70891136,0.8544557,0.64467657,0.8223383,0.72964984,0.8648249,0.75576174,0.8778809,0.71646327,0.85823166
98327,0.5563173,0.77815866,0.6129401,0.80647004,0.51803523,0.7590176,0.5633898,0.7816949,0.568972,0.784486,0.6374465,0.81872326,0.6442323,0.82211614,0.65224564,0.8261228,0.72103804,0.86051905,0.6924008,0.8462004
98328,0.70440197,0.852201,0.64963126,0.82481563,0.6112658,0.8056329,0.7108693,0.85543466,0.68309164,0.8415458,0.7433663,0.8716831,0.6789587,0.8394793,0.7780473,0.88902366,0.71844983,0.8592249,0.72959083,0.86479545
98329,0.66525376,0.8326269,0.6759429,0.83797145,0.58412504,0.7920625,0.6535617,0.82678086,0.68443274,0.8422164,0.7442075,0.87210375,0.7393627,0.86968136,0.7732552,0.8866276,0.7974611,0.8987305,0.8035686,0.9017843
98330,0.60494995,0.802475,0.5889535,0.79447675,0.50629437,0.7531472,0.54935,0.774675,0.60621053,0.80310524,0.65996224,0.8299811,0.60200274,0.80100137,0.6376747,0.81883734,0.6382071,0.81910354,0.6471629,0.82358146
98331,0.5356691,0.76783454,0.49958163,0.7497908,0.47166204,0.735831,0.55151004,0.77575505,0.51457787,0.75728893,0.596112,0.798056,0.4687922,0.7343961,0.5717588,0.7858794,0.62101364,0.8105068,0.52294093,0.76147044
98332,0.57257366,0.78628683,0.5994188,0.79970944,0.5105603,0.75528014,0.56056166,0.7802808,0.6003173,0.8001586,0.6361252,0.8180626,0.67480314,0.83740157,0.681395,0.8406975,0.6713277,0.83566386,0.6766746,0.8383373
98333,0.55823416,0.7791171,0.521229,0.7606145,0.49391276,0.74695635,0.5435954,0.77179766,0.5400049,0.7700025,0.63238966,0.81619483,0.6258456,0.81292284,0.601418,0.800709,0.65415555,0.82707775,0.6576932,0.8288466
98334,0.5302499,0.7651249,0.5585087,0.7792543,0.5392505,0.76962525,0.49335325,0.7466766,0.5283164,0.7641582,0.53251886,0.76625943,0.4610064,0.7305032,0.542926,0.77146304,0.5523355,0.77616775,0.4942127,0.7471063
98335,0.70899284,0.8544964,0.7087978,0.8543989,0.64906025,0.8245301,0.68523467,0.84261733,0.72057486,0.8602874,0.7735013,0.88675064,0.7140483,0.8570242,0.80011046,0.9000552,0.7751846,0.8875923,0.7812309,0.89061546
98336,0.51645285,0.7582264,0.5097731,0.7548865,0.5168073,0.75840366,0.52921844,0.7646092,0.50031275,0.7501564,0.5854238,0.7927119,0.44462737,0.7223137,0.5820083,0.7910042,0.5585903,0.77929515,0.51350546,0.7567527
98337,0.47354162,0.7367708,0.4515131,0.7257565,0.3794021,0.6897011,0.45615143,0.72807574,0.50598496,0.7529925,0.52453953,0.76226974,0.5611694,0.7805847,0.49294198,0.746471,0.5390435,0.7695217,0.5426935,0.77134675
98338,0.6395171,0.81975853,0.684364,0.84218204,0.6074188,0.8037094,0.63619363,0.8180968,0.6159779,0.80798894,0.57185376,0.7859269,0.5820204,0.7910102,0.6599162,0.8299581,0.6905955,0.84529775,0.6072414,0.8036207
98339,0.47104934,0.73552465,0.49058044,0.7452902,0.43036172,0.7151809,0.4429236,0.7214618,0.5126234,0.7563117,0.6113735,0.8056867,0.55515337,0.7775767,0.5833684,0.7916842,0.5889187,0.79445934,0.604665,0.8023325
98340,0.56858563,0.7842928,0.5521704,0.7760852,0.47736973,0.7386849,0.5514535,0.77572674,0.5791526,0.7895763,0.6620134,0.8310067,0.6434052,0.8217026,0.62154275,0.81077135,0.6459591,0.82297957,0.6471982,0.8235991
98341,0.6747439,0.83737195,0.6736324,0.8368162,0.6237022,0.81185114,0.6568091,0.82840455,0.68744123,0.8437206,0.80398154,0.9019908,0.73989546,0.86994773,0.803002,0.901501,0.7754863,0.8877431,0.79418665,0.8970933
98342,0.73436785,0.8671839,0.68200487,0.84100246,0.63203526,0.8160176,0.65080255,0.8254013,0.70468795,0.852344,0.76504815,0.8825241,0.6820341,0.841017,0.7726306,0.8863153,0.74888885,0.8744444,0.7601528,0.8800764
98343,0.47099328,0.73549664,0.46991307,0.7349565,0.41434348,0.70717174,0.4748294,0.7374147,0.49508727,0.74754363,0.5570022,0.7785011,0.53703785,0.7685189,0.5556852,0.77784264,0.58738387,0.79369193,0.5889293,0.79446465
98344,0.76978827,0.88489413,0.7582928,0.8791464,0.6661077,0.8330538,0.71157396,0.855787,0.7649847,0.88249236,0.80704296,0.9035215,0.75541246,0.8777062,0.79930794,0.899654,0.7845841,0.892292,0.79039747,0.8951987
98345,0.6579727,0.82898635,0.64081067,0.82040536,0.5884307,0.7942153,0.58954,0.79477,0.67384934,0.8369247,0.7782192,0.8891096,0.6802162,0.8401081,0.73982644,0.8699132,0.71797794,0.858989,0.7642678,0.8821339
98346,0.60644627,0.80322313,0.5929148,0.7964574,0.5426011,0.77130055,0.593436,0.796718,0.5958365,0.79791826,0.7015022,0.8507511,0.62344575,0.8117229,0.72078824,0.8603941,0.66663486,0.8333174,0.6724759,0.8362379
98347,0.5405469,0.77027345,0.5455044,0.77275217,0.49338752,0.74669373,0.4991963,0.74959815,0.5491841,0.77459204,0.6471748,0.8235874,0.6246647,0.8123324,0.6055688,0.80278444,0.6990937,0.84954685,0.672119,0.8360595
98348,0.61952865,0.8097643,0.6112881,0.80564404,0.5752244,0.7876122,0.6245202,0.8122601,0.6386788,0.8193394,0.6853946,0.84269726,0.67127216,0.8356361,0.7368982,0.8684491,0.74319774,0.87159884,0.7266732,0.86333656
98349,0.71005845,0.8550292,0.7214924,0.8607462,0.63300705,0.8165035,0.66238034,0.83119017,0.7311826,0.8655913,0.7900031,0.89500153,0.7298428,0.8649214,0.7991346,0.8995673,0.78713,0.893565,0.7828107,0.89140534
